COMPOSITE,DATE_MATURITY,DATE_SETTLEMENT,DOMAIN_ID,EFP_EXEC_SIDE,EFP_INSTITUTION_KEY,END_DATE,EXEC_ID,FP_SIDE,GENERATION,LEG_TYPE,PX_ALLIN,PX_BD_BASE,PX_BD_ECOM,PX_BD_TRADER,PX_BD_VENUE,PX_EFFECTIVE,PX_EFFECTIVE_EXP,PX_EXP,PX_FWDP_ALLIN,PX_FWDP_BD_BASE,PX_FWDP_BD_ECOM,PX_FWDP_BD_TRADER,PX_FWDP_BD_VENUE,PX_FWDP_EXP,PX_SPOT_ALLIN,PX_SPOT_BD_BASE,PX_SPOT_BD_ECOM,PX_SPOT_BD_TRADER,PX_SPOT_BD_VENUE,PX_SPOT_EXP,QTY_CNTR,QTY_CNTR_EXP,QTY_DEALT,QTY_DEALT_EXP,TENOR_TYPE,TENOR_VALUE
0,,1452470400000,0,T,909,1452470400000,A7E8-2770-E32E-3A,0,0,0,107536000,,,,,,,-8,0,,,,,0,107536,,,,,-5,1182896000,-2,11,6,1,1
0,,1452470400000,0,T,909,1452470400000,FF0A-0014-0000-10,0,0,1,103229000,,,,,,,-8,0,,,,,-8,103229,,,,,-5,2580725000,-2,25,6,12,1
0,,1452470400000,0,T,909,1452470400000,FF0A-0014-0000-10,1,0,2,123224000,,,,,,,-8,19995000,,,,,-8,103229,,,,,-5,3080600000,-2,25,6,4,12
0,,1452470400000,0,T,893,1452470400000,FF0A-0014-0000-07,1,0,1,129211000,,,,,,,-6,0,,,,,-6,129211,,,,,-3,12921100000,-2,1,6,12,1
0,,1452470400000,0,T,893,1452470400000,FF0A-0014-0000-07,0,0,2,129161000,,,,,,,-6,-50000,,,,,-6,129211,,,,,-3,12916100000,-2,1,6,3,1
0,,1452470400000,0,T,945,1452470400000,7E4B-D159-2E3F-51,1,0,1,107570000,,,,,,,-8,0,,,,,-4,10757,,,,,-4,118327000,-2,11,5,12,
0,,1452470400000,0,T,945,1452470400000,7E4B-D159-2E3F-51,0,0,2,107620000,,,,,,,-8,50,,,,,-5,10757,,,,,-4,118382000,-2,11,5,3,1
0,,1452470400000,0,T,1097,1452470400000,FF64-0E70-0003-00,0,0,0,528604,,,,,,,-4,,,,,,,,,,,,,5286040000,-2,1000000,0,12,1
0,,1452470400000,0,T,1074,1452470400000,FF64-0E70-0005-00,0,0,0,180177,,,,,,,-3,,,,,,,,,,,,,180177000,0,1000000,0,12,1
0,,1452470400000,0,T,905,1452470400000,E330-E7B0-C26B-52,1,0,1,107570000,,,,,,,-8,0,,,,,-4,10757,,,,,-4,118327000,-2,11,5,12,
0,,1452470400000,0,T,905,1452470400000,E330-E7B0-C26B-52,0,0,2,107620000,,,,,,,-8,50,,,,,-5,10757,,,,,-4,118382000,-2,11,5,3,1
0,,1452470400000,0,T,910,1452470400000,FF0A-0014-0000-0F,1,0,1,103217000,,,,,,,-8,0,,,,,-8,103217,,,,,-5,103217000,-2,1,6,1,0
0,,1452470400000,0,T,910,1452470400000,FF0A-0014-0000-0F,0,0,2,103322000,,,,,,,-8,105000,,,,,-8,103217,,,,,-5,103322000,-2,1,6,1,1
0,,1452470400000,0,T,892,1452470400000,FF0A-0014-0000-08,0,0,1,129399000,,,,,,,-6,0,,,,,-6,129399,,,,,-3,12939900000,-2,1,6,12,1
0,,1452470400000,0,T,892,1452470400000,FF0A-0014-0000-08,1,0,2,129549000,,,,,,,-6,150000,,,,,-6,129399,,,,,-3,12954900000,-2,1,6,3,1
0,,1452470400000,0,T,1056,1452470400000,FF0A-0014-0000-1F,0,0,2,52701000,,,,,,,-6,-98000,,,,,-6,527990,,,,,-4,5270100000,-2,1,6,20,
