<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
USD000000TOD,D,20090716,000000,31.8100000,31.8500000,31.6050000,31.7350000,1156755000
USD000000TOD,D,20090717,000000,31.9000000,31.9000000,31.6900000,31.7835000,924562000
USD000000TOD,D,20090720,000000,31.6100000,31.6100000,31.0375000,31.0450000,1256652000
USD000000TOD,D,20090721,000000,31.0300000,31.2500000,30.9025000,31.0750000,827096000
USD000000TOD,D,20090722,000000,31.0575000,31.1838000,31.0350000,31.1300000,784704000
USD000000TOD,D,20090723,000000,31.1024000,31.2260000,31.0301000,31.2200000,928521000
USD000000TOD,D,20090724,000000,31.0875000,31.1850000,31.0275000,31.0500000,1138219000
USD000000TOD,D,20090727,000000,30.8564000,30.8586000,30.6155000,30.6600000,744615000
USD000000TOD,D,20090728,000000,30.6950000,30.7298000,30.5900000,30.7051000,981142000
USD000000TOD,D,20090729,000000,31.2000000,31.6123000,31.1950000,31.3480000,1063277000
USD000000TOD,D,20090730,000000,31.9499000,31.9500000,31.5800000,31.6700000,1114450000
USD000000TOD,D,20090731,000000,31.0100000,31.4700000,31.0100000,31.4100000,1566029000
USD000000TOD,D,20090803,000000,31.1950000,31.4000000,31.1000000,31.1702000,1070921000
USD000000TOD,D,20090804,000000,30.9950000,31.2200000,30.9482000,31.1350000,1136582000
USD000000TOD,D,20090805,000000,31.0600000,31.1800000,31.0600000,31.1250000,925811000
USD000000TOD,D,20090806,000000,31.1900000,31.2510000,31.1300000,31.2202000,653223000
USD000000TOD,D,20090807,000000,31.4000000,31.7646000,31.3900000,31.5775000,1110750000
USD000000TOD,D,20090810,000000,31.5500000,31.7100000,31.5500000,31.6910000,724397000
USD000000TOD,D,20090811,000000,31.8400000,32.4150000,31.7000000,32.2607000,1042119000
USD000000TOD,D,20090812,000000,32.4350000,32.9049000,32.3600000,32.5550000,1127105000
USD000000TOD,D,20090813,000000,32.4000000,32.4000000,31.7497000,31.9500000,1040150000
USD000000TOD,D,20090814,000000,31.8000000,31.8650000,31.4575000,31.5500000,1253536000
USD000000TOD,D,20090817,000000,32.1800000,32.4050000,32.1475000,32.3650000,1148828000
USD000000TOD,D,20090818,000000,32.1001000,32.1500000,31.8200000,31.8800000,1435655000
USD000000TOD,D,20090819,000000,31.8000000,32.0375000,31.7799000,31.9550000,1052423000
USD000000TOD,D,20090820,000000,31.6500000,31.7450000,31.5300000,31.7250000,830283000
USD000000TOD,D,20090821,000000,31.9146000,31.9800000,31.6700000,31.6800000,1391568000
USD000000TOD,D,20090824,000000,31.5400000,31.6382000,31.4500000,31.5077000,1008171000
USD000000TOD,D,20090825,000000,31.4600000,31.6900000,31.3100000,31.3795000,1308370000
USD000000TOD,D,20090826,000000,31.4375000,31.5000000,31.3422000,31.4900000,1032514000
USD000000TOD,D,20090827,000000,31.5505000,31.7000000,31.5500000,31.6625000,1083312000
USD000000TOD,D,20090828,000000,31.5001000,31.6325000,31.4640000,31.5656000,1150417000
USD000000TOD,D,20090831,000000,31.8800000,31.8800000,31.7523000,31.8400000,1340172000
USD000000TOD,D,20090901,000000,31.8800000,31.9370000,31.6900000,31.8088000,1126424000
USD000000TOD,D,20090902,000000,32.1000000,32.1000000,31.9156000,31.9548000,947565000
USD000000TOD,D,20090903,000000,31.9700000,31.9700000,31.6500000,31.6883000,882527000
USD000000TOD,D,20090904,000000,31.7500000,31.7700000,31.5200000,31.6205000,1159645000
USD000000TOD,D,20090908,000000,31.4800000,31.4800000,31.2500000,31.3100000,1161764000
USD000000TOD,D,20090909,000000,31.2200000,31.2200000,31.0800000,31.1875000,1291691000
USD000000TOD,D,20090910,000000,30.9999000,30.9999000,30.7999000,30.9075000,1038133000
USD000000TOD,D,20090911,000000,30.7500000,30.7825000,30.6275000,30.7200000,820067000
USD000000TOD,D,20090914,000000,30.9199000,30.9200000,30.7948000,30.8549000,838394000
USD000000TOD,D,20090915,000000,30.8000000,31.1299000,30.7401000,30.8575000,1197942000
USD000000TOD,D,20090916,000000,30.6500000,30.6775000,30.5150000,30.6000000,954614000
USD000000TOD,D,20090917,000000,30.4100000,30.4999000,30.2300000,30.2750000,1093828000
USD000000TOD,D,20090918,000000,30.2501000,30.4300000,30.2075000,30.2305000,850724000
USD000000TOD,D,20090921,000000,30.3700000,30.4099000,30.3305000,30.3755000,620991000
USD000000TOD,D,20090922,000000,30.3050000,30.3249000,30.0900000,30.1000000,837946000
USD000000TOD,D,20090923,000000,30.0100000,30.0750000,29.9500000,30.0500000,878840000
USD000000TOD,D,20090924,000000,30.1000000,30.1650000,29.9600000,29.9700000,1132581000
USD000000TOD,D,20090925,000000,30.1101000,30.1699000,30.0000000,30.0575000,1224794000
USD000000TOD,D,20090928,000000,30.2600000,30.2601000,30.1400000,30.1450000,1094288000
USD000000TOD,D,20090929,000000,30.1200000,30.1500000,30.0421000,30.1400000,885689000
USD000000TOD,D,20090930,000000,30.2000000,30.2000000,29.9800000,30.0094000,1221608000
USD000000TOD,D,20091001,000000,30.0226000,30.1000000,30.0075000,30.0875000,723069000
USD000000TOD,D,20091002,000000,30.0850000,30.1950000,30.0800000,30.1800000,776954000
USD000000TOD,D,20091005,000000,30.1000000,30.1056000,30.0475000,30.0606000,812013000
USD000000TOD,D,20091006,000000,29.8500000,29.8674000,29.7950000,29.8025000,730746000
USD000000TOD,D,20091007,000000,29.8000000,29.8014000,29.7175000,29.7500000,635335000
USD000000TOD,D,20091008,000000,29.6500000,29.6770000,29.5800000,29.6100000,828450000
USD000000TOD,D,20091009,000000,29.6000000,29.6400000,29.5700000,29.5875000,715330000
USD000000TOD,D,20091013,000000,29.5200000,29.5970000,29.4900000,29.5425000,673074000
USD000000TOD,D,20091014,000000,29.4725000,29.5364000,29.4100000,29.4100000,868882000
USD000000TOD,D,20091015,000000,29.2999000,29.3499000,29.2950000,29.3100000,852535000
USD000000TOD,D,20091016,000000,29.4300000,29.4300000,29.2849000,29.3555000,1050801000
USD000000TOD,D,20091019,000000,29.4000000,29.4124000,29.2600000,29.3200000,875820000
USD000000TOD,D,20091020,000000,29.2100000,29.2200000,29.1561000,29.1725000,1000049000
USD000000TOD,D,20091021,000000,29.2200000,29.2224000,29.1250000,29.1675000,1100933000
USD000000TOD,D,20091022,000000,29.1099000,29.1250000,29.0525000,29.0850000,793323000
USD000000TOD,D,20091023,000000,29.0000000,29.0200000,28.9000000,28.9600000,910480000
USD000000TOD,D,20091026,000000,28.9399000,28.9524000,28.8106000,28.8106000,983187000
USD000000TOD,D,20091027,000000,28.9901000,29.1850000,28.9850000,29.1750000,1252026000
USD000000TOD,D,20091028,000000,29.1650000,29.2998000,29.1500000,29.2875000,1198934000
USD000000TOD,D,20091029,000000,29.3950000,29.4500000,29.2015000,29.2750000,1087712000
USD000000TOD,D,20091030,000000,29.1000000,29.1000000,29.0026000,29.0500000,1159002000
USD000000TOD,D,20091102,000000,29.1600000,29.2175000,29.1301000,29.1950000,710168000
USD000000TOD,D,20091103,000000,29.2000000,29.4475000,29.1699000,29.4452000,1194042000
USD000000TOD,D,20091105,000000,29.1300000,29.2075000,29.0900000,29.1335000,967906000
USD000000TOD,D,20091106,000000,28.9900000,29.0245000,28.9200000,28.9599000,798621000
USD000000TOD,D,20091109,000000,28.9700000,28.9700000,28.7425000,28.7500000,857858000
USD000000TOD,D,20091110,000000,28.7299000,28.7700000,28.6800000,28.7075000,1236393000
USD000000TOD,D,20091112,000000,28.6600000,28.8099000,28.6475000,28.8000000,1047260000
USD000000TOD,D,20091113,000000,28.8999000,28.9000000,28.7650000,28.8300000,993624000
USD000000TOD,D,20091116,000000,28.7155000,28.7200000,28.6300000,28.6850000,851538000
USD000000TOD,D,20091117,000000,28.6800000,28.7699000,28.6450000,28.7400000,796443000
USD000000TOD,D,20091118,000000,28.7250000,28.7350000,28.6525000,28.6525000,713564000
USD000000TOD,D,20091119,000000,28.7400000,29.1000000,28.7070000,28.9000000,1364886000
USD000000TOD,D,20091120,000000,28.8400000,28.9499000,28.8050000,28.9300000,943692000
USD000000TOD,D,20091123,000000,28.8700000,28.9200000,28.7600000,28.7725000,939688000
USD000000TOD,D,20091124,000000,28.8300000,28.8700000,28.8055000,28.8225000,912793000
USD000000TOD,D,20091125,000000,28.7550000,28.8199000,28.7400000,28.7500000,1253703000
USD000000TOD,D,20091127,000000,29.6000000,29.9250000,29.3800000,29.6500000,1433866000
USD000000TOD,D,20091130,000000,29.1500000,29.3425000,28.9500000,29.2600000,1158757000
USD000000TOD,D,20091201,000000,29.1400000,29.2272000,29.0800000,29.1098000,973998000
USD000000TOD,D,20091202,000000,29.0000000,29.1825000,29.0000000,29.1650000,866131000
USD000000TOD,D,20091203,000000,29.3000000,29.3600000,29.1200000,29.1402000,838317000
USD000000TOD,D,20091204,000000,29.2000000,29.4500000,29.1450000,29.2850000,877517000
USD000000TOD,D,20091207,000000,29.4650000,29.8300000,29.4000000,29.7425000,1101062000
USD000000TOD,D,20091208,000000,29.9300000,30.3473000,29.9000000,30.3099000,823753000
USD000000TOD,D,20091209,000000,30.7675000,30.9574000,30.3000000,30.3999000,1215119000
USD000000TOD,D,20091210,000000,30.7300000,30.7300000,30.3599000,30.4500000,988197000
USD000000TOD,D,20091211,000000,30.3500000,30.3503000,29.9178000,30.0001000,1161301000
USD000000TOD,D,20091214,000000,30.1700000,30.2024000,29.9599000,30.1000000,1037580000
USD000000TOD,D,20091215,000000,30.0500000,30.3600000,29.9630000,30.1900000,1126564000
USD000000TOD,D,20091216,000000,30.1000000,30.3100000,30.0500000,30.2700000,1217072000
USD000000TOD,D,20091217,000000,30.3900000,30.8872000,30.3600000,30.8100000,1111426000
USD000000TOD,D,20091218,000000,30.8100000,30.8875000,30.5507000,30.6200000,1253288000
USD000000TOD,D,20091221,000000,30.6155000,30.6825000,30.4800000,30.5000000,1085381000
USD000000TOD,D,20091222,000000,30.4900000,30.5500000,30.4100000,30.5500000,969025000
USD000000TOD,D,20091223,000000,30.5500000,30.5596000,30.3200000,30.3700000,1227208000
USD000000TOD,D,20091224,000000,30.0475000,30.0475000,29.5575000,29.6800000,1313606000
USD000000TOD,D,20091228,000000,29.5600000,29.6900000,29.5500000,29.6675000,1463188000
USD000000TOD,D,20091229,000000,29.8000000,30.0190000,29.7700000,29.9301000,1480138000
USD000000TOD,D,20091230,000000,30.1692000,30.3300000,30.0900000,30.2150000,1720358000
USD000000TOD,D,20100111,000000,29.5100000,29.7498000,29.3350000,29.3975000,578915000
USD000000TOD,D,20100112,000000,29.3900000,29.4800000,29.3100000,29.4500000,753269000
USD000000TOD,D,20100113,000000,29.6000000,29.6745000,29.5050000,29.5400000,1094839000
USD000000TOD,D,20100114,000000,29.3200000,29.5395000,29.3200000,29.4900000,1107868000
USD000000TOD,D,20100115,000000,29.5700000,29.5924000,29.4775000,29.5300000,1142190000
USD000000TOD,D,20100119,000000,29.5500000,29.7499000,29.4900000,29.7499000,779982000
USD000000TOD,D,20100120,000000,29.7465000,29.7500000,29.6300000,29.6775000,1139062000
USD000000TOD,D,20100121,000000,29.7650000,29.8593000,29.7200000,29.7650000,1090441000
USD000000TOD,D,20100122,000000,29.7400000,29.8570000,29.6754000,29.7900000,1295973000
USD000000TOD,D,20100125,000000,30.0700000,30.1700000,29.9550000,30.0290000,1261840000
USD000000TOD,D,20100126,000000,30.2700000,30.4100000,30.2450000,30.3924000,825989000
USD000000TOD,D,20100127,000000,30.3300000,30.3401000,30.2205000,30.2800000,899487000
USD000000TOD,D,20100128,000000,30.3252000,30.4171000,30.2500000,30.3600000,1027443000
USD000000TOD,D,20100129,000000,30.4500000,30.4700000,30.3145000,30.3375000,1037795000
USD000000TOD,D,20100201,000000,30.4200000,30.4500000,30.3100000,30.3650000,682194000
USD000000TOD,D,20100202,000000,30.2500000,30.2596000,30.1250000,30.1586000,837754000
USD000000TOD,D,20100203,000000,29.9200000,29.9450000,29.8150000,29.8575000,1008222000
USD000000TOD,D,20100204,000000,29.9500000,30.1740000,29.9500000,30.1675000,1153035000
USD000000TOD,D,20100205,000000,30.5000000,30.5450000,30.4050000,30.4300000,1152455000
USD000000TOD,D,20100208,000000,30.5175000,30.5697000,30.4475000,30.5325000,720092000
USD000000TOD,D,20100209,000000,30.4200000,30.4475000,30.3453000,30.3950000,778321000
USD000000TOD,D,20100210,000000,30.2500000,30.2850000,30.2004000,30.2150000,908855000
USD000000TOD,D,20100211,000000,30.3300000,30.3300000,30.0975000,30.1260000,1003106000
USD000000TOD,D,20100212,000000,30.1300000,30.4000000,30.1100000,30.3200000,1224243000
USD000000TOD,D,20100216,000000,30.1400000,30.1599000,30.0850000,30.1301000,828054000
USD000000TOD,D,20100217,000000,29.9700000,30.0250000,29.9350000,29.9850000,1074439000
USD000000TOD,D,20100218,000000,30.1385000,30.1386000,30.0531000,30.0548000,714684000
USD000000TOD,D,20100219,000000,30.1475000,30.2050000,30.0849000,30.0975000,1108205000
USD000000TOD,D,20100224,000000,30.0200000,30.0550000,29.9900000,30.0102000,651455000
USD000000TOD,D,20100225,000000,30.0700000,30.0800000,30.0225000,30.0400000,1024323000
USD000000TOD,D,20100226,000000,30.1110000,30.1110000,29.9400000,29.9900000,1168810000
USD000000TOD,D,20100301,000000,29.9500000,30.0100000,29.8575000,29.9225000,910439000
USD000000TOD,D,20100302,000000,29.9900000,30.0350000,29.9175000,29.9340000,829127000
USD000000TOD,D,20100303,000000,29.8000000,29.8700000,29.7925000,29.8650000,800251000
USD000000TOD,D,20100304,000000,29.7000000,29.8575000,29.7000000,29.8025000,803077000
USD000000TOD,D,20100305,000000,29.8697000,29.8697000,29.7800000,29.8175000,726759000
USD000000TOD,D,20100309,000000,29.7700000,29.8173000,29.7050000,29.7975000,869423000
USD000000TOD,D,20100310,000000,29.7400000,29.7600000,29.6300000,29.6397000,787583000
USD000000TOD,D,20100311,000000,29.5500000,29.5700000,29.4552000,29.4700000,889499000
USD000000TOD,D,20100312,000000,29.4200000,29.4200000,29.2650000,29.2860000,744024000
USD000000TOD,D,20100315,000000,29.4110000,29.4110000,29.2900000,29.3450000,740477000
USD000000TOD,D,20100316,000000,29.4399000,29.4549000,29.3312000,29.3600000,893937000
USD000000TOD,D,20100317,000000,29.2200000,29.2350000,29.1350000,29.1478000,839148000
USD000000TOD,D,20100318,000000,29.2500000,29.2700000,29.1854000,29.2126000,945253000
USD000000TOD,D,20100319,000000,29.2525000,29.2924000,29.2351000,29.2800000,872690000
USD000000TOD,D,20100322,000000,29.3600000,29.6447000,29.3000000,29.6250000,759599000
USD000000TOD,D,20100323,000000,29.5000000,29.5500000,29.3975000,29.5400000,1150611000
USD000000TOD,D,20100324,000000,29.6000000,29.7075000,29.5325000,29.6800000,1146819000
USD000000TOD,D,20100325,000000,29.6860000,29.7100000,29.5903000,29.6100000,908522000
USD000000TOD,D,20100326,000000,29.5395000,29.5988000,29.4925000,29.5750000,1075548000
USD000000TOD,D,20100329,000000,29.5660000,29.7000000,29.5050000,29.5500000,1093248000
USD000000TOD,D,20100330,000000,29.4499000,29.4625000,29.3310000,29.4101000,838019000
USD000000TOD,D,20100331,000000,29.5000000,29.5249000,29.4560000,29.4600000,880447000
USD000000TOD,D,20100401,000000,29.3300000,29.4599000,29.3300000,29.4075000,1057216000
USD000000TOD,D,20100402,000000,29.3000000,29.3000000,29.2000000,29.2100000,688192000
USD000000TOD,D,20100405,000000,29.2200000,29.2299000,29.1761000,29.1920000,506516000
USD000000TOD,D,20100406,000000,29.1825000,29.3400000,29.1825000,29.3200000,826530000
USD000000TOD,D,20100407,000000,29.3299000,29.3524000,29.2649000,29.3400000,954298000
USD000000TOD,D,20100408,000000,29.3255000,29.4700000,29.3255000,29.4372000,759824000
USD000000TOD,D,20100409,000000,29.4125000,29.4125000,29.2300000,29.2400000,996761000
USD000000TOD,D,20100412,000000,28.9399000,29.0000000,28.9001000,28.9949000,807507000
USD000000TOD,D,20100413,000000,29.0399000,29.1125000,29.0105000,29.0799000,698048000
USD000000TOD,D,20100414,000000,29.0100000,29.0799000,28.9651000,29.0150000,803418000
USD000000TOD,D,20100415,000000,29.0675000,29.0720000,28.9031000,29.0285000,773483000
USD000000TOD,D,20100416,000000,29.1200000,29.1200000,28.9800000,29.0225000,1019190000
USD000000TOD,D,20100419,000000,29.2149000,29.2849000,29.1499000,29.2575000,941180000
USD000000TOD,D,20100420,000000,29.1700000,29.1775000,29.0800000,29.0900000,704033000
USD000000TOD,D,20100421,000000,29.1175000,29.1348000,29.0600000,29.1200000,634773000
USD000000TOD,D,20100422,000000,29.1200000,29.1924000,29.0975000,29.1690000,962616000
USD000000TOD,D,20100423,000000,29.3890000,29.3890000,29.1600000,29.2100000,963827000
USD000000TOD,D,20100426,000000,29.0800000,29.1350000,29.0476000,29.1110000,1031460000
USD000000TOD,D,20100427,000000,29.0675000,29.1500000,29.0355000,29.1425000,1249208000
USD000000TOD,D,20100428,000000,29.4300000,29.4350000,29.3200000,29.3630000,1521216000
USD000000TOD,D,20100429,000000,29.3300000,29.3350000,29.2075000,29.2496000,1203285000
USD000000TOD,D,20100430,000000,29.1975000,29.1975000,29.0950000,29.1459000,1074785000
USD000000TOD,D,20100504,000000,29.3300000,29.4300000,29.2700000,29.4300000,828002000
USD000000TOD,D,20100505,000000,29.7250000,29.7874000,29.6300000,29.7600000,1097831000
USD000000TOD,D,20100506,000000,30.1000000,30.4000000,30.0799000,30.2101000,1264052000
USD000000TOD,D,20100507,000000,30.9000000,30.9000000,30.3800000,30.3800000,961583000
USD000000TOD,D,20100511,000000,30.7090000,30.7090000,30.1701000,30.2525000,1132794000
USD000000TOD,D,20100512,000000,30.2550000,30.3000000,29.9151000,29.9800000,824978000
USD000000TOD,D,20100513,000000,29.9324000,30.0025000,29.8401000,29.9744000,817474000
USD000000TOD,D,20100514,000000,30.1000000,30.3275000,30.0271000,30.2325000,938679000
USD000000TOD,D,20100517,000000,30.7000000,30.8375000,30.5301000,30.6250000,921197000
USD000000TOD,D,20100518,000000,30.5599000,30.5599000,30.2798000,30.3300000,1105444000
USD000000TOD,D,20100519,000000,30.6666000,30.9600000,30.6150000,30.9600000,1127544000
USD000000TOD,D,20100520,000000,30.6999000,31.1875000,30.6301000,31.1875000,852117000
USD000000TOD,D,20100521,000000,31.1499000,31.2300000,30.8526000,31.1600000,1183769000
USD000000TOD,D,20100524,000000,31.1200000,31.1400000,30.7650000,31.1000000,1240989000
USD000000TOD,D,20100525,000000,31.2501000,31.6800000,31.2501000,31.6250000,862472000
USD000000TOD,D,20100526,000000,31.4299000,31.4299000,31.1351000,31.1899000,928235000
USD000000TOD,D,20100527,000000,31.0500000,31.0500000,30.7300000,30.7300000,1112425000
USD000000TOD,D,20100528,000000,30.5475000,30.5639000,30.3725000,30.5289000,1667009000
USD000000TOD,D,20100601,000000,30.9299000,31.3899000,30.9200000,31.3000000,1126048000
USD000000TOD,D,20100602,000000,31.2099000,31.2649000,31.0675000,31.1750000,951657000
USD000000TOD,D,20100603,000000,30.8899000,31.0445000,30.8200000,31.0299000,932453000
USD000000TOD,D,20100604,000000,31.1274000,31.3094000,30.9675000,31.1400000,863036000
USD000000TOD,D,20100607,000000,31.8900000,31.8900000,31.6602000,31.6750000,931345000
USD000000TOD,D,20100608,000000,31.9900000,31.9900000,31.5500000,31.8570000,845836000
USD000000TOD,D,20100609,000000,31.9990000,31.9990000,31.6851000,31.7900000,832989000
USD000000TOD,D,20100610,000000,31.4500000,31.7500000,31.4399000,31.6544000,839572000
USD000000TOD,D,20100611,000000,31.5500000,31.5500000,31.3750000,31.4999000,1036131000
USD000000TOD,D,20100615,000000,31.3500000,31.5000000,31.3200000,31.3850000,883654000
USD000000TOD,D,20100616,000000,31.1899000,31.2349000,31.1352000,31.2100000,1020243000
USD000000TOD,D,20100617,000000,31.2100000,31.2299000,30.8876000,30.9700000,872865000
USD000000TOD,D,20100618,000000,30.9000000,31.0548000,30.7975000,31.0000000,862311000
USD000000TOD,D,20100621,000000,30.8000000,30.8200000,30.6826000,30.7400000,892711000
USD000000TOD,D,20100622,000000,30.9799000,31.0348000,30.8250000,31.0174000,925372000
USD000000TOD,D,20100623,000000,30.9979000,31.0674000,30.9425000,31.0425000,774833000
USD000000TOD,D,20100624,000000,31.0427000,31.1700000,30.9650000,31.1000000,948805000
USD000000TOD,D,20100625,000000,31.0950000,31.2574000,31.0410000,31.1826000,1500568000
USD000000TOD,D,20100628,000000,30.9724000,31.0480000,30.9500000,31.0300000,951560000
USD000000TOD,D,20100629,000000,31.1301000,31.3000000,31.1301000,31.2650000,1052914000
USD000000TOD,D,20100630,000000,31.3100000,31.3250000,31.1399000,31.1600000,1209752000
USD000000TOD,D,20100701,000000,31.2900000,31.4075000,31.2155000,31.2155000,808624000
USD000000TOD,D,20100702,000000,31.1800000,31.2675000,31.1101000,31.1250000,877054000
USD000000TOD,D,20100706,000000,31.1775000,31.1775000,31.0425000,31.1224000,1014848000
USD000000TOD,D,20100707,000000,31.0900000,31.1525000,31.0500000,31.0950000,828536000
USD000000TOD,D,20100708,000000,31.0900000,31.0900000,30.9151000,30.9300000,747094000
USD000000TOD,D,20100709,000000,30.8300000,30.8400000,30.7400000,30.8225000,965896000
USD000000TOD,D,20100712,000000,30.9000000,30.9299000,30.8400000,30.8474000,683232000
USD000000TOD,D,20100713,000000,30.8199000,30.8900000,30.7300000,30.7750000,712914000
USD000000TOD,D,20100714,000000,30.6000000,30.6050000,30.4951000,30.5600000,661620000
USD000000TOD,D,20100715,000000,30.5500000,30.5925000,30.4870000,30.5000000,788448000
