<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
EURUSD000TOM,D,20090701,000000,1.4033000,1.4124000,1.4032000,1.4120000,17280000
EURUSD000TOM,D,20090702,000000,1.4111000,1.4121000,1.4023000,1.4040000,12726000
EURUSD000TOM,D,20090703,000000,1.4000000,1.4025000,1.3985000,1.4012000,9266000
EURUSD000TOM,D,20090706,000000,1.3948000,1.3948000,1.3893000,1.3917000,7070000
EURUSD000TOM,D,20090707,000000,1.3959000,1.4029000,1.3910000,1.4026000,7006000
EURUSD000TOM,D,20090708,000000,1.3917000,1.3938000,1.3860000,1.3889000,22359000
EURUSD000TOM,D,20090709,000000,1.3927000,1.4003000,1.3913000,1.3998000,16012000
EURUSD000TOM,D,20090710,000000,1.3958000,1.3970000,1.3880000,1.3929000,27248000
EURUSD000TOM,D,20090713,000000,1.3910000,1.3992000,1.3902000,1.3961000,47848000
EURUSD000TOM,D,20090714,000000,1.3999000,1.4010000,1.3958000,1.3970000,16673000
EURUSD000TOM,D,20090715,000000,1.4006000,1.4095000,1.4006000,1.4086000,14987000
EURUSD000TOM,D,20090716,000000,1.4084000,1.4150000,1.4060000,1.4150000,16695000
EURUSD000TOM,D,20090717,000000,1.4128000,1.4131000,1.4066000,1.4077000,10500000
EURUSD000TOM,D,20090720,000000,1.4169000,1.4244000,1.4162000,1.4223000,32934000
EURUSD000TOM,D,20090721,000000,1.4211000,1.4237000,1.4183000,1.4231000,15207000
EURUSD000TOM,D,20090722,000000,1.4212000,1.4212000,1.4183000,1.4185000,13472000
EURUSD000TOM,D,20090723,000000,1.4253000,1.4265000,1.4205000,1.4230000,36103000
EURUSD000TOM,D,20090724,000000,1.4174000,1.4250000,1.4174000,1.4216000,18788000
EURUSD000TOM,D,20090727,000000,1.4254000,1.4295000,1.4236000,1.4273000,12821000
EURUSD000TOM,D,20090728,000000,1.4278000,1.4303000,1.4221000,1.4232000,16246000
EURUSD000TOM,D,20090729,000000,1.4159000,1.4188000,1.4090000,1.4102000,40894000
EURUSD000TOM,D,20090730,000000,1.4071000,1.4090000,1.4042000,1.4060000,22816000
EURUSD000TOM,D,20090731,000000,1.4126000,1.4160000,1.4089000,1.4117000,14741000
EURUSD000TOM,D,20090803,000000,1.4229000,1.4323000,1.4211000,1.4323000,23649000
EURUSD000TOM,D,20090804,000000,1.4391000,1.4417000,1.4383000,1.4398000,7250000
EURUSD000TOM,D,20090805,000000,1.4386000,1.4425000,1.4372000,1.4396000,13018000
EURUSD000TOM,D,20090806,000000,1.4405000,1.4421000,1.4371000,1.4390000,22296000
EURUSD000TOM,D,20090807,000000,1.4355000,1.4409000,1.4277000,1.4313000,50986000
EURUSD000TOM,D,20090810,000000,1.4214000,1.4216000,1.4169000,1.4169000,13945000
EURUSD000TOM,D,20090811,000000,1.4139000,1.4180000,1.4136000,1.4136000,19216000
EURUSD000TOM,D,20090812,000000,1.4132000,1.4167000,1.4089000,1.4162000,36801000
EURUSD000TOM,D,20090813,000000,1.4243000,1.4316000,1.4238000,1.4297000,38139000
EURUSD000TOM,D,20090814,000000,1.4269000,1.4296000,1.4261000,1.4290000,11296000
EURUSD000TOM,D,20090817,000000,1.4134000,1.4158000,1.4052000,1.4070000,31153000
EURUSD000TOM,D,20090818,000000,1.4122000,1.4151000,1.4080000,1.4082000,25872000
EURUSD000TOM,D,20090819,000000,1.4119000,1.4131000,1.4088000,1.4116000,10087000
EURUSD000TOM,D,20090820,000000,1.4237000,1.4250000,1.4217000,1.4235000,14545000
EURUSD000TOM,D,20090821,000000,1.4230000,1.4340000,1.4223000,1.4329000,9100000
EURUSD000TOM,D,20090824,000000,1.4325000,1.4337000,1.4287000,1.4328000,16941000
EURUSD000TOM,D,20090825,000000,1.4296000,1.4342000,1.4260000,1.4342000,16157000
EURUSD000TOM,D,20090826,000000,1.4317000,1.4352000,1.4264000,1.4282000,23150000
EURUSD000TOM,D,20090827,000000,1.4249000,1.4282000,1.4042000,1.4259000,7976000
EURUSD000TOM,D,20090828,000000,1.4361000,1.4372000,1.4329000,1.4351000,13667000
EURUSD000TOM,D,20090831,000000,1.4281000,1.4291000,1.4260000,1.4289000,3948000
EURUSD000TOM,D,20090901,000000,1.4370000,1.4374000,1.4296000,1.4306000,6634000
EURUSD000TOM,D,20090902,000000,1.4230000,1.4242000,1.4200000,1.4207000,6469000
EURUSD000TOM,D,20090903,000000,1.4285000,1.4319000,1.4282000,1.4288000,8147000
EURUSD000TOM,D,20090904,000000,1.4264000,1.4289000,1.4226000,1.4226000,22461000
EURUSD000TOM,D,20090907,000000,1.4335000,1.4356000,1.4329000,1.4333000,16959000
EURUSD000TOM,D,20090908,000000,1.4347000,1.4500000,1.4345000,1.4500000,46940000
EURUSD000TOM,D,20090909,000000,1.4501000,1.4556000,1.4469000,1.4547000,50405000
EURUSD000TOM,D,20090910,000000,1.4585000,1.4604000,1.4520000,1.4577000,32992000
EURUSD000TOM,D,20090911,000000,1.4622000,1.4622000,1.4589000,1.4589000,4608000
EURUSD000TOM,D,20090914,000000,1.4532000,1.4570000,1.4530000,1.4555000,8695000
EURUSD000TOM,D,20090915,000000,1.4631000,1.4636000,1.4569000,1.4569000,9705000
EURUSD000TOM,D,20090916,000000,1.4690000,1.4712000,1.4660000,1.4688000,8660000
EURUSD000TOM,D,20090917,000000,1.4741000,1.4768000,1.4714000,1.4714000,15959000
EURUSD000TOM,D,20090918,000000,1.4700000,1.4717000,1.4651000,1.4705000,4785000
EURUSD000TOM,D,20090921,000000,1.4671000,1.4671000,1.4622000,1.4630000,4383000
EURUSD000TOM,D,20090922,000000,1.4712000,1.4808000,1.4712000,1.4798000,9964000
EURUSD000TOM,D,20090923,000000,1.4817000,1.4817000,1.4770000,1.4789000,7380000
EURUSD000TOM,D,20090924,000000,1.4732000,1.4800000,1.4731000,1.4791000,15492000
EURUSD000TOM,D,20090925,000000,1.4688000,1.4714000,1.4629000,1.4637000,18552000
EURUSD000TOM,D,20090928,000000,1.4589000,1.4664000,1.4588000,1.4652000,18771000
EURUSD000TOM,D,20090929,000000,1.4621000,1.4635000,1.4540000,1.4560000,20615000
EURUSD000TOM,D,20090930,000000,1.4636000,1.4672000,1.4591000,1.4591000,25914000
EURUSD000TOM,D,20091001,000000,1.4558000,1.4604000,1.4536000,1.4554000,4608000
EURUSD000TOM,D,20091002,000000,1.4543000,1.4558000,1.4486000,1.4513000,32437000
EURUSD000TOM,D,20091005,000000,1.4633000,1.4653000,1.4600000,1.4603000,21147000
EURUSD000TOM,D,20091006,000000,1.4737000,1.4744000,1.4710000,1.4721000,11831000
EURUSD000TOM,D,20091007,000000,1.4703000,1.4734000,1.4682000,1.4682000,30745000
EURUSD000TOM,D,20091008,000000,1.4748000,1.4789000,1.4748000,1.4789000,31697000
EURUSD000TOM,D,20091009,000000,1.4725000,1.4762000,1.4717000,1.4740000,48090000
EURUSD000TOM,D,20091012,000000,1.4718000,1.4772000,1.4685000,1.4767000,50431000
EURUSD000TOM,D,20091013,000000,1.4785000,1.4867000,1.4769000,1.4843000,19672000
EURUSD000TOM,D,20091014,000000,1.4889000,1.4919000,1.4872000,1.4883000,27173000
EURUSD000TOM,D,20091015,000000,1.4959000,1.4967000,1.4849000,1.4865000,87915000
EURUSD000TOM,D,20091016,000000,1.4928000,1.4932000,1.4855000,1.4866000,22349000
EURUSD000TOM,D,20091019,000000,1.4890000,1.4945000,1.4876000,1.4926000,13558000
EURUSD000TOM,D,20091020,000000,1.4977000,1.4990000,1.4958000,1.4975000,4625000
EURUSD000TOM,D,20091021,000000,1.4938000,1.4962000,1.4910000,1.4930000,16787000
EURUSD000TOM,D,20091022,000000,1.4983000,1.5005000,1.4950000,1.4991000,12470000
EURUSD000TOM,D,20091023,000000,1.5022000,1.5047000,1.4996000,1.5025000,8312000
EURUSD000TOM,D,20091026,000000,1.5038000,1.5038000,1.5017000,1.5032000,3689000
EURUSD000TOM,D,20091027,000000,1.4912000,1.4916000,1.4857000,1.4860000,10854000
EURUSD000TOM,D,20091028,000000,1.4839000,1.4839000,1.4760000,1.4800000,25945000
EURUSD000TOM,D,20091029,000000,1.4715000,1.4804000,1.4714000,1.4784000,20447000
EURUSD000TOM,D,20091030,000000,1.4825000,1.4850000,1.4793000,1.4796000,13189000
EURUSD000TOM,D,20091102,000000,1.4742000,1.4787000,1.4737000,1.4766000,10607000
EURUSD000TOM,D,20091103,000000,1.4768000,1.4772000,1.4630000,1.4650000,17249000
EURUSD000TOM,D,20091105,000000,1.4826000,1.4902000,1.4814000,1.4898000,5765000
EURUSD000TOM,D,20091106,000000,1.4867000,1.4905000,1.4821000,1.4839000,8787000
EURUSD000TOM,D,20091109,000000,1.4954000,1.5002000,1.4952000,1.5002000,9121000
EURUSD000TOM,D,20091110,000000,1.4980000,1.5011000,1.4967000,1.4971000,6126000
EURUSD000TOM,D,20091111,000000,1.4978000,1.5043000,1.4978000,1.5021000,11052000
EURUSD000TOM,D,20091112,000000,1.5007000,1.5007000,1.4905000,1.4935000,12848000
EURUSD000TOM,D,20091113,000000,1.4880000,1.4896000,1.4860000,1.4875000,11458000
EURUSD000TOM,D,20091116,000000,1.4975000,1.4993000,1.4950000,1.4964000,7642000
EURUSD000TOM,D,20091117,000000,1.4963000,1.4967000,1.4863000,1.4890000,22835000
EURUSD000TOM,D,20091118,000000,1.4903000,1.4970000,1.4903000,1.4943000,1958000
EURUSD000TOM,D,20091119,000000,1.4911000,1.4911000,1.4850000,1.4882000,11092000
EURUSD000TOM,D,20091120,000000,1.4911000,1.4911000,1.4813000,1.4839000,19439000
EURUSD000TOM,D,20091123,000000,1.4932000,1.4979000,1.4932000,1.4979000,2649000
EURUSD000TOM,D,20091124,000000,1.4906000,1.4981000,1.4900000,1.4980000,5051000
EURUSD000TOM,D,20091125,000000,1.5001000,1.5086000,1.4993000,1.5081000,8269000
EURUSD000TOM,D,20091126,000000,1.5080000,1.5090000,1.5052000,1.5070000,6563000
EURUSD000TOM,D,20091127,000000,1.4923000,1.4928000,1.4835000,1.4907000,27521000
EURUSD000TOM,D,20091130,000000,1.5063000,1.5070000,1.5017000,1.5018000,14631000
EURUSD000TOM,D,20091201,000000,1.5028000,1.5092000,1.5025000,1.5078000,13199000
EURUSD000TOM,D,20091202,000000,1.5079000,1.5107000,1.5074000,1.5075000,19087000
EURUSD000TOM,D,20091203,000000,1.5112000,1.5131000,1.5085000,1.5088000,19120000
EURUSD000TOM,D,20091204,000000,1.5090000,1.5090000,1.4941000,1.4941000,8700000
EURUSD000TOM,D,20091207,000000,1.4875000,1.4880000,1.4768000,1.4803000,17798000
EURUSD000TOM,D,20091208,000000,1.4833000,1.4864000,1.4731000,1.4749000,35590000
EURUSD000TOM,D,20091209,000000,1.4696000,1.4775000,1.4695000,1.4753000,36816000
EURUSD000TOM,D,20091210,000000,1.4733000,1.4751000,1.4703000,1.4740000,23089000
EURUSD000TOM,D,20091211,000000,1.4722000,1.4938000,1.4711000,1.4717000,21362000
EURUSD000TOM,D,20091214,000000,1.4664000,1.4686000,1.4626000,1.4634000,16847000
EURUSD000TOM,D,20091215,000000,1.4640000,1.4644000,1.4526000,1.4545000,25136000
EURUSD000TOM,D,20091216,000000,1.4553000,1.4577000,1.4523000,1.4551000,6030000
EURUSD000TOM,D,20091217,000000,1.4415000,1.4417000,1.4332000,1.4343000,17908000
EURUSD000TOM,D,20091218,000000,1.4369000,1.4403000,1.4331000,1.4331000,16666000
EURUSD000TOM,D,20091221,000000,1.4325000,1.4370000,1.4285000,1.4354000,7933000
EURUSD000TOM,D,20091222,000000,1.4296000,1.4332000,1.4271000,1.4305000,12022000
EURUSD000TOM,D,20091223,000000,1.4258000,1.4289000,1.4240000,1.4277000,12005000
EURUSD000TOM,D,20091224,000000,1.4361000,1.4415000,1.4351000,1.4385000,21302000
EURUSD000TOM,D,20091225,000000,1.4396000,1.4449000,1.4390000,1.4430000,20299000
EURUSD000TOM,D,20091228,000000,1.4390000,1.4417000,1.4380000,1.4407000,41196000
EURUSD000TOM,D,20091229,000000,1.4391000,1.4463000,1.4391000,1.4447000,19415000
EURUSD000TOM,D,20091230,000000,1.4353000,1.4365000,1.4336000,1.4340000,14119000
EURUSD000TOM,D,20100111,000000,1.4497000,1.4540000,1.4487000,1.4526000,5760000
EURUSD000TOM,D,20100112,000000,1.4502000,1.4518000,1.4467000,1.4475000,6180000
EURUSD000TOM,D,20100113,000000,1.4505000,1.4576000,1.4466000,1.4568000,10005000
EURUSD000TOM,D,20100114,000000,1.4539000,1.4548000,1.4487000,1.4515000,13925000
EURUSD000TOM,D,20100115,000000,1.4421000,1.4428000,1.4373000,1.4380000,23091000
EURUSD000TOM,D,20100118,000000,1.4381000,1.4388000,1.4368000,1.4371000,3068000
EURUSD000TOM,D,20100119,000000,1.4396000,1.4414000,1.4276000,1.4288000,10576000
EURUSD000TOM,D,20100120,000000,1.4205000,1.4212000,1.4135000,1.4138000,13628000
EURUSD000TOM,D,20100121,000000,1.4114000,1.4114000,1.4042000,1.4072000,4908000
EURUSD000TOM,D,20100122,000000,1.4138000,1.4155000,1.4115000,1.4129000,6891000
EURUSD000TOM,D,20100125,000000,1.4165000,1.4184000,1.4134000,1.4143000,7836000
EURUSD000TOM,D,20100126,000000,1.4093000,1.4107000,1.4070000,1.4079000,9762000
EURUSD000TOM,D,20100127,000000,1.4057000,1.4086000,1.4028000,1.4052000,17335000
EURUSD000TOM,D,20100128,000000,1.4022000,1.4046000,1.3983000,1.3995000,8452000
EURUSD000TOM,D,20100129,000000,1.3953000,1.3980000,1.3943000,1.3950000,6350000
EURUSD000TOM,D,20100201,000000,1.3893000,1.3929000,1.3883000,1.3915000,6979000
EURUSD000TOM,D,20100202,000000,1.3934000,1.3956000,1.3913000,1.3938000,5957000
EURUSD000TOM,D,20100203,000000,1.3972000,1.4025000,1.3960000,1.3960000,13224000
EURUSD000TOM,D,20100204,000000,1.3872000,1.3885000,1.3821000,1.3821000,4042000
EURUSD000TOM,D,20100205,000000,1.3695000,1.3736000,1.3665000,1.3736000,13605000
EURUSD000TOM,D,20100208,000000,1.3673000,1.3712000,1.3659000,1.3674000,9556000
EURUSD000TOM,D,20100209,000000,1.3733000,1.3772000,1.3705000,1.3752000,2303000
EURUSD000TOM,D,20100210,000000,1.3755000,1.3810000,1.3731000,1.3744000,5803000
EURUSD000TOM,D,20100211,000000,1.3779000,1.3779000,1.3688000,1.3697000,12682000
EURUSD000TOM,D,20100212,000000,1.3674000,1.3678000,1.3532000,1.3581000,16170000
EURUSD000TOM,D,20100215,000000,1.3602000,1.3619000,1.3596000,1.3604000,3430000
EURUSD000TOM,D,20100216,000000,1.3651000,1.3678000,1.3651000,1.3674000,675000
EURUSD000TOM,D,20100217,000000,1.3744000,1.3790000,1.3716000,1.3721000,3811000
EURUSD000TOM,D,20100218,000000,1.3585000,1.3588000,1.3545000,1.3557000,12759000
EURUSD000TOM,D,20100219,000000,1.3463000,1.3528000,1.3463000,1.3515000,5312000
EURUSD000TOM,D,20100224,000000,1.3533000,1.3569000,1.3522000,1.3544000,7749000
EURUSD000TOM,D,20100225,000000,1.3477000,1.3504000,1.3468000,1.3485000,14464000
EURUSD000TOM,D,20100226,000000,1.3565000,1.3619000,1.3558000,1.3586000,12407000
EURUSD000TOM,D,20100227,000000,1.3625000,1.3631000,1.3625000,1.3625000,1784000
EURUSD000TOM,D,20100301,000000,1.3596000,1.3649000,1.3515000,1.3523000,16627000
EURUSD000TOM,D,20100302,000000,1.3516000,1.3594000,1.3445000,1.3587000,23638000
EURUSD000TOM,D,20100303,000000,1.3624000,1.3662000,1.3594000,1.3659000,6307000
EURUSD000TOM,D,20100304,000000,1.3662000,1.3688000,1.3633000,1.3680000,11547000
EURUSD000TOM,D,20100305,000000,1.3584000,1.3606000,1.3538000,1.3564000,8000000
EURUSD000TOM,D,20100309,000000,1.3611000,1.3625000,1.3547000,1.3547000,6097000
EURUSD000TOM,D,20100310,000000,1.3580000,1.3617000,1.3554000,1.3610000,3230000
EURUSD000TOM,D,20100311,000000,1.3622000,1.3684000,1.3622000,1.3649000,5068000
EURUSD000TOM,D,20100312,000000,1.3695000,1.3790000,1.3695000,1.3761000,4753000
EURUSD000TOM,D,20100315,000000,1.3739000,1.3743000,1.3706000,1.3717000,2841000
EURUSD000TOM,D,20100316,000000,1.3668000,1.3728000,1.3668000,1.3719000,2181000
EURUSD000TOM,D,20100317,000000,1.3794000,1.3818000,1.3743000,1.3743000,2657000
EURUSD000TOM,D,20100318,000000,1.3668000,1.3687000,1.3651000,1.3687000,3078000
EURUSD000TOM,D,20100319,000000,1.3611000,1.3627000,1.3535000,1.3535000,3202000
EURUSD000TOM,D,20100322,000000,1.3515000,1.3528000,1.3470000,1.3497000,6282000
EURUSD000TOM,D,20100323,000000,1.3514000,1.3530000,1.3490000,1.3496000,8375000
EURUSD000TOM,D,20100324,000000,1.3430000,1.3430000,1.3341000,1.3361000,15799000
EURUSD000TOM,D,20100325,000000,1.3319000,1.3360000,1.3317000,1.3330000,3861000
EURUSD000TOM,D,20100326,000000,1.3339000,1.3400000,1.3339000,1.3378000,15788000
EURUSD000TOM,D,20100329,000000,1.3440000,1.3500000,1.3440000,1.3450000,11586000
EURUSD000TOM,D,20100330,000000,1.3502000,1.3513000,1.3457000,1.3465000,11723000
EURUSD000TOM,D,20100331,000000,1.3412000,1.3516000,1.3412000,1.3496000,14043000
EURUSD000TOM,D,20100401,000000,1.3481000,1.3510000,1.3473000,1.3473000,4965000
EURUSD000TOM,D,20100402,000000,1.3561000,1.3561000,1.3522000,1.3522000,13669000
EURUSD000TOM,D,20100405,000000,1.3500000,1.3500000,1.3469000,1.3484000,639000
EURUSD000TOM,D,20100406,000000,1.3423000,1.3435000,1.3361000,1.3361000,3813000
EURUSD000TOM,D,20100407,000000,1.3367000,1.3399000,1.3334000,1.3342000,12475000
EURUSD000TOM,D,20100408,000000,1.3321000,1.3326000,1.3295000,1.3326000,12749000
EURUSD000TOM,D,20100409,000000,1.3359000,1.3415000,1.3359000,1.3374000,4575000
EURUSD000TOM,D,20100412,000000,1.3661000,1.3661000,1.3572000,1.3583000,8536000
EURUSD000TOM,D,20100413,000000,1.3600000,1.3616000,1.3558000,1.3616000,6340000
EURUSD000TOM,D,20100414,000000,1.3646000,1.3655000,1.3600000,1.3634000,15926000
EURUSD000TOM,D,20100415,000000,1.3640000,1.3640000,1.3533000,1.3555000,30482000
EURUSD000TOM,D,20100416,000000,1.3528000,1.3555000,1.3511000,1.3513000,9633000
EURUSD000TOM,D,20100419,000000,1.3440000,1.3462000,1.3426000,1.3427000,16691000
EURUSD000TOM,D,20100420,000000,1.3459000,1.3514000,1.3456000,1.3475000,16059000
EURUSD000TOM,D,20100421,000000,1.3432000,1.3443000,1.3365000,1.3392000,13979000
EURUSD000TOM,D,20100422,000000,1.3400000,1.3413000,1.3323000,1.3326000,5209000
EURUSD000TOM,D,20100423,000000,1.3224000,1.3337000,1.3224000,1.3290000,29698000
EURUSD000TOM,D,20100426,000000,1.3350000,1.3380000,1.3300000,1.3342000,3880000
EURUSD000TOM,D,20100427,000000,1.3379000,1.3379000,1.3292000,1.3292000,4692000
EURUSD000TOM,D,20100428,000000,1.3188000,1.3250000,1.3150000,1.3247000,35600000
EURUSD000TOM,D,20100429,000000,1.3205000,1.3271000,1.3197000,1.3251000,37467000
EURUSD000TOM,D,20100430,000000,1.3266000,1.3331000,1.3266000,1.3329000,5303000
EURUSD000TOM,D,20100504,000000,1.3185000,1.3185000,1.3070000,1.3070000,9070000
EURUSD000TOM,D,20100505,000000,1.2967000,1.2985000,1.2864000,1.2864000,9224000
EURUSD000TOM,D,20100506,000000,1.2774000,1.2817000,1.2700000,1.2700000,19802000
EURUSD000TOM,D,20100507,000000,1.2685000,1.2796000,1.2640000,1.2700000,11574000
EURUSD000TOM,D,20100511,000000,1.2698000,1.2753000,1.2675000,1.2700000,6127000
EURUSD000TOM,D,20100512,000000,1.2626000,1.2735000,1.2626000,1.2677000,20690000
EURUSD000TOM,D,20100513,000000,1.2674000,1.2678000,1.2555000,1.2567000,24671000
EURUSD000TOM,D,20100514,000000,1.2527000,1.2571000,1.2440000,1.2528000,44619000
EURUSD000TOM,D,20100517,000000,1.2305000,1.2360000,1.2258000,1.2338000,12870000
EURUSD000TOM,D,20100518,000000,1.2377000,1.2445000,1.2372000,1.2410000,21103000
EURUSD000TOM,D,20100519,000000,1.2182000,1.2309000,1.2166000,1.2309000,33023000
EURUSD000TOM,D,20100520,000000,1.2339000,1.2426000,1.2315000,1.2361000,18802000
EURUSD000TOM,D,20100521,000000,1.2590000,1.2590000,1.2472000,1.2571000,12948000
EURUSD000TOM,D,20100524,000000,1.2512000,1.2515000,1.2360000,1.2381000,8392000
EURUSD000TOM,D,20100525,000000,1.2284000,1.2287000,1.2191000,1.2198000,7195000
EURUSD000TOM,D,20100526,000000,1.2282000,1.2341000,1.2267000,1.2268000,17343000
EURUSD000TOM,D,20100527,000000,1.2282000,1.2332000,1.2228000,1.2251000,47894000
EURUSD000TOM,D,20100528,000000,1.2315000,1.2446000,1.2315000,1.2370000,27714000
EURUSD000TOM,D,20100531,000000,1.2312000,1.2321000,1.2292000,1.2320000,5511000
EURUSD000TOM,D,20100601,000000,1.2264000,1.2264000,1.2125000,1.2171000,11537000
EURUSD000TOM,D,20100602,000000,1.2228000,1.2272000,1.2190000,1.2200000,20558000
EURUSD000TOM,D,20100603,000000,1.2309000,1.2319000,1.2245000,1.2252000,22636000
EURUSD000TOM,D,20100604,000000,1.2181000,1.2212000,1.2040000,1.2058000,37093000
EURUSD000TOM,D,20100607,000000,1.1923000,1.1972000,1.1922000,1.1954000,4886000
EURUSD000TOM,D,20100608,000000,1.1968000,1.1968000,1.1906000,1.1933000,8763000
EURUSD000TOM,D,20100609,000000,1.1965000,1.2028000,1.1944000,1.2028000,26704000
EURUSD000TOM,D,20100610,000000,1.2055000,1.2086000,1.2013000,1.2071000,21674000
EURUSD000TOM,D,20100611,000000,1.2115000,1.2151000,1.2098000,1.2111000,18902000
EURUSD000TOM,D,20100615,000000,1.2185000,1.2268000,1.2173000,1.2266000,20152000
EURUSD000TOM,D,20100616,000000,1.2349000,1.2349000,1.2257000,1.2281000,8988000
EURUSD000TOM,D,20100617,000000,1.2275000,1.2386000,1.2267000,1.2379000,2113000
EURUSD000TOM,D,20100618,000000,1.2393000,1.2399000,1.2360000,1.2370000,25129000
