<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
USD000UTSTOM,D,20140404,000000,35.5255000,35.5405000,35.2175000,35.3000000,4364823000
USD000UTSTOM,D,20140407,000000,35.3645000,35.7645000,35.3600000,35.6420000,5260430000
USD000UTSTOM,D,20140408,000000,35.5700000,35.7600000,35.3600000,35.6805000,7209519000
USD000UTSTOM,D,20140409,000000,35.6820000,35.8460000,35.3715000,35.6420000,4484822000
USD000UTSTOM,D,20140410,000000,35.5395000,35.6500000,35.4155000,35.5700000,3524803000
USD000UTSTOM,D,20140411,000000,35.7115000,35.7500000,35.5570000,35.6450000,4051380000
USD000UTSTOM,D,20140414,000000,35.9375000,36.0350000,35.7875000,35.9845000,5418753000
USD000UTSTOM,D,20140415,000000,36.0105000,36.2155000,35.9275000,36.1925000,4784955000
USD000UTSTOM,D,20140416,000000,36.1135000,36.1275000,35.9480000,35.9885000,3776952000
USD000UTSTOM,D,20140417,000000,35.9745000,35.9745000,35.4400000,35.4600000,4769777000
USD000UTSTOM,D,20140418,000000,35.4495000,35.6340000,35.4220000,35.6105000,2450271000
USD000UTSTOM,D,20140421,000000,35.6540000,35.7400000,35.5900000,35.7265000,2202592000
USD000UTSTOM,D,20140422,000000,35.7250000,35.7700000,35.6290000,35.6990000,3185567000
USD000UTSTOM,D,20140423,000000,35.7085000,35.7345000,35.6025000,35.6755000,3576952000
USD000UTSTOM,D,20140424,000000,35.6795000,35.8140000,35.6320000,35.7720000,5161510000
USD000UTSTOM,D,20140425,000000,35.8885000,36.0800000,35.8260000,36.0285000,5408275000
USD000UTSTOM,D,20140428,000000,36.0985000,36.1000000,35.7495000,35.8210000,4353636000
USD000UTSTOM,D,20140429,000000,35.7510000,35.7550000,35.5200000,35.6020000,4553819000
USD000UTSTOM,D,20140430,000000,35.6860000,35.7645000,35.5905000,35.6300000,3015636000
USD000UTSTOM,D,20140502,000000,35.7390000,35.8800000,35.6890000,35.8735000,394786000
USD000UTSTOM,D,20140505,000000,35.8855000,35.8860000,35.6820000,35.7195000,1957951000
USD000UTSTOM,D,20140506,000000,35.6685000,35.6875000,35.3635000,35.4100000,3569775000
USD000UTSTOM,D,20140507,000000,35.4585000,35.5500000,34.8875000,34.9295000,5081321000
USD000UTSTOM,D,20140508,000000,34.9810000,35.1745000,34.7435000,35.0400000,4983059000
USD000UTSTOM,D,20140512,000000,35.2480000,35.2975000,34.9690000,35.0425000,3751788000
USD000UTSTOM,D,20140513,000000,34.9840000,34.9840000,34.7605000,34.8525000,4817873000
USD000UTSTOM,D,20140514,000000,34.7585000,34.7805000,34.6000000,34.7200000,5993491000
USD000UTSTOM,D,20140515,000000,34.7310000,34.7925000,34.5975000,34.7500000,4631669000
USD000UTSTOM,D,20140516,000000,34.7850000,34.8490000,34.6800000,34.7700000,3059049000
USD000UTSTOM,D,20140519,000000,34.7775000,34.7775000,34.4620000,34.5655000,4401253000
USD000UTSTOM,D,20140520,000000,34.5405000,34.6580000,34.4930000,34.5215000,4338707000
USD000UTSTOM,D,20140521,000000,34.5495000,34.5845000,34.3310000,34.3450000,3826610000
USD000UTSTOM,D,20140522,000000,34.3455000,34.3555000,34.2245000,34.3195000,4723812000
USD000UTSTOM,D,20140523,000000,34.3260000,34.3490000,34.0650000,34.1700000,4182594000
USD000UTSTOM,D,20140526,000000,34.0375000,34.2115000,34.0250000,34.2035000,3253227000
USD000UTSTOM,D,20140527,000000,34.1500000,34.4635000,34.1430000,34.4060000,4942457000
USD000UTSTOM,D,20140528,000000,34.4200000,34.5915000,34.4200000,34.5615000,4042987000
USD000UTSTOM,D,20140529,000000,34.5805000,34.7190000,34.5295000,34.6580000,4471833000
USD000UTSTOM,D,20140530,000000,34.6400000,34.9360000,34.6400000,34.8945000,3397577000
USD000UTSTOM,D,20140602,000000,34.9060000,34.9750000,34.8415000,34.9300000,2770818000
USD000UTSTOM,D,20140603,000000,34.9945000,35.0800000,34.9775000,35.0695000,2755051000
USD000UTSTOM,D,20140604,000000,35.1100000,35.2500000,34.9700000,34.9995000,3592982000
USD000UTSTOM,D,20140605,000000,34.9620000,35.0085000,34.6700000,34.7415000,4359558000
USD000UTSTOM,D,20140606,000000,34.6965000,34.7600000,34.3795000,34.4180000,3548584000
USD000UTSTOM,D,20140609,000000,34.4000000,34.4200000,34.2540000,34.3400000,3283538000
USD000UTSTOM,D,20140610,000000,34.3100000,34.4325000,34.2600000,34.3650000,3239859000
USD000UTSTOM,D,20140611,000000,34.3575000,34.4505000,34.2825000,34.3790000,3942628000
USD000UTSTOM,D,20140613,000000,34.3330000,34.4940000,34.3290000,34.4520000,316720000
USD000UTSTOM,D,20140616,000000,34.4700000,34.6800000,34.4450000,34.6385000,5341270000
USD000UTSTOM,D,20140617,000000,34.7265000,34.8935000,34.7100000,34.8265000,4972052000
USD000UTSTOM,D,20140618,000000,34.8290000,34.8685000,34.4025000,34.4200000,4272727000
USD000UTSTOM,D,20140619,000000,34.3925000,34.4315000,34.1525000,34.3960000,4788708000
USD000UTSTOM,D,20140620,000000,34.4575000,34.5360000,34.3220000,34.4790000,3679656000
USD000UTSTOM,D,20140623,000000,34.4185000,34.4190000,34.1100000,34.1270000,3045311000
USD000UTSTOM,D,20140624,000000,34.0650000,34.0990000,33.6305000,33.8175000,7440989000
USD000UTSTOM,D,20140625,000000,33.8405000,33.9555000,33.6435000,33.7455000,4741387000
USD000UTSTOM,D,20140626,000000,33.7280000,33.8125000,33.6455000,33.7200000,4102113000
USD000UTSTOM,D,20140627,000000,33.6840000,33.7575000,33.5450000,33.7380000,4224536000
USD000UTSTOM,D,20140630,000000,33.7470000,34.0640000,33.7330000,33.9825000,4353585000
USD000UTSTOM,D,20140701,000000,34.1510000,34.3700000,34.1505000,34.3400000,3788673000
USD000UTSTOM,D,20140702,000000,34.3530000,34.3620000,34.1525000,34.2810000,2922987000
USD000UTSTOM,D,20140703,000000,34.2330000,34.4150000,34.1370000,34.2840000,3291740000
USD000UTSTOM,D,20140704,000000,34.3125000,34.5000000,34.2800000,34.4200000,2117677000
USD000UTSTOM,D,20140707,000000,34.4715000,34.6290000,34.4000000,34.4550000,3084132000
USD000UTSTOM,D,20140708,000000,34.5055000,34.5285000,34.1950000,34.2300000,3399066000
USD000UTSTOM,D,20140709,000000,34.2060000,34.2095000,33.9125000,33.9125000,3515872000
USD000UTSTOM,D,20140710,000000,33.8735000,34.1705000,33.7860000,33.9500000,6028553000
USD000UTSTOM,D,20140711,000000,34.0400000,34.2275000,33.9925000,34.2055000,2984859000
USD000UTSTOM,D,20140714,000000,34.3320000,34.3645000,34.2100000,34.3275000,2735613000
USD000UTSTOM,D,20140715,000000,34.3965000,34.4200000,34.2800000,34.3945000,2748876000
USD000UTSTOM,D,20140716,000000,34.4245000,34.4710000,34.3210000,34.3875000,2773014000
USD000UTSTOM,D,20140717,000000,34.7535000,35.2265000,34.6500000,35.1820000,5801675000
USD000UTSTOM,D,20140718,000000,35.2520000,35.2625000,34.9700000,35.1425000,5047780000
USD000UTSTOM,D,20140721,000000,35.1900000,35.2240000,35.0285000,35.1900000,4063822000
USD000UTSTOM,D,20140722,000000,35.0610000,35.1000000,34.8500000,34.9960000,4626737000
USD000UTSTOM,D,20140723,000000,34.8960000,34.9105000,34.7550000,34.8995000,4191244000
USD000UTSTOM,D,20140724,000000,35.0035000,35.1550000,34.8965000,35.0435000,4437683000
USD000UTSTOM,D,20140725,000000,35.1100000,35.1500000,35.0075000,35.1300000,3956613000
USD000UTSTOM,D,20140728,000000,35.3160000,35.5995000,35.2800000,35.5425000,3701733000
USD000UTSTOM,D,20140729,000000,35.6845000,35.8045000,35.4510000,35.8045000,4122914000
USD000UTSTOM,D,20140730,000000,35.8700000,35.9410000,35.4940000,35.5860000,4942860000
USD000UTSTOM,D,20140731,000000,35.5170000,35.7485000,35.3855000,35.7485000,3819879000
USD000UTSTOM,D,20140801,000000,35.7580000,35.8445000,35.6725000,35.7495000,2428542000
USD000UTSTOM,D,20140804,000000,35.6495000,35.8525000,35.6200000,35.7830000,2431828000
USD000UTSTOM,D,20140805,000000,35.7220000,36.0955000,35.7220000,36.0785000,2993449000
USD000UTSTOM,D,20140806,000000,36.1295000,36.2925000,36.0580000,36.1890000,3968517000
USD000UTSTOM,D,20140807,000000,36.2010000,36.4210000,36.1895000,36.2700000,3702327000
USD000UTSTOM,D,20140808,000000,36.4485000,36.5470000,36.1100000,36.1205000,4328605000
USD000UTSTOM,D,20140811,000000,36.1010000,36.1870000,35.9100000,35.9290000,4342066000
USD000UTSTOM,D,20140812,000000,35.9995000,36.2100000,35.9930000,36.1800000,4021784000
USD000UTSTOM,D,20140813,000000,36.2785000,36.2900000,35.9830000,36.0005000,4586662000
USD000UTSTOM,D,20140814,000000,36.0595000,36.0960000,35.8165000,36.0360000,3874801000
USD000UTSTOM,D,20140815,000000,36.0295000,36.3035000,35.8900000,36.1310000,4301200000
USD000UTSTOM,D,20140818,000000,35.9800000,36.1150000,35.9415000,36.0595000,3034535000
USD000UTSTOM,D,20140819,000000,36.0100000,36.2125000,36.0090000,36.1850000,3046039000
USD000UTSTOM,D,20140820,000000,36.1880000,36.3775000,36.1855000,36.3005000,3543551000
USD000UTSTOM,D,20140821,000000,36.3840000,36.3870000,36.0020000,36.0240000,4033140000
USD000UTSTOM,D,20140822,000000,36.0000000,36.3700000,35.9400000,36.1100000,4883742000
USD000UTSTOM,D,20140825,000000,36.1045000,36.2220000,36.0895000,36.0950000,2211904000
USD000UTSTOM,D,20140826,000000,36.1100000,36.2110000,36.0380000,36.1005000,3179532000
USD000UTSTOM,D,20140827,000000,36.0835000,36.2000000,35.9970000,36.1720000,4448847000
USD000UTSTOM,D,20140828,000000,36.2100000,36.8965000,36.2100000,36.7500000,7299401000
USD000UTSTOM,D,20140829,000000,36.8485000,37.2170000,36.8135000,37.1235000,4213606000
USD000UTSTOM,D,20140901,000000,37.1995000,37.5100000,37.1010000,37.3020000,5084043000
USD000UTSTOM,D,20140902,000000,37.3410000,37.4945000,37.2530000,37.4625000,4073781000
USD000UTSTOM,D,20140903,000000,37.3835000,37.4160000,36.6690000,36.8630000,8290272000
USD000UTSTOM,D,20140904,000000,36.8400000,37.0900000,36.6810000,37.0075000,6147439000
USD000UTSTOM,D,20140905,000000,36.9620000,37.2135000,36.6600000,36.9200000,4562764000
USD000UTSTOM,D,20140908,000000,37.1090000,37.1595000,36.8600000,37.0695000,3251250000
USD000UTSTOM,D,20140909,000000,37.0635000,37.1810000,36.9495000,37.1115000,3129588000
USD000UTSTOM,D,20140910,000000,37.1465000,37.4675000,37.1195000,37.2900000,3655891000
USD000UTSTOM,D,20140911,000000,37.3505000,37.6205000,37.3000000,37.5095000,4283456000
USD000UTSTOM,D,20140912,000000,37.5515000,37.9700000,37.5510000,37.7850000,3671142000
USD000UTSTOM,D,20140915,000000,37.8900000,38.5000000,37.8495000,38.3850000,4530519000
USD000UTSTOM,D,20140916,000000,38.4775000,38.9300000,38.2005000,38.3300000,6781009000
USD000UTSTOM,D,20140917,000000,38.6045000,38.6045000,38.2255000,38.4190000,5150078000
USD000UTSTOM,D,20140918,000000,38.5855000,38.5900000,38.3000000,38.4780000,3721470000
USD000UTSTOM,D,20140919,000000,38.4685000,38.5495000,38.3395000,38.4215000,4684479000
USD000UTSTOM,D,20140922,000000,38.3575000,38.7115000,38.3325000,38.6995000,4146317000
USD000UTSTOM,D,20140923,000000,38.6500000,38.7855000,38.4900000,38.6160000,3250499000
USD000UTSTOM,D,20140924,000000,38.5275000,38.5605000,38.1390000,38.1500000,6539504000
USD000UTSTOM,D,20140925,000000,38.2000000,38.5400000,38.1705000,38.4915000,5731944000
USD000UTSTOM,D,20140926,000000,38.6200000,39.1920000,38.5975000,39.1765000,5883771000
USD000UTSTOM,D,20140929,000000,39.2720000,39.5925000,39.2160000,39.4395000,5384020000
USD000UTSTOM,D,20140930,000000,39.4420000,39.8900000,39.2900000,39.5925000,5836541000
USD000UTSTOM,D,20141001,000000,39.6965000,39.7410000,39.3590000,39.7000000,3850188000
USD000UTSTOM,D,20141002,000000,39.5000000,39.6900000,39.4200000,39.5610000,3257185000
USD000UTSTOM,D,20141003,000000,39.5945000,39.9660000,39.5940000,39.9570000,4695938000
USD000UTSTOM,D,20141006,000000,39.9985000,40.0535000,39.7100000,39.7300000,3390047000
USD000UTSTOM,D,20141007,000000,39.6485000,39.9795000,39.6485000,39.9040000,4484089000
USD000UTSTOM,D,20141008,000000,39.9855000,40.1525000,39.9140000,40.0000000,4940730000
USD000UTSTOM,D,20141009,000000,39.9420000,40.1475000,39.7980000,40.1475000,5229555000
USD000UTSTOM,D,20141010,000000,40.1625000,40.4600000,40.1205000,40.3250000,5914977000
USD000UTSTOM,D,20141013,000000,40.2445000,40.5500000,40.1980000,40.4925000,3132097000
USD000UTSTOM,D,20141014,000000,40.4910000,40.9560000,40.4300000,40.9200000,6219849000
USD000UTSTOM,D,20141015,000000,40.9315000,41.0475000,40.4400000,40.4505000,8021193000
USD000UTSTOM,D,20141016,000000,40.6500000,41.1400000,40.6405000,40.8690000,7320104000
USD000UTSTOM,D,20141017,000000,40.8775000,41.1500000,40.5685000,40.7525000,5337368000
USD000UTSTOM,D,20141020,000000,40.8600000,41.1015000,40.7790000,41.0375000,5687323000
USD000UTSTOM,D,20141021,000000,41.0755000,41.1300000,40.8800000,40.9640000,3151772000
USD000UTSTOM,D,20141022,000000,40.9455000,41.4200000,40.8660000,41.4195000,4836240000
USD000UTSTOM,D,20141023,000000,41.4295000,41.8080000,41.3850000,41.7150000,7262815000
USD000UTSTOM,D,20141024,000000,41.7525000,42.0100000,41.7080000,41.9060000,6635621000
USD000UTSTOM,D,20141027,000000,41.7615000,42.3000000,41.7615000,42.2800000,7026301000
USD000UTSTOM,D,20141028,000000,42.3075000,42.5995000,42.3000000,42.4680000,8012010000
USD000UTSTOM,D,20141029,000000,42.6295000,43.2335000,42.5500000,43.2000000,8079060000
USD000UTSTOM,D,20141030,000000,43.4500000,43.6600000,41.0005000,41.6445000,12188419000
USD000UTSTOM,D,20141031,000000,41.8425000,43.1290000,41.5005000,43.0340000,7929025000
USD000UTSTOM,D,20141103,000000,43.1500000,43.6370000,43.1300000,43.6080000,415979000
USD000UTSTOM,D,20141105,000000,43.9920000,45.0195000,43.9375000,44.9500000,7553966000
USD000UTSTOM,D,20141106,000000,44.9840000,46.8675000,44.8000000,46.8675000,7168319000
USD000UTSTOM,D,20141107,000000,47.6250000,48.6495000,45.6805000,46.6500000,8310944000
USD000UTSTOM,D,20141110,000000,46.4820000,46.5500000,44.9565000,45.8525000,6121885000
USD000UTSTOM,D,20141111,000000,45.7500000,47.0500000,45.6900000,46.3515000,4330124000
USD000UTSTOM,D,20141112,000000,46.2945000,46.5000000,45.5000000,45.9615000,3888963000
USD000UTSTOM,D,20141113,000000,46.1215000,46.8200000,45.7640000,46.8200000,3952521000
USD000UTSTOM,D,20141114,000000,46.8420000,47.8450000,46.8245000,47.1735000,4415287000
USD000UTSTOM,D,20141117,000000,47.0650000,47.5335000,47.0500000,47.1045000,3463635000
USD000UTSTOM,D,20141118,000000,47.1300000,47.2400000,46.5770000,46.9025000,3623290000
USD000UTSTOM,D,20141119,000000,46.9955000,47.1510000,46.6500000,46.8610000,3341636000
USD000UTSTOM,D,20141120,000000,46.7745000,46.8545000,46.1250000,46.1520000,3877210000
USD000UTSTOM,D,20141121,000000,46.0490000,46.0500000,45.3185000,45.7140000,5726051000
USD000UTSTOM,D,20141124,000000,45.5715000,45.8625000,44.3450000,44.9970000,6882782000
USD000UTSTOM,D,20141125,000000,44.8780000,46.2630000,44.6175000,46.2630000,5726845000
USD000UTSTOM,D,20141126,000000,46.3850000,47.3880000,46.2100000,47.3880000,4687085000
USD000UTSTOM,D,20141127,000000,47.6040000,48.6550000,46.6930000,48.6550000,5859102000
USD000UTSTOM,D,20141128,000000,49.0880000,50.4085000,49.0000000,50.4085000,4925913000
USD000UTSTOM,D,20141201,000000,51.0600000,53.9500000,50.9470000,51.2200000,7905057000
USD000UTSTOM,D,20141202,000000,50.9240000,54.3990000,50.3005000,53.8500000,6626921000
USD000UTSTOM,D,20141203,000000,53.7445000,54.9090000,52.5505000,53.1905000,7055663000
USD000UTSTOM,D,20141204,000000,52.4005000,54.5000000,52.0200000,54.2900000,4710438000
USD000UTSTOM,D,20141205,000000,54.2905000,54.4675000,52.4225000,52.5100000,5160256000
USD000UTSTOM,D,20141208,000000,52.8610000,53.9025000,52.8580000,53.7450000,3616425000
USD000UTSTOM,D,20141209,000000,54.0120000,54.3555000,53.9000000,54.0490000,3100536000
USD000UTSTOM,D,20141210,000000,54.1995000,54.8800000,54.0715000,54.8500000,3315639000
USD000UTSTOM,D,20141211,000000,54.8610000,56.7000000,54.5660000,56.4400000,4485562000
USD000UTSTOM,D,20141212,000000,56.5405000,58.5260000,55.9355000,58.1800000,6618063000
USD000UTSTOM,D,20141215,000000,58.1595000,64.4455000,57.5045000,64.4455000,7517094000
USD000UTSTOM,D,20141216,000000,59.5475000,80.1000000,58.1510000,67.5000000,5918626000
USD000UTSTOM,D,20141217,000000,68.2000000,72.7000000,59.5500000,60.2205000,5582095000
USD000UTSTOM,D,20141218,000000,59.5105000,63.8825000,58.1500000,61.5000000,5488466000
USD000UTSTOM,D,20141219,000000,62.6115000,62.9000000,58.5000000,58.5500000,4067889000
USD000UTSTOM,D,20141222,000000,58.8580000,58.8580000,54.1090000,55.8000000,4023135000
USD000UTSTOM,D,20141223,000000,56.1000000,56.2995000,52.8775000,54.5035000,4169093000
USD000UTSTOM,D,20141224,000000,54.0015000,55.4995000,53.4000000,53.4400000,3138444000
USD000UTSTOM,D,20141225,000000,53.0520000,53.7800000,51.8500000,52.5515000,2309658000
USD000UTSTOM,D,20141226,000000,52.8000000,55.5050000,51.6670000,54.0040000,2880349000
USD000UTSTOM,D,20141229,000000,54.6740000,59.0050000,54.6015000,58.3220000,5015306000
USD000UTSTOM,D,20141230,000000,59.3000000,59.4000000,54.8000000,56.0000000,4426788000
USD000UTSTOM,D,20150105,000000,59.1885000,61.1900000,57.5160000,60.8500000,599001000
USD000UTSTOM,D,20150106,000000,60.3995000,64.1650000,60.1045000,63.2400000,1023300000
USD000UTSTOM,D,20150108,000000,63.2895000,63.2895000,59.4650000,60.3010000,783073000
USD000UTSTOM,D,20150109,000000,60.1805000,62.1500000,59.5000000,61.5500000,654867000
USD000UTSTOM,D,20150112,000000,62.0005000,63.4540000,62.0005000,63.1700000,2591977000
USD000UTSTOM,D,20150113,000000,63.9365000,66.4900000,63.9365000,65.2500000,3885323000
USD000UTSTOM,D,20150114,000000,66.0000000,66.6910000,64.7000000,64.7730000,3240944000
USD000UTSTOM,D,20150115,000000,64.3000000,66.1265000,63.0945000,65.2900000,3884279000
USD000UTSTOM,D,20150116,000000,65.1500000,65.5490000,64.7500000,65.1985000,2169697000
USD000UTSTOM,D,20150119,000000,65.3995000,65.5000000,64.1160000,65.0200000,2064841000
USD000UTSTOM,D,20150120,000000,64.9965000,65.7420000,64.8410000,65.2000000,2182460000
USD000UTSTOM,D,20150121,000000,65.1245000,66.0715000,65.0000000,65.3500000,2914534000
USD000UTSTOM,D,20150122,000000,65.3150000,65.5920000,64.1200000,64.1200000,2980849000
USD000UTSTOM,D,20150123,000000,63.7515000,64.7300000,62.9145000,64.2395000,3516655000
USD000UTSTOM,D,20150126,000000,64.5960000,69.2995000,64.5960000,68.7990000,3296996000
USD000UTSTOM,D,20150127,000000,68.2420000,68.4995000,66.3700000,66.8200000,3475665000
USD000UTSTOM,D,20150128,000000,66.8995000,68.0500000,66.5525000,68.0345000,3178244000
USD000UTSTOM,D,20150129,000000,68.3175000,69.4390000,68.1585000,68.7300000,3476232000
