<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
USD000000TOD,1,20160113,134300,76.3130000,76.3270000,76.3120000,76.3120000,265000
USD000000TOD,1,20160113,134400,76.3230000,76.3230000,76.2930000,76.3090000,1709000
USD000000TOD,1,20160113,134500,76.3060000,76.3190000,76.3060000,76.3070000,1138000
USD000000TOD,1,20160113,134600,76.2820000,76.3030000,76.2750000,76.2920000,1115000
USD000000TOD,1,20160113,134700,76.3020000,76.3200000,76.3000000,76.3200000,906000
USD000000TOD,1,20160113,134800,76.3180000,76.3310000,76.3020000,76.3310000,1188000
USD000000TOD,1,20160113,134900,76.3190000,76.3350000,76.3140000,76.3140000,3358000
USD000000TOD,1,20160113,135000,76.3140000,76.3300000,76.3140000,76.3150000,830000
USD000000TOD,1,20160113,135100,76.3300000,76.3300000,76.3030000,76.3030000,824000
USD000000TOD,1,20160113,135200,76.3020000,76.3250000,76.3020000,76.3130000,1635000
USD000000TOD,1,20160113,135300,76.3150000,76.3150000,76.3000000,76.3110000,258000
USD000000TOD,1,20160113,135500,76.3100000,76.3200000,76.3010000,76.3060000,542000
USD000000TOD,1,20160113,135600,76.3060000,76.3240000,76.3000000,76.3240000,567000
USD000000TOD,1,20160113,135700,76.3150000,76.3270000,76.3120000,76.3120000,116000
USD000000TOD,1,20160113,135800,76.3390000,76.3390000,76.3150000,76.3150000,55000
USD000000TOD,1,20160113,135900,76.3230000,76.3300000,76.3100000,76.3170000,936000
USD000000TOD,1,20160113,140000,76.3220000,76.3280000,76.3000000,76.3230000,1765000
USD000000TOD,1,20160113,140100,76.3040000,76.3240000,76.3030000,76.3240000,178000
USD000000TOD,1,20160113,140200,76.3100000,76.3190000,76.2720000,76.3060000,1941000
USD000000TOD,1,20160113,140300,76.2830000,76.3150000,76.2830000,76.3150000,397000
USD000000TOD,1,20160113,140400,76.3200000,76.3460000,76.3200000,76.3430000,3561000
USD000000TOD,1,20160113,140500,76.3490000,76.3540000,76.3270000,76.3420000,587000
USD000000TOD,1,20160113,140600,76.3380000,76.3440000,76.3380000,76.3440000,5000
USD000000TOD,1,20160113,140700,76.3460000,76.3590000,76.3420000,76.3420000,1622000
USD000000TOD,1,20160113,140800,76.3490000,76.3550000,76.3390000,76.3550000,1945000
USD000000TOD,1,20160113,140900,76.3500000,76.3500000,76.3380000,76.3380000,304000
USD000000TOD,1,20160113,141000,76.3440000,76.3460000,76.3300000,76.3380000,942000
USD000000TOD,1,20160113,141100,76.3400000,76.3580000,76.3230000,76.3330000,5504000
USD000000TOD,1,20160113,141200,76.3210000,76.3210000,76.3100000,76.3100000,2335000
USD000000TOD,1,20160113,141300,76.3220000,76.3220000,76.2930000,76.3090000,1544000
USD000000TOD,1,20160113,141400,76.3150000,76.3150000,76.2930000,76.3100000,344000
USD000000TOD,1,20160113,141500,76.3010000,76.3150000,76.3010000,76.3050000,410000
USD000000TOD,1,20160113,141600,76.3240000,76.3310000,76.3050000,76.3050000,373000
USD000000TOD,1,20160113,141700,76.3060000,76.3100000,76.3010000,76.3100000,360000
USD000000TOD,1,20160113,141800,76.3180000,76.3310000,76.3180000,76.3200000,438000
USD000000TOD,1,20160113,141900,76.3070000,76.3070000,76.2340000,76.2500000,4772000
USD000000TOD,1,20160113,142000,76.2460000,76.2590000,76.2380000,76.2480000,3500000
USD000000TOD,1,20160113,142100,76.2570000,76.2570000,76.2100000,76.2440000,2821000
USD000000TOD,1,20160113,142200,76.2570000,76.2630000,76.2300000,76.2460000,3071000
USD000000TOD,1,20160113,142300,76.2510000,76.2720000,76.2500000,76.2720000,1259000
USD000000TOD,1,20160113,142500,76.2740000,76.2950000,76.2640000,76.2780000,1381000
USD000000TOD,1,20160113,142600,76.2700000,76.2700000,76.2560000,76.2580000,1214000
USD000000TOD,1,20160113,142700,76.2630000,76.2630000,76.2620000,76.2620000,6000
USD000000TOD,1,20160113,142800,76.2790000,76.3020000,76.2700000,76.3020000,702000
USD000000TOD,1,20160113,142900,76.3000000,76.3000000,76.2800000,76.2930000,518000
USD000000TOD,1,20160113,143000,76.2900000,76.3050000,76.2800000,76.3010000,326000
USD000000TOD,1,20160113,143100,76.3020000,76.3050000,76.2930000,76.3050000,2330000
USD000000TOD,1,20160113,143200,76.3080000,76.3500000,76.3040000,76.3410000,1866000
USD000000TOD,1,20160113,143300,76.3550000,76.3850000,76.3550000,76.3850000,2280000
USD000000TOD,1,20160113,143400,76.3840000,76.4100000,76.3830000,76.3900000,1919000
USD000000TOD,1,20160113,143500,76.3910000,76.3910000,76.3180000,76.3570000,1593000
USD000000TOD,1,20160113,143600,76.3690000,76.3740000,76.3590000,76.3600000,301000
USD000000TOD,1,20160113,143700,76.3610000,76.3720000,76.3500000,76.3720000,3017000
USD000000TOD,1,20160113,143800,76.3600000,76.3620000,76.3500000,76.3500000,1735000
USD000000TOD,1,20160113,143900,76.3490000,76.3790000,76.3380000,76.3770000,939000
USD000000TOD,1,20160113,144000,76.3710000,76.3750000,76.3600000,76.3680000,818000
USD000000TOD,1,20160113,144100,76.3600000,76.3680000,76.3560000,76.3660000,393000
USD000000TOD,1,20160113,144200,76.3550000,76.3660000,76.3400000,76.3400000,1139000
USD000000TOD,1,20160113,144300,76.3300000,76.3380000,76.3180000,76.3380000,2438000
USD000000TOD,1,20160113,144400,76.3510000,76.3510000,76.3380000,76.3440000,314000
USD000000TOD,1,20160113,144500,76.3300000,76.3440000,76.3260000,76.3290000,704000
USD000000TOD,1,20160113,144600,76.3440000,76.3700000,76.3440000,76.3610000,2529000
USD000000TOD,1,20160113,144700,76.3550000,76.3720000,76.3550000,76.3700000,2244000
USD000000TOD,1,20160113,144800,76.3520000,76.3600000,76.3500000,76.3600000,362000
USD000000TOD,1,20160113,144900,76.3760000,76.3800000,76.3760000,76.3770000,472000
USD000000TOD,1,20160113,145000,76.3700000,76.3770000,76.3610000,76.3740000,298000
USD000000TOD,1,20160113,145100,76.3610000,76.3750000,76.3550000,76.3730000,340000
USD000000TOD,1,20160113,145200,76.3580000,76.3700000,76.3550000,76.3550000,1350000
USD000000TOD,1,20160113,145300,76.3550000,76.3550000,76.3470000,76.3510000,1222000
USD000000TOD,1,20160113,145400,76.3500000,76.3500000,76.3500000,76.3500000,52000
USD000000TOD,1,20160113,145500,76.3510000,76.3520000,76.3140000,76.3210000,1269000
USD000000TOD,1,20160113,145600,76.3210000,76.3300000,76.3160000,76.3300000,318000
USD000000TOD,1,20160113,145700,76.3400000,76.3410000,76.3400000,76.3400000,63000
USD000000TOD,1,20160113,145800,76.3320000,76.3320000,76.3260000,76.3260000,120000
USD000000TOD,1,20160113,145900,76.3540000,76.3540000,76.3330000,76.3330000,418000
USD000000TOD,1,20160113,150000,76.3490000,76.3590000,76.3460000,76.3540000,703000
USD000000TOD,1,20160113,150100,76.3570000,76.3570000,76.3380000,76.3380000,367000
USD000000TOD,1,20160113,150200,76.3560000,76.3560000,76.3300000,76.3300000,749000
USD000000TOD,1,20160113,150300,76.3400000,76.3560000,76.3400000,76.3540000,1575000
USD000000TOD,1,20160113,150400,76.3500000,76.3590000,76.3460000,76.3460000,637000
USD000000TOD,1,20160113,150500,76.3580000,76.3590000,76.3470000,76.3500000,528000
USD000000TOD,1,20160113,150600,76.3450000,76.3610000,76.3190000,76.3300000,2446000
USD000000TOD,1,20160113,150700,76.3250000,76.3290000,76.3010000,76.3010000,1120000
USD000000TOD,1,20160113,150800,76.3000000,76.3070000,76.2660000,76.3000000,4008000
USD000000TOD,1,20160113,150900,76.2870000,76.3310000,76.2660000,76.3050000,3092000
USD000000TOD,1,20160113,151000,76.3000000,76.3080000,76.2770000,76.2890000,2151000
USD000000TOD,1,20160113,151100,76.2920000,76.3030000,76.2800000,76.3030000,1066000
USD000000TOD,1,20160113,151200,76.3040000,76.3040000,76.2650000,76.2970000,4931000
USD000000TOD,1,20160113,151300,76.2920000,76.2970000,76.2400000,76.2680000,4139000
USD000000TOD,1,20160113,151400,76.2530000,76.2780000,76.2400000,76.2530000,690000
USD000000TOD,1,20160113,151500,76.2560000,76.2600000,76.2400000,76.2500000,3023000
USD000000TOD,1,20160113,151600,76.2500000,76.2710000,76.2400000,76.2600000,2419000
USD000000TOD,1,20160113,151700,76.2670000,76.2670000,76.2600000,76.2600000,1052000
USD000000TOD,1,20160113,151800,76.2600000,76.2790000,76.2600000,76.2650000,767000
USD000000TOD,1,20160113,151900,76.2800000,76.2800000,76.2650000,76.2650000,10000
USD000000TOD,1,20160113,152000,76.2630000,76.2820000,76.2630000,76.2790000,968000
USD000000TOD,1,20160113,152100,76.2690000,76.2700000,76.2570000,76.2700000,212000
USD000000TOD,1,20160113,152200,76.2700000,76.2710000,76.2500000,76.2680000,1106000
USD000000TOD,1,20160113,152300,76.2500000,76.2650000,76.2500000,76.2610000,1523000
USD000000TOD,1,20160113,152400,76.2560000,76.2590000,76.2320000,76.2510000,2493000
USD000000TOD,1,20160113,152500,76.2550000,76.2550000,76.2400000,76.2400000,303000
USD000000TOD,1,20160113,152600,76.2540000,76.2540000,76.2400000,76.2460000,78000
USD000000TOD,1,20160113,152700,76.2480000,76.2500000,76.2350000,76.2500000,636000
USD000000TOD,1,20160113,152800,76.2440000,76.2650000,76.2330000,76.2330000,1155000
USD000000TOD,1,20160113,152900,76.2470000,76.2570000,76.2470000,76.2570000,340000
USD000000TOD,1,20160113,153000,76.2600000,76.2650000,76.2300000,76.2300000,2040000
USD000000TOD,1,20160113,153100,76.2480000,76.2480000,76.1960000,76.2060000,2453000
USD000000TOD,1,20160113,153200,76.2000000,76.2080000,76.1630000,76.1760000,2771000
USD000000TOD,1,20160113,153300,76.1650000,76.1850000,76.1520000,76.1780000,1800000
USD000000TOD,1,20160113,153400,76.1800000,76.1800000,76.1220000,76.1380000,4871000
USD000000TOD,1,20160113,153500,76.1300000,76.1330000,76.1170000,76.1250000,2032000
USD000000TOD,1,20160113,153600,76.1410000,76.1410000,76.0810000,76.0920000,3311000
USD000000TOD,1,20160113,153700,76.1110000,76.1330000,76.1050000,76.1300000,867000
USD000000TOD,1,20160113,153800,76.1200000,76.1340000,76.1100000,76.1330000,820000
USD000000TOD,1,20160113,153900,76.1350000,76.1350000,76.1000000,76.1010000,1216000
USD000000TOD,1,20160113,154000,76.1080000,76.1340000,76.0620000,76.0730000,3196000
USD000000TOD,1,20160113,154100,76.0730000,76.0970000,76.0670000,76.0750000,2717000
USD000000TOD,1,20160113,154200,76.0790000,76.1080000,76.0570000,76.0840000,3117000
USD000000TOD,1,20160113,154300,76.1020000,76.1170000,76.0700000,76.0700000,3148000
USD000000TOD,1,20160113,154400,76.0840000,76.0880000,76.0540000,76.0620000,1197000
USD000000TOD,1,20160113,154500,76.0820000,76.0960000,76.0800000,76.0940000,2489000
USD000000TOD,1,20160113,154600,76.0960000,76.0960000,76.0500000,76.0640000,1179000
USD000000TOD,1,20160113,154700,76.0640000,76.0700000,76.0510000,76.0600000,297000
USD000000TOD,1,20160113,154800,76.0600000,76.0850000,76.0600000,76.0820000,275000
USD000000TOD,1,20160113,154900,76.0850000,76.0890000,76.0700000,76.0740000,683000
USD000000TOD,1,20160113,155000,76.0760000,76.0820000,76.0480000,76.0590000,3143000
USD000000TOD,1,20160113,155100,76.0600000,76.0600000,76.0100000,76.0370000,4718000
USD000000TOD,1,20160113,155200,76.0250000,76.0300000,75.9510000,75.9730000,14246000
USD000000TOD,1,20160113,155300,75.9620000,76.0860000,75.9500000,76.0060000,4848000
USD000000TOD,1,20160113,155400,76.0080000,76.0520000,76.0070000,76.0520000,2854000
USD000000TOD,1,20160113,155500,76.0500000,76.0780000,76.0500000,76.0660000,1620000
USD000000TOD,1,20160113,155600,76.0500000,76.0690000,76.0390000,76.0680000,1791000
USD000000TOD,1,20160113,155700,76.0760000,76.1040000,76.0640000,76.0890000,5418000
USD000000TOD,1,20160113,155800,76.0860000,76.0980000,76.0600000,76.0980000,1674000
USD000000TOD,1,20160113,155900,76.0970000,76.0970000,76.0710000,76.0870000,2939000
USD000000TOD,1,20160113,160000,76.0740000,76.0900000,76.0610000,76.0770000,1324000
USD000000TOD,1,20160113,160100,76.0580000,76.0690000,76.0500000,76.0690000,1613000
USD000000TOD,1,20160113,160200,76.0700000,76.1000000,76.0700000,76.0980000,4985000
USD000000TOD,1,20160113,160300,76.1060000,76.1190000,76.1010000,76.1120000,1280000
USD000000TOD,1,20160113,160400,76.1100000,76.1110000,76.1000000,76.1030000,584000
USD000000TOD,1,20160113,160500,76.1020000,76.1020000,76.0800000,76.0970000,882000
USD000000TOD,1,20160113,160600,76.0900000,76.0910000,76.0860000,76.0860000,535000
USD000000TOD,1,20160113,160700,76.1050000,76.1490000,76.1050000,76.1330000,2004000
USD000000TOD,1,20160113,160800,76.1250000,76.1250000,76.1140000,76.1240000,316000
USD000000TOD,1,20160113,160900,76.1190000,76.1260000,76.1170000,76.1170000,201000
USD000000TOD,1,20160113,161000,76.1210000,76.1250000,76.0700000,76.0700000,779000
USD000000TOD,1,20160113,161100,76.0790000,76.1110000,76.0790000,76.1110000,652000
USD000000TOD,1,20160113,161200,76.1160000,76.1250000,76.1000000,76.1000000,1011000
USD000000TOD,1,20160113,161300,76.1100000,76.1100000,76.0740000,76.0740000,2614000
USD000000TOD,1,20160113,161400,76.0700000,76.0700000,76.0500000,76.0590000,1793000
USD000000TOD,1,20160113,161500,76.0500000,76.0500000,76.0090000,76.0090000,1245000
USD000000TOD,1,20160113,161600,76.0290000,76.0430000,76.0200000,76.0390000,400000
USD000000TOD,1,20160113,161700,76.0390000,76.0390000,75.9500000,75.9710000,3101000
USD000000TOD,1,20160113,161800,75.9850000,76.0070000,75.9850000,76.0000000,3451000
USD000000TOD,1,20160113,161900,75.9830000,75.9900000,75.8900000,75.9680000,15758000
USD000000TOD,1,20160113,162000,75.9330000,75.9680000,75.9330000,75.9530000,1680000
USD000000TOD,1,20160113,162100,75.9400000,76.0180000,75.9400000,75.9860000,4865000
USD000000TOD,1,20160113,162200,76.0000000,76.0000000,75.9500000,75.9710000,1669000
USD000000TOD,1,20160113,162300,75.9700000,75.9700000,75.9320000,75.9510000,1418000
USD000000TOD,1,20160113,162400,75.9580000,75.9920000,75.9580000,75.9870000,2684000
USD000000TOD,1,20160113,162500,75.9810000,75.9940000,75.9700000,75.9700000,136000
USD000000TOD,1,20160113,162600,75.9670000,75.9840000,75.9630000,75.9770000,454000
USD000000TOD,1,20160113,162700,75.9770000,75.9770000,75.9150000,75.9170000,1598000
USD000000TOD,1,20160113,162800,75.9320000,75.9560000,75.9300000,75.9360000,271000
USD000000TOD,1,20160113,162900,75.9540000,75.9660000,75.9140000,75.9630000,1929000
USD000000TOD,1,20160113,163000,75.9500000,75.9540000,75.9320000,75.9320000,646000
USD000000TOD,1,20160113,163100,75.9220000,75.9220000,75.8370000,75.8630000,18985000
USD000000TOD,1,20160113,163200,75.8600000,75.8670000,75.8000000,75.8280000,6441000
USD000000TOD,1,20160113,163300,75.8280000,75.8700000,75.8100000,75.8500000,1310000
USD000000TOD,1,20160113,163400,75.8320000,75.8860000,75.8200000,75.8200000,1647000
USD000000TOD,1,20160113,163500,75.8230000,75.8250000,75.7980000,75.8100000,2476000
USD000000TOD,1,20160113,163600,75.8020000,75.8100000,75.7540000,75.7550000,4243000
USD000000TOD,1,20160113,163700,75.7710000,75.7870000,75.7450000,75.7460000,1870000
USD000000TOD,1,20160113,163800,75.7440000,75.7610000,75.7150000,75.7150000,759000
USD000000TOD,1,20160113,163900,75.7150000,75.9780000,75.7150000,75.9650000,6474000
USD000000TOD,1,20160113,164000,75.9350000,75.9560000,75.8650000,75.9400000,2863000
USD000000TOD,1,20160113,164100,75.9510000,75.9850000,75.9300000,75.9500000,1867000
USD000000TOD,1,20160113,164200,75.9680000,76.0370000,75.9680000,75.9700000,1749000
USD000000TOD,1,20160113,164300,75.9780000,75.9780000,75.9560000,75.9630000,274000
USD000000TOD,1,20160113,164400,75.9800000,76.0000000,75.9800000,76.0000000,1011000
USD000000TOD,1,20160113,164500,76.0000000,76.0000000,75.9730000,75.9820000,632000
USD000000TOD,1,20160113,164600,75.9770000,75.9930000,75.9700000,75.9710000,373000
USD000000TOD,1,20160113,164700,75.9780000,75.9780000,75.9240000,75.9240000,1909000
USD000000TOD,1,20160113,164800,75.9400000,75.9830000,75.9310000,75.9700000,2190000
USD000000TOD,1,20160113,164900,75.9790000,76.1100000,75.9730000,76.0720000,12080000
USD000000TOD,1,20160113,165000,76.0920000,76.1210000,76.0560000,76.0760000,3656000
USD000000TOD,1,20160113,165100,76.0840000,76.1200000,76.0680000,76.1150000,984000
USD000000TOD,1,20160113,165200,76.1120000,76.1500000,76.1060000,76.1390000,4034000
USD000000TOD,1,20160113,165300,76.1490000,76.1640000,76.1250000,76.1640000,959000
USD000000TOD,1,20160113,165400,76.1750000,76.1750000,76.1400000,76.1530000,1706000
USD000000TOD,1,20160113,165500,76.1580000,76.1580000,76.1350000,76.1410000,697000
USD000000TOD,1,20160113,165600,76.1360000,76.1390000,76.1000000,76.1060000,2851000
USD000000TOD,1,20160113,165700,76.1180000,76.1190000,76.1010000,76.1010000,241000
USD000000TOD,1,20160113,165800,76.1010000,76.1010000,76.0840000,76.0860000,759000
USD000000TOD,1,20160113,165900,76.0800000,76.1100000,76.0430000,76.1100000,6802000
USD000000TOD,1,20160113,170000,76.1020000,76.1180000,76.0680000,76.0680000,2315000
USD000000TOD,1,20160113,170100,76.0710000,76.1000000,76.0300000,76.0600000,8372000
USD000000TOD,1,20160113,170200,76.0500000,76.0620000,75.9870000,76.0130000,5475000
USD000000TOD,1,20160113,170300,76.0100000,76.0500000,76.0000000,76.0330000,631000
USD000000TOD,1,20160113,170400,76.0590000,76.1430000,76.0590000,76.1330000,1344000
USD000000TOD,1,20160113,170500,76.1400000,76.1420000,76.0960000,76.0960000,146000
USD000000TOD,1,20160113,170600,76.0770000,76.0860000,76.0300000,76.0860000,543000
USD000000TOD,1,20160113,170700,76.0740000,76.0740000,76.0430000,76.0500000,423000
USD000000TOD,1,20160113,170800,76.0500000,76.0670000,76.0300000,76.0590000,1385000
USD000000TOD,1,20160113,170900,76.0330000,76.1000000,76.0330000,76.1000000,29000
USD000000TOD,1,20160113,171000,76.1010000,76.2240000,76.1000000,76.2240000,3093000
USD000000TOD,1,20160113,171100,76.2270000,76.2350000,76.1640000,76.1640000,442000
USD000000TOD,1,20160113,171200,76.1500000,76.2010000,76.1330000,76.2010000,427000
USD000000TOD,1,20160113,171300,76.2130000,76.2290000,76.1850000,76.2280000,149000
USD000000TOD,1,20160113,171400,76.2200000,76.2240000,76.1850000,76.2200000,84000
USD000000TOD,1,20160113,171500,76.2120000,76.2190000,76.2000000,76.2020000,174000
USD000000TOD,1,20160114,100100,77.0000000,77.0000000,76.6090000,76.6170000,21455000
USD000000TOD,1,20160114,100200,76.6370000,76.6510000,76.4310000,76.6510000,22041000
USD000000TOD,1,20160114,100300,76.6510000,76.7100000,76.6000000,76.7100000,11722000
USD000000TOD,1,20160114,100400,76.7100000,76.7580000,76.6320000,76.6320000,4492000
USD000000TOD,1,20160114,100500,76.6460000,76.6560000,76.6000000,76.6310000,4091000
USD000000TOD,1,20160114,100600,76.6330000,76.6340000,76.6040000,76.6340000,7469000
USD000000TOD,1,20160114,100700,76.6120000,76.6230000,76.5250000,76.5260000,9408000
USD000000TOD,1,20160114,100800,76.5210000,76.5560000,76.4500000,76.4630000,14430000
USD000000TOD,1,20160114,100900,76.4950000,76.5170000,76.4100000,76.4500000,7225000
USD000000TOD,1,20160114,101000,76.4550000,76.5380000,76.4550000,76.5100000,8921000
USD000000TOD,1,20160114,101100,76.4970000,76.5370000,76.4690000,76.5000000,11440000
USD000000TOD,1,20160114,101200,76.5000000,76.5210000,76.4800000,76.4950000,5586000
USD000000TOD,1,20160114,101300,76.5070000,76.5080000,76.4000000,76.4350000,9782000
USD000000TOD,1,20160114,101400,76.4350000,76.4610000,76.4240000,76.4460000,4843000
USD000000TOD,1,20160114,101500,76.4300000,76.4550000,76.4210000,76.4340000,2258000
USD000000TOD,1,20160114,101600,76.4240000,76.4640000,76.4240000,76.4370000,7593000
USD000000TOD,1,20160114,101700,76.4270000,76.4390000,76.3540000,76.3840000,9406000
USD000000TOD,1,20160114,101800,76.3850000,76.4300000,76.3820000,76.4300000,8922000
USD000000TOD,1,20160114,101900,76.4120000,76.4260000,76.3970000,76.4160000,5786000
USD000000TOD,1,20160114,102000,76.4200000,76.4220000,76.3810000,76.3830000,5294000
USD000000TOD,1,20160114,102100,76.3830000,76.4000000,76.3690000,76.4000000,11405000
USD000000TOD,1,20160114,102200,76.4060000,76.4200000,76.3910000,76.4190000,4840000
USD000000TOD,1,20160114,102300,76.4100000,76.4410000,76.4040000,76.4400000,8959000
USD000000TOD,1,20160114,102400,76.4400000,76.4500000,76.3930000,76.4080000,16829000
USD000000TOD,1,20160114,102500,76.4070000,76.4100000,76.3650000,76.3730000,12325000
USD000000TOD,1,20160114,102600,76.3940000,76.4280000,76.3740000,76.4260000,11187000
USD000000TOD,1,20160114,102700,76.4260000,76.4270000,76.4010000,76.4070000,10819000
USD000000TOD,1,20160114,102800,76.4070000,76.4270000,76.3930000,76.4050000,13946000
USD000000TOD,1,20160114,102900,76.4000000,76.4000000,76.3520000,76.3650000,4658000
USD000000TOD,1,20160114,103000,76.3700000,76.3990000,76.3620000,76.3700000,2248000
USD000000TOD,1,20160114,103100,76.3730000,76.4100000,76.3730000,76.4090000,10793000
USD000000TOD,1,20160114,103200,76.4090000,76.4110000,76.3450000,76.3480000,4605000
USD000000TOD,1,20160114,103300,76.3700000,76.4220000,76.3700000,76.3980000,11248000
USD000000TOD,1,20160114,103400,76.4000000,76.4240000,76.3740000,76.3970000,8906000
USD000000TOD,1,20160114,103500,76.3970000,76.4200000,76.3910000,76.4180000,6037000
USD000000TOD,1,20160114,103600,76.4200000,76.4210000,76.3880000,76.3980000,23303000
USD000000TOD,1,20160114,103700,76.3990000,76.3990000,76.3400000,76.3500000,7747000
USD000000TOD,1,20160114,103800,76.3500000,76.3860000,76.3500000,76.3810000,4143000
USD000000TOD,1,20160114,103900,76.3800000,76.4090000,76.3600000,76.4090000,6156000
USD000000TOD,1,20160114,104000,76.3990000,76.4110000,76.3990000,76.4010000,1232000
USD000000TOD,1,20160114,104100,76.4070000,76.4070000,76.3710000,76.3920000,1482000
USD000000TOD,1,20160114,104200,76.3780000,76.3940000,76.3780000,76.3890000,1017000
USD000000TOD,1,20160114,104300,76.3880000,76.4210000,76.3880000,76.4140000,6201000
USD000000TOD,1,20160114,104400,76.4050000,76.4140000,76.3900000,76.4100000,3959000
USD000000TOD,1,20160114,104500,76.4010000,76.4150000,76.4010000,76.4150000,931000
USD000000TOD,1,20160114,104600,76.4140000,76.4230000,76.4120000,76.4230000,7142000
USD000000TOD,1,20160114,104700,76.4140000,76.4200000,76.4000000,76.4010000,1736000
USD000000TOD,1,20160114,104800,76.4000000,76.4050000,76.3780000,76.4040000,4468000
USD000000TOD,1,20160114,104900,76.4000000,76.4170000,76.4000000,76.4100000,1542000
USD000000TOD,1,20160114,105000,76.4140000,76.4350000,76.4140000,76.4250000,3572000
USD000000TOD,1,20160114,105100,76.4260000,76.4310000,76.4190000,76.4250000,4663000
USD000000TOD,1,20160114,105200,76.4220000,76.4290000,76.4130000,76.4170000,1593000
USD000000TOD,1,20160114,105300,76.4120000,76.4240000,76.4070000,76.4150000,828000
USD000000TOD,1,20160114,105400,76.4150000,76.4180000,76.4000000,76.4180000,9635000
USD000000TOD,1,20160114,105500,76.4060000,76.4180000,76.4050000,76.4100000,741000
USD000000TOD,1,20160114,105600,76.3940000,76.4100000,76.3600000,76.3710000,5212000
USD000000TOD,1,20160114,105700,76.3640000,76.3790000,76.3400000,76.3790000,8261000
USD000000TOD,1,20160114,105800,76.3550000,76.3920000,76.3550000,76.3810000,1971000
USD000000TOD,1,20160114,105900,76.3830000,76.3850000,76.3630000,76.3850000,2129000
USD000000TOD,1,20160114,110000,76.3870000,76.3950000,76.3800000,76.3820000,11646000
USD000000TOD,1,20160114,110100,76.3940000,76.4200000,76.3840000,76.4100000,10365000
USD000000TOD,1,20160114,110200,76.4160000,76.4300000,76.4110000,76.4140000,5551000
USD000000TOD,1,20160114,110300,76.4150000,76.4370000,76.4150000,76.4300000,16459000
USD000000TOD,1,20160114,110400,76.4230000,76.4300000,76.4110000,76.4300000,4390000
USD000000TOD,1,20160114,110500,76.4300000,76.4380000,76.4210000,76.4380000,12988000
USD000000TOD,1,20160114,110600,76.4380000,76.4560000,76.4260000,76.4300000,27108000
USD000000TOD,1,20160114,110700,76.4300000,76.4500000,76.4150000,76.4330000,15742000
USD000000TOD,1,20160114,110800,76.4330000,76.4570000,76.4170000,76.4490000,16030000
USD000000TOD,1,20160114,110900,76.4470000,76.4500000,76.4260000,76.4460000,4179000
USD000000TOD,1,20160114,111000,76.4500000,76.4800000,76.4380000,76.4540000,31140000
USD000000TOD,1,20160114,111100,76.4540000,76.4900000,76.4540000,76.4750000,7378000
USD000000TOD,1,20160114,111200,76.4590000,76.4780000,76.4540000,76.4620000,1457000
USD000000TOD,1,20160114,111300,76.4630000,76.4900000,76.4630000,76.4780000,3575000
USD000000TOD,1,20160114,111400,76.4800000,76.4800000,76.4670000,76.4800000,4451000
USD000000TOD,1,20160114,111500,76.4700000,76.4890000,76.4700000,76.4880000,6414000
USD000000TOD,1,20160114,111600,76.4880000,76.5300000,76.4840000,76.5120000,10753000
USD000000TOD,1,20160114,111700,76.5190000,76.5260000,76.4820000,76.4840000,2169000
USD000000TOD,1,20160114,111800,76.4930000,76.5200000,76.4920000,76.5100000,1235000
USD000000TOD,1,20160114,111900,76.5100000,76.5340000,76.5060000,76.5340000,3103000
USD000000TOD,1,20160114,112000,76.5400000,76.5750000,76.5240000,76.5530000,6926000
USD000000TOD,1,20160114,112100,76.5520000,76.5790000,76.5500000,76.5780000,3414000
USD000000TOD,1,20160114,112200,76.5790000,76.6000000,76.5780000,76.5900000,4871000
USD000000TOD,1,20160114,112300,76.5910000,76.6200000,76.5820000,76.6000000,6684000
USD000000TOD,1,20160114,112400,76.6000000,76.6000000,76.5770000,76.5780000,1232000
USD000000TOD,1,20160114,112500,76.5890000,76.5950000,76.5670000,76.5670000,2147000
USD000000TOD,1,20160114,112600,76.5700000,76.5990000,76.5530000,76.5800000,3858000
USD000000TOD,1,20160114,112700,76.5700000,76.5900000,76.5700000,76.5850000,3871000
USD000000TOD,1,20160114,112800,76.5710000,76.6180000,76.5710000,76.6140000,6743000
USD000000TOD,1,20160114,112900,76.6150000,76.6680000,76.6100000,76.6600000,6990000
USD000000TOD,1,20160114,113000,76.6520000,76.6700000,76.6270000,76.6560000,3277000
USD000000TOD,1,20160114,113100,76.6410000,76.6580000,76.6080000,76.6200000,2168000
USD000000TOD,1,20160114,113200,76.6090000,76.6390000,76.6080000,76.6390000,1992000
USD000000TOD,1,20160114,113300,76.6400000,76.6400000,76.6000000,76.6140000,1653000
USD000000TOD,1,20160114,113400,76.6060000,76.6060000,76.5800000,76.5800000,4004000
USD000000TOD,1,20160114,113500,76.5890000,76.5930000,76.5800000,76.5930000,6905000
USD000000TOD,1,20160114,113600,76.6000000,76.6000000,76.5800000,76.5800000,2118000
USD000000TOD,1,20160114,113700,76.5800000,76.5800000,76.5500000,76.5640000,4544000
USD000000TOD,1,20160114,113800,76.5710000,76.5870000,76.5700000,76.5780000,716000
USD000000TOD,1,20160114,113900,76.5620000,76.5780000,76.5500000,76.5600000,4711000
USD000000TOD,1,20160114,114000,76.5680000,76.5680000,76.5380000,76.5380000,1564000
