ACCESS_METHOD,ALGO_TYPE,AUDIT_ID,CCY_CONTRA,CCY_DEALT,COMPOSITE,CP_ACCOUNT,CP_BIC,CP_CLIENT,CP_FLOOR,CP_FLOOR_KEY,CP_INSTITUTION,CP_INSTITUTION_KEY,CP_LEI,CP_ROLE,CP_SI_BANK,CP_SI_BANK_ACC,CP_SI_BANK_BIC,CP_SI_BANK_CITYCODE,CP_SI_BANK_LOCATION,CP_SI_CCY,CP_SI_TYPE,CP_TRADER,DATE_MATURITY,DATE_SETTLEMENT,DOMAIN_ID,ECN,ECP_ACCOUNT,ECP_BIC,ECP_CLIENT,ECP_EXEC_ID,ECP_FLOOR,ECP_FLOOR_KEY,ECP_INSTITUTION,ECP_INSTITUTION_KEY,ECP_LEI,ECP_ORDER_ID,ECP_ROLE,ECP_TRADER,EFP_ACCOUNT,EFP_BIC,EFP_CLIENT,EFP_EBS_ORDER_ID,EFP_EXEC_ID,EFP_EXEC_SIDE,EFP_FLOOR,EFP_FLOOR_KEY,EFP_INSTITUTION,EFP_INSTITUTION_KEY,EFP_LEI,EFP_ORDER_ID,EFP_ROLE,EFP_TRADER,END_DATE,EXEC_ID,FP_ACCOUNT,FP_BIC,FP_CLIENT,FP_EXEC_SIDE,FP_FLOOR,FP_FLOOR_KEY,FP_INSTITUTION,FP_INSTITUTION_KEY,FP_LEI,FP_ROLE,FP_SIDE,FP_SI_BANK,FP_SI_BANK_ACC,FP_SI_BANK_BIC,FP_SI_BANK_CITYCODE,FP_SI_BANK_LOCATION,FP_SI_CCY,FP_SI_TYPE,FP_TRADER,GENERATION,ID,INSTR_PRODUCT_TYPE,INSTR_SEC_ID,INSTR_SYMBOL,IS_TERM_CCY,LEG_TYPE,MARKET_SEGMENT,ORD_SUBMITTER_SOURCE,ORD_SUBMITTER_TYPE,PX_ALLIN,PX_BD_BASE,PX_BD_ECOM,PX_BD_EXP,PX_BD_SALES,PX_BD_TRADER,PX_BD_VENUE,PX_EFFECTIVE,PX_EFFECTIVE_EXP,PX_EXP,PX_FWDP_ALLIN,PX_FWDP_BD_BASE,PX_FWDP_BD_ECOM,PX_FWDP_BD_EXP,PX_FWDP_BD_SALES,PX_FWDP_BD_TRADER,PX_FWDP_BD_VENUE,PX_FWDP_EXP,PX_PRIME_SPREAD,PX_PRIME_SPREAD_EXP,PX_SPOT_ALLIN,PX_SPOT_BD_BASE,PX_SPOT_BD_ECOM,PX_SPOT_BD_EXP,PX_SPOT_BD_SALES,PX_SPOT_BD_TRADER,PX_SPOT_BD_VENUE,PX_SPOT_EXP,PX_SWAP_POINTS,PX_SWAP_POINTS_EXP,QTY_CNTR,QTY_CNTR_EXP,QTY_DEALT,QTY_DEALT_EXP,SPOT_SETTL_DATE,TENOR_TYPE,TENOR_VALUE,TICKET_TYPE,TRADE_DATE,TRADE_TYPE,TXN_TIME,VC_PX_ALLIN,VC_PX_EFFECTIVE,VC_PX_FWDP_ALLIN,VC_PX_PRIME_SPREAD,VC_PX_SWAP_POINTS,VC_QTY_CNTR,VC_QTY_DEALT
5,1,12,CHF,USD,0,LPRP,LPRPLPRP,,LPRP,4169,LPRP,973,,A,,,LPRPLPRP,,,CHF,0,,,1454284800000,0,2,PL21,PL21PL21,,1,PL21,4263,PL21,1132,,,C,,LCPN,LCPNLCPN,,0100-2400-0012,,T,LCPN,3915,LCPN,948,,LN2-1446721379487-1,E,LN1,1454284800000,FF64-0E70-0001-00,LCPN,LCPNLCPN,,T,LCPN,3915,LCPN,948,,E,0,,,LCPNLCPN,,,USD,0,LN1,0,FF64-0E70-0001-00-100000,0,1900676,USD/CHF,0,0,2,Sapphire,Manual,99010,,,,,,,99010,-5,-5,,,,,,,,,,,,,,,,,,,,,99010000,-2,1000000,0,1454457600000,12,1,0,1454284800000,2,1454329315731,0.9901E0,0.9901E0,,,,0.9901E6,0.1E7
5,4,22,USD,CNH,0,LPRP,LPRPLPRP,,LPRP,4169,LPRP,973,,A,,,LPRPLPRP,,,USD,0,,,1454284800000,0,2,PL21,PL21PL21,,47173301_8,PL21,4263,PL21,1132,,,C,,LCPN,LCPNLCPN,,0100-2400-0028,,T,LCPN,3915,LCPN,948,,LN2-1446728773277-10,E,LN9,1454284800000,FF0A-0014-0000-0B,LCPN,LCPNLCPN,,T,LCPN,3915,LCPN,948,,E,0,,,LCPNLCPN,,,CNH,0,LN9,0,FF0A-0014-0000-0B-100001,3,38280974798520349,USD/CNH,1,1,4,Sapphire,Manual,619294000,,,,,,,619294000,-8,-8,0,,,,,,,-8,,,619294,,,,,,,-5,20100000,-8,16147419,-2,1,6,1454457600000,12,1,0,1454284800000,2,1454329315831,0.619294E1,0.619294E1,0.0,,0.201E0,0.16147419E6,0.1E7
5,4,22,USD,CNH,0,LPRP,LPRPLPRP,,LPRP,4169,LPRP,973,,A,,,LPRPLPRP,,,CNH,0,,,1454284800000,0,2,PL21,PL21PL21,,47173301_8,PL21,4263,PL21,1132,,,C,,LCPN,LCPNLCPN,,0100-2400-0028,,T,LCPN,3915,LCPN,948,,LN2-1446728773277-10,E,LN9,1454284800000,FF0A-0014-0000-0B,LCPN,LCPNLCPN,,T,LCPN,3915,LCPN,948,,E,1,,,LCPNLCPN,,,USD,0,LN9,0,FF0A-0014-0000-0B-100002,3,38280974798520349,USD/CNH,1,2,4,Sapphire,Manual,639394000,,,,,,,639394000,-8,-8,20100000,,,,,,,-8,,,619294,,,,,,,-5,20100000,-8,15639809,-2,1,6,1454457600000,4,2,0,1454284800000,2,1454329315831,0.639394E1,0.639394E1,0.201E0,,0.201E0,0.15639809E6,0.1E7
5,1,8,JPY,GBP,0,LPDE,LPDELPDE,,LPDE,4232,LPDE,1080,,A,,,LPDELPDE,,,GBP,0,,,1454284800000,0,2,LPLK,Z4AKZ4AK,,2,Z4AK,4506,LPLK,1228,,,C,,RB01,RB01RB01,,0100-2400-0017,,T,RB01,4392,RB01,1075,,LN2-1446723330227-2,C,LN2,1454284800000,FF64-0E70-0006-00,RB01,RB01RB01,,T,RB01,4392,RB01,1075,,C,1,,,RB01RB01,,,JPY,0,LN2,0,FF64-0E70-0006-00-1CA000,0,852105,GBP/JPY,0,0,2,Sapphire,Manual,180129,,,,,,,180129,-3,-3,,,,,,,,,,,,,,,,,,,,,180129000,0,1000000,0,1454457600000,12,1,2,1454284800000,2,1454329315706,0.180129E3,0.180129E3,,,,0.180129E9,0.1E7
5,1,10,RUB,USD,0,LCRE,LCRELCRE,,LCRE,4156,LCRE,1111,,A,,,LCRELCRE,,,USD,0,,,1454284800000,0,2,LPRD,LPRDLPRD,,4,LPRD,4076,ZRBS,926,,,E,,R3E2,R3E2R3E2,,0100-2400-0015,,T,R3E2,4185,R3E2,1098,,LN2-1446722297770-4,C,LN6,1454284800000,FF64-0E70-0004-00,R3E2,R3E2R3E2,,T,R3E2,4185,R3E2,1098,,C,1,,,R3E2R3E2,,,RUB,0,LN6,0,FF64-0E70-0004-00-1CA000,0,1900685,USD/RUB,0,0,2,Sapphire,Manual,527502,,,,,,,527502,-4,-4,,,,,,,,,,,,,,,,,,,,,5275020000,-2,1000000,0,1454457600000,12,1,2,1454284800000,2,1454329315719,0.527502E2,0.527502E2,,,,0.527502E8,0.1E7
5,1,13,CHF,USD,0,LPRP,LPRPLPRP,,LPRP,4169,LPRP,973,,A,,,LPRPLPRP,,,USD,0,,,1454284800000,0,2,PL22,PL22PL22,,2,PL22,4264,PL22,1133,,,C,,LCPO,LCPOLCPO,,0100-2400-0013,,T,LCPO,3916,LCPO,949,,LN2-1446721464277-2,E,LN4,1454284800000,FF64-0E70-0002-00,LCPO,LCPOLCPO,,T,LCPO,3916,LCPO,949,,E,1,,,LCPOLCPO,,,CHF,0,LN4,0,FF64-0E70-0002-00-100000,0,1900676,USD/CHF,0,0,2,Sapphire,Manual,99008,,,,,,,99008,-5,-5,,,,,,,,,,,,,,,,,,,,,99008000,-2,1000000,0,1454457600000,12,1,0,1454284800000,2,1454329315738,0.99008E0,0.99008E0,,,,0.99008E6,0.1E7
5,1,14,CAD,AUD,0,LPRA,LPRALPRA,,LPRA,4073,ZHBC,959,,E,,,LPRALPRA,,,CAD,0,,,1454284800000,0,2,LPRA,LPRALPRA,,8,LPRA,4073,ZHBC,959,,,E,,LCPL,LCPLLCPL,,0100-2400-000A,,T,LCPL,3913,LCPL,946,,LN2-1446716515210-8,E,LN2,1454284800000,FF64-0E6D-000A-00,LCPL,LCPLLCPL,,T,LCPL,3913,LCPL,946,,E,0,,,LCPLLCPL,,,AUD,0,LN2,0,FF64-0E6D-000A-00-100000,0,196739,AUD/CAD,0,0,2,Sapphire,Manual,102440,,,,,,,102440,-5,-5,,,,,,,,,,,,,,,,,,,,,102440000,-2,1000000,0,1454457600000,12,1,0,1454284800000,2,1454329315744,0.10244E1,0.10244E1,,,,0.10244E7,0.1E7
5,4,23,USD,CNH,0,LPRP,LPRPLPRP,,LPRP,4169,LPRP,973,,A,,,LPRPLPRP,,,CNH,0,,,1454284800000,0,2,PL22,PL22PL22,,47183388_9,PL22,4264,PL22,1133,,,C,,LCPO,LCPOLCPO,,0100-2400-0029,,T,LCPO,3916,LCPO,949,,LN2-1446728783373-11,E,L10,1454284800000,FF0A-0014-0000-0C,LCPO,LCPOLCPO,,T,LCPO,3916,LCPO,949,,E,1,,,LCPOLCPO,,,USD,0,L10,0,FF0A-0014-0000-0C-100001,3,38280974798520349,USD/CNH,1,1,4,Sapphire,Manual,619292000,,,,,,,619292000,-8,-8,0,,,,,,,-8,,,619292,,,,,,,-5,19950000,-8,16147472,-2,1,6,1454457600000,12,1,0,1454284800000,2,1454329315838,0.619292E1,0.619292E1,0.0,,0.1995E0,0.16147472E6,0.1E7
5,4,23,USD,CNH,0,LPRP,LPRPLPRP,,LPRP,4169,LPRP,973,,A,,,LPRPLPRP,,,USD,0,,,1454284800000,0,2,PL22,PL22PL22,,47183388_9,PL22,4264,PL22,1133,,,C,,LCPO,LCPOLCPO,,0100-2400-0029,,T,LCPO,3916,LCPO,949,,LN2-1446728783373-11,E,L10,1454284800000,FF0A-0014-0000-0C,LCPO,LCPOLCPO,,T,LCPO,3916,LCPO,949,,E,0,,,LCPOLCPO,,,CNH,0,L10,0,FF0A-0014-0000-0C-100002,3,38280974798520349,USD/CNH,1,2,4,Sapphire,Manual,639242000,,,,,,,639242000,-8,-8,19950000,,,,,,,-8,,,619292,,,,,,,-5,19950000,-8,15643528,-2,1,6,1454457600000,4,2,0,1454284800000,2,1454329315838,0.639242E1,0.639242E1,0.1995E0,,0.1995E0,0.15643528E6,0.1E7
5,1,15,CAD,AUD,0,LPRB,LPRBLPRB,,LPRB,4074,ZBOA,960,,E,,,LPRBLPRB,,,AUD,0,,,1454284800000,0,2,LPRB,LPRBLPRB,,34289326_10,LPRB,4074,ZBOA,960,,,E,,LCPM,LCPMLCPM,,0100-2900-0023,,T,LCPM,3914,LCPM,947,,LN2-1446975088802-2,E,L02,1454284800000,FF64-0E70-002E-04,LCPM,LCPMLCPM,,T,LCPM,3914,LCPM,947,,E,1,,,LCPMLCPM,,,CAD,0,L02,0,FF64-0E70-002E-04-100000,0,196739,AUD/CAD,0,0,2,Sapphire,Manual,96452,,,,,,,96452,-5,-5,,,,,,,,,,,,,,,,,,,,,482260000,-2,5000000,0,1454457600000,12,1,0,1454284800000,2,1454329315783,0.96452E0,0.96452E0,,,,0.48226E7,0.5E7
5,4,5,JPY,EUR,0,LPRE,LPRELPRE,,LPRE,4077,ZCBK,927,,E,,,LPRELPRE,,,JPY,0,,,1454284800000,0,2,LPRE,LPRELPRE,,51408775_13,LPRE,4077,ZCBK,927,,,E,,LCLH,LCLHLCLH,,0100-2700-0007,,T,LCLH,4397,LCLH,1166,,LN2-1446733008758-5,E,LN2,1454284800000,FF0A-0014-0000-1A,LCLH,LCLHLCLH,,T,LCLH,4397,LCLH,1166,,E,0,,,LCLHLCLH,,,EUR,0,LN2,0,FF0A-0014-0000-1A-100000,2,335016427554,EUR/JPY,0,0,4,Sapphire,Manual,129220000,,,,,,,129220000,-6,-6,0,,,,,,,-6,,,129220,,,,,,,-3,,,12922000000,-2,1,6,1454457600000,7,1,0,1454284800000,2,1454329315685,0.12922E3,0.12922E3,0.0,,,0.12922E9,0.1E7
5,4,4,JPY,USD,0,LPRJ,LPRJLPRJ,,LPRJ,4163,LPRJ,886,,A,,,LPRJLPRJ,,,USD,0,,,1454284800000,0,2,LPRJ,R4JAR4JA,,46296689_7,R4JA,4198,LPRJ,886,,,C,,PL22,PL22PL22,,0100-2400-0027,,T,PL22,4264,PL22,1133,,LN2-1446727896678-9,C,LN2,1454284800000,FF0A-0014-0000-0A,LPRP,PRP1PRP1,,T,1PRP,4240,LPRP,973,,B,1,,,PRP1PRP1,,,JPY,0,,0,FF0A-0014-0000-0A-100000,2,575534596125,USD/JPY,0,0,4,Sapphire,Manual,119970000,,,,,,,119970000,-6,-6,0,,,,,,,-6,,,119970,,,,,,,-3,,,11997000000,-2,1,6,1454457600000,3,2,0,1454284800000,2,1454329315678,0.11997E3,0.11997E3,0.0,,,0.11997E9,0.1E7
5,4,4,JPY,USD,0,PL22,PL22PL22,,PL22,4264,PL22,1133,,C,,,PL22PL22,,,JPY,0,LN2,,1454284800000,0,2,LPRJ,R4JAR4JA,,46296689_7,R4JA,4198,LPRJ,886,,,C,,PL22,PL22PL22,,0100-2400-0027,,T,PL22,4264,PL22,1133,,LN2-1446727896678-9,C,LN2,1454284800000,FF0A-0014-0000-0A,LPRP,PRP1PRP1,,M,1PRP,4240,LPRP,973,,B,0,,,PRP1PRP1,,,USD,0,,0,FF0A-0014-0000-0A-1BC000,2,575534596125,USD/JPY,0,0,4,Sapphire,Manual,119970000,,,,,,,119970000,-6,-6,0,,,,,,,-6,,,119970,,,,,,,-3,,,11997000000,-2,1,6,1454457600000,3,2,1,1454284800000,2,1454329315678,0.11997E3,0.11997E3,0.0,,,0.11997E9,0.1E7
5,4,24,CHF,EUR,0,LPRG,LPRGLPRG,,LPRG,4079,ZCSF,963,,E,,,LPRGLPRG,,,CHF,0,,,1454284800000,0,2,LPRG,LPRGLPRG,,48154440_11,LPRG,4079,ZCSF,963,,,E,,LCRI,LCRILCRI,,0100-2400-002F,,T,LCRI,4160,LCRI,909,,LN2-1446729754415-3,E,LN7,1454284800000,FF0A-0014-0000-10,LCRI,LCRILCRI,,T,LCRI,4160,LCRI,909,,E,0,,,LCRILCRI,,,EUR,0,LN7,0,FF0A-0014-0000-10-100001,3,218424959893274658,EUR/CHF,0,1,4,Sapphire,Manual,103229000,,,,,,,103229000,-8,-8,0,,,,,,,-8,,,103229,,,,,,,-5,19995000,-8,2580725000,-2,25,6,1454457600000,12,1,0,1454284800000,2,1454329315846,0.103229E1,0.103229E1,0.0,,0.19995E0,0.2580725E8,0.25E8
5,4,24,CHF,EUR,0,LPRG,LPRGLPRG,,LPRG,4079,ZCSF,963,,E,,,LPRGLPRG,,,EUR,0,,,1454284800000,0,2,LPRG,LPRGLPRG,,48154440_11,LPRG,4079,ZCSF,963,,,E,,LCRI,LCRILCRI,,0100-2400-002F,,T,LCRI,4160,LCRI,909,,LN2-1446729754415-3,E,LN7,1454284800000,FF0A-0014-0000-10,LCRI,LCRILCRI,,T,LCRI,4160,LCRI,909,,E,1,,,LCRILCRI,,,CHF,0,LN7,0,FF0A-0014-0000-10-100002,3,218424959893274658,EUR/CHF,0,2,4,Sapphire,Manual,123224000,,,,,,,123224000,-8,-8,19995000,,,,,,,-8,,,103229,,,,,,,-5,19995000,-8,3080600000,-2,25,6,1454457600000,4,12,0,1454284800000,2,1454329315846,0.123224E1,0.123224E1,0.19995E0,,0.19995E0,0.30806E8,0.25E8
