CSV_PATH,CREATION_TIME,TICKET_ID,DEAL_DATE,CCY_PAIR,PRODUCT_TYPE,TENOR,ECN,MARKET_SEGMENT,DEAL_ID,EFP_DEAL_ID,ECP_DEAL_ID,EBS_ORDER_ID,EFP_ORDER_ID,ECP_ORDER_ID,ROLE,SIDE,DEALT_QTY,DEALT_CCY,IS_TERM_CCY,CONTRA_QTY,CONTRA_CCY,TRADE_DATE,VALUE_DATE,FIXING_DATE,SPOT_SETTL_DATE,SWAP_POINTS,MARKET_PX,PRICE,SPOT_PX,FWD_POINTS,FP_INSTITUTION,FP_NAME,FP_FLOOR,EFP_ACCOUNT,FP_TRADER,FP_RCV_CCY,FP_RCV_QTY,FP_LEI,FP_SWIFT,FP_SI_TYPE,FP_SI_BANK,FP_SI_BANK_ACC,FP_SI_BANK_CITY,FP_SI_BANK_LOCATION,FP_SI_SWIFT,CP_INSTITUTION,CP_NAME,CP_ACCOUNT,ECP_ACCOUNT,CP_TRADER,CP_RCV_CCY,CP_RCV_QTY,CP_LEI,CP_SWIFT,CP_SI_TYPE,CP_SI_BANK,CP_SI_BANK_ACC,CP_SI_BANK_CITY,ENTERING_USER,CP_SI_BANK_LOCATION,CP_SI_SWIFT
"LCLH/LCLH/FF0A-0014-0000-1B-100000.c2.csv",26 Jan 2016 07:17:38,"FF0A-0014-0000-1B-100000",2016-01-26 07:13:59,"EUR/JPY","FX Outright","?","EBSD","RFQ","FF0A-0014-0000-1B",,"51408775_14","0100-2700-0008","LN2-1446733008758-6",,"T","B",1000000,"EUR","N",129220000.00,"JPY",2016-01-26,2016-01-26,,2016-01-28,,129.220000,"129.220000",129.220,0,"LCLH","Tel Aviv London Auto RFQ LC Clie","LCLH","LCLH","LN2","EUR",1000000,,"LCLHLCLH","SSI",,,,,,"ZCBK","Tel Aviv LPR LP5 SPOT Performanc","LPRE","LPRE",,"JPY",129220000.00,,"LPRELPRE","SSI",,,,,,
"LCLI/LCLI/FF0A-0014-0000-17-100000.c2.csv",26 Jan 2016 07:17:38,"FF0A-0014-0000-17-100000",2016-01-26 07:14:00,"EUR/JPY","FX Outright","TOD","EBSD","RFQ","FF0A-0014-0000-17",,"49937288_4","0100-2500-0006","LN2-1446731537258-5",,"T","S",1000000,"EUR","N",129200000.00,"JPY",2016-01-26,2016-01-26,,2016-01-28,,129.200000,"129.200000",129.160,0.040000,"LCLI","Tel Aviv London Auto RFQ LC Clie","LCLI","LCLI","LN0","JPY",129200000.00,,"LCLILCLI","SSI",,,,,,"ZJPM","Tel Aviv LPR LP6 SPOT Performanc","LPRF","LPRF",,"EUR",1000000,,"LPRFLPRF","SSI",,,,,,
"1PSE/1PDE/FF64-0E70-0005-01-100000.c2.csv",26 Jan 2016 07:17:38,"FF64-0E70-0005-01-100000",2016-01-26 07:14:00,"GBP/JPY","FX Spot","Spot","EBSD","SWEEP","FF64-0E70-0005-01",,"2","0100-2400-0017","LN2-1446723245475-2",,"T","B",1000000,"GBP","N",180177000,"JPY",2016-01-26,2016-01-26,,2016-01-28,,180.177,"180.177",,,"1PSE","Tel Aviv PB LC RFQ Performance","1PDE","RA99",,"GBP",1000000,,"PDE1PDE1","SSI",,,,,,"LPLL","TLV London ESP tiers","LPLL","LPLL",,"JPY",180177000,,"LPLLLPLL","SSI",,,,,,
"1PSE/1PDE/FF64-0E70-0005-01-1BC000.c2.csv",26 Jan 2016 07:17:38,"FF64-0E70-0005-01-1BC000",2016-01-26 07:14:00,"GBP/JPY","FX Spot","Spot","EBSD","SWEEP","FF64-0E70-0005-01",,"2","0100-2400-0017","LN2-1446723245475-2",,"T","S",1000000,"GBP","N",180177000,"JPY",2016-01-26,2016-01-26,,2016-01-28,,180.177,"180.177",,,"1PSE","Tel Aviv PB LC RFQ Performance","1PDE","RA99",,"JPY",180177000,,"PDE1PDE1","SSI",,,,,,"RA99","Tel Aviv PC LC RFQ Performance","RA99","LPLL","LN2","GBP",1000000,,"RA99RA99","SSI",,,,,,
"RA99/RA99/FF64-0E70-0005-01-1CA000.c2.csv",26 Jan 2016 07:17:38,"FF64-0E70-0005-01-1CA000",2016-01-26 07:14:00,"GBP/JPY","FX Spot","Spot","EBSD","SWEEP","FF64-0E70-0005-01",,"2","0100-2400-0017","LN2-1446723245475-2",,"T","B",1000000,"GBP","N",180177000,"JPY",2016-01-26,2016-01-26,,2016-01-28,,180.177,"180.177",,,"RA99","Tel Aviv PC LC RFQ Performance","RA99","RA99","LN2","GBP",1000000,,"RA99RA99","SSI",,,,,,"LPDE","Tel Aviv SPOT LC RFQ Performance","LPDE","LPLL",,"JPY",180177000,,"LPDELPDE","SSI",,,,,,
"1PSE/1PDE/FF64-0E70-0006-01-100000.c2.csv",26 Jan 2016 07:17:38,"FF64-0E70-0006-01-100000",2016-01-26 07:14:00,"GBP/JPY","FX Spot","Spot","EBSD","SWEEP","FF64-0E70-0006-01",,"3","0100-2400-0018","LN2-1446723330227-3",,"T","S",1000000,"GBP","N",180129000,"JPY",2016-01-26,2016-01-26,,2016-01-28,,180.129,"180.129",,,"1PSE","Tel Aviv PB LC RFQ Performance","1PDE","RB01",,"JPY",180129000,,"PDE1PDE1","SSI",,,,,,"LPLK","TLV London ESP tiers","LPLK","LPLK",,"GBP",1000000,,"LPLKLPLK","SSI",,,,,,
"1PSE/1PDE/FF64-0E70-0006-01-1BC000.c2.csv",26 Jan 2016 07:17:38,"FF64-0E70-0006-01-1BC000",2016-01-26 07:14:00,"GBP/JPY","FX Spot","Spot","EBSD","SWEEP","FF64-0E70-0006-01",,"3","0100-2400-0018","LN2-1446723330227-3",,"T","B",1000000,"GBP","N",180129000,"JPY",2016-01-26,2016-01-26,,2016-01-28,,180.129,"180.129",,,"1PSE","Tel Aviv PB LC RFQ Performance","1PDE","RB01",,"GBP",1000000,,"PDE1PDE1","SSI",,,,,,"RB01","Tel Aviv PC LC RFQ Performance","RB01","LPLK","LN2","JPY",180129000,,"RB01RB01","SSI",,,,,,
"RB01/RB01/FF64-0E70-0006-01-1CA000.c2.csv",26 Jan 2016 07:17:38,"FF64-0E70-0006-01-1CA000",2016-01-26 07:14:00,"GBP/JPY","FX Spot","Spot","EBSD","SWEEP","FF64-0E70-0006-01",,"3","0100-2400-0018","LN2-1446723330227-3",,"T","S",1000000,"GBP","N",180129000,"JPY",2016-01-26,2016-01-26,,2016-01-28,,180.129,"180.129",,,"RB01","Tel Aviv PC LC RFQ Performance","RB01","RB01","LN2","JPY",180129000,,"RB01RB01","SSI",,,,,,"LPDE","Tel Aviv SPOT LC RFQ Performance","LPDE","LPLK",,"GBP",1000000,,"LPDELPDE","SSI",,,,,,
"3CRE/3CRE/FF64-0E70-0003-01-100000.c2.csv",26 Jan 2016 07:17:38,"FF64-0E70-0003-01-100000",2016-01-26 07:14:00,"USD/RUB","FX Spot","Spot","EBSD","SWEEP","FF64-0E70-0003-01",,"4","0100-2400-0015","LN2-1446722296089-4",,"T","B",1000000,"USD","N",52860400.00,"RUB",2016-01-26,2016-01-26,,2016-01-28,,52.8604,"52.8604",,,"3CRE","Tel Aviv Tokyo Auto RFQ LC 5 SPO","3CRE","R3E1",,"USD",1000000,,"CRE3CRE3","SSI",,,,,,"ZSCB","Tel Aviv LPR LP3 SPOT Performanc","LPRC","LPRC",,"RUB",52860400.00,,"LPRCLPRC","SSI",,,,,,
"3CRE/3CRE/FF64-0E70-0003-01-1BC000.c2.csv",26 Jan 2016 07:17:38,"FF64-0E70-0003-01-1BC000",2016-01-26 07:14:00,"USD/RUB","FX Spot","Spot","EBSD","SWEEP","FF64-0E70-0003-01",,"4","0100-2400-0015","LN2-1446722296089-4",,"T","S",1000000,"USD","N",52860400.00,"RUB",2016-01-26,2016-01-26,,2016-01-28,,52.8604,"52.8604",,,"3CRE","Tel Aviv Tokyo Auto RFQ LC 5 SPO","3CRE","R3E1",,"RUB",52860400.00,,"CRE3CRE3","SSI",,,,,,"R3E1","Tel Aviv Tokyo Auto RFQ LC 5 PC","R3E1","LPRC","LN5","USD",1000000,,"R3E1R3E1","SSI",,,,,,
"R3E1/R3E1/FF64-0E70-0003-01-1CA000.c2.csv",26 Jan 2016 07:17:38,"FF64-0E70-0003-01-1CA000",2016-01-26 07:14:00,"USD/RUB","FX Spot","Spot","EBSD","SWEEP","FF64-0E70-0003-01",,"4","0100-2400-0015","LN2-1446722296089-4",,"T","B",1000000,"USD","N",52860400.00,"RUB",2016-01-26,2016-01-26,,2016-01-28,,52.8604,"52.8604",,,"R3E1","Tel Aviv Tokyo Auto RFQ LC 5 PC","R3E1","R3E1","LN5","USD",1000000,,"R3E1R3E1","SSI",,,,,,"LCRE","Tel Aviv Tokyo Auto RFQ LC SPOT","LCRE","LPRC",,"RUB",52860400.00,,"LCRELCRE","SSI",,,,,,
"3CRE/3CRE/FF64-0E70-0004-01-100000.c2.csv",26 Jan 2016 07:17:38,"FF64-0E70-0004-01-100000",2016-01-26 07:14:00,"USD/RUB","FX Spot","Spot","EBSD","SWEEP","FF64-0E70-0004-01",,"5","0100-2400-0016","LN2-1446722297770-5",,"T","S",1000000,"USD","N",52750200.00,"RUB",2016-01-26,2016-01-26,,2016-01-28,,52.7502,"52.7502",,,"3CRE","Tel Aviv Tokyo Auto RFQ LC 5 SPO","3CRE","R3E2",,"RUB",52750200.00,,"CRE3CRE3","SSI",,,,,,"ZRBS","Tel Aviv LPR LP4 SPOT Performanc","LPRD","LPRD",,"USD",1000000,,"LPRDLPRD","SSI",,,,,,
"3CRE/3CRE/FF64-0E70-0004-01-1BC000.c2.csv",26 Jan 2016 07:17:38,"FF64-0E70-0004-01-1BC000",2016-01-26 07:14:00,"USD/RUB","FX Spot","Spot","EBSD","SWEEP","FF64-0E70-0004-01",,"5","0100-2400-0016","LN2-1446722297770-5",,"T","B",1000000,"USD","N",52750200.00,"RUB",2016-01-26,2016-01-26,,2016-01-28,,52.7502,"52.7502",,,"3CRE","Tel Aviv Tokyo Auto RFQ LC 5 SPO","3CRE","R3E2",,"USD",1000000,,"CRE3CRE3","SSI",,,,,,"R3E2","Tel Aviv Tokyo Auto RFQ LC 5 PC","R3E2","LPRD","LN6","RUB",52750200.00,,"R3E2R3E2","SSI",,,,,,
"R3E2/R3E2/FF64-0E70-0004-01-1CA000.c2.csv",26 Jan 2016 07:17:38,"FF64-0E70-0004-01-1CA000",2016-01-26 07:14:00,"USD/RUB","FX Spot","Spot","EBSD","SWEEP","FF64-0E70-0004-01",,"5","0100-2400-0016","LN2-1446722297770-5",,"T","S",1000000,"USD","N",52750200.00,"RUB",2016-01-26,2016-01-26,,2016-01-28,,52.7502,"52.7502",,,"R3E2","Tel Aviv Tokyo Auto RFQ LC 5 PC","R3E2","R3E2","LN6","RUB",52750200.00,,"R3E2R3E2","SSI",,,,,,"LCRE","Tel Aviv Tokyo Auto RFQ LC SPOT","LCRE","LPRD",,"USD",1000000,,"LCRELCRE","SSI",,,,,,
"LCPN/LCPN/FF64-0E70-0001-01-100000.c2.csv",26 Jan 2016 07:17:38,"FF64-0E70-0001-01-100000",2016-01-26 07:14:00,"USD/CHF","FX Spot","Spot","EBSD","SWEEP","FF64-0E70-0001-01",,"2","0100-2400-0013","LN2-1446721379487-2",,"T","B",1000000,"USD","N",990100.00,"CHF",2016-01-26,2016-01-26,,2016-01-28,,0.99010,"0.99010",,,"LCPN","Tel Aviv Per LC14 SPOT","LCPN","LCPN","LN1","USD",1000000,,"LCPNLCPN","SSI",,,,,,"LPRP","Tel Aviv Tokyo Auto RFQ LPR 8 LP","LPRP","PL21",,"CHF",990100.00,,"LPRPLPRP","SSI",,,,,,
"LCPO/LCPO/FF64-0E70-0002-01-100000.c2.csv",26 Jan 2016 07:17:38,"FF64-0E70-0002-01-100000",2016-01-26 07:14:00,"USD/CHF","FX Spot","Spot","EBSD","SWEEP","FF64-0E70-0002-01",,"3","0100-2400-0014","LN2-1446721464277-3",,"T","S",1000000,"USD","N",990080.00,"CHF",2016-01-26,2016-01-26,,2016-01-28,,0.99008,"0.99008",,,"LCPO","Tel Aviv Per LC15 SPOT","LCPO","LCPO","LN4","CHF",990080.00,,"LCPOLCPO","SSI",,,,,,"LPRP","Tel Aviv Tokyo Auto RFQ LPR 8 LP","LPRP","PL22",,"USD",1000000,,"LPRPLPRP","SSI",,,,,,
"LCPL/LCPL/FF64-0E6D-000A-01-100000.c2.csv",26 Jan 2016 07:17:38,"FF64-0E6D-000A-01-100000",2016-01-26 07:14:00,"AUD/CAD","FX Spot","Spot","EBSD","SWEEP","FF64-0E6D-000A-01",,"9","0100-2400-000B","LN2-1446716515210-9",,"T","B",1000000,"AUD","N",1024400.00,"CAD",2016-01-26,2016-01-26,,2016-01-28,,1.02440,"1.02440",,,"LCPL","Tel Aviv Per LC12 SPOT","LCPL","LCPL","LN2","AUD",1000000,,"LCPLLCPL","SSI",,,,,,"ZHBC","Tel Aviv LPR LP1 SPOT Performanc","LPRA","LPRA",,"CAD",1024400.00,,"LPRALPRA","SSI",,,,,,
"LCPM/LCPM/FF64-0E70-002E-05-100000.c2.csv",26 Jan 2016 07:17:38,"FF64-0E70-002E-05-100000",2016-01-26 07:14:00,"AUD/CAD","FX Spot","Spot","EBSD","SWEEP","FF64-0E70-002E-05",,"34289326_11","0100-2900-0024","LN2-1446975088802-3",,"T","S",5000000,"AUD","N",4822600.00,"CAD",2016-01-26,2016-01-26,,2016-01-28,,0.96452,"0.96452",,,"LCPM","Tel Aviv Per LC13 SPOT","LCPM","LCPM","L02","CAD",4822600.00,,"LCPMLCPM","SSI",,,,,,"ZBOA","Tel Aviv LPR LP2 SPOT Performanc","LPRB","LPRB",,"AUD",5000000,,"LPRBLPRB","SSI",,,,,,
"1PSE/1PDE/FF0A-0014-0000-1G-100000.c2.csv",26 Jan 2016 07:17:38,"FF0A-0014-0000-1G-100001",2016-01-26 07:14:00,"USD/RUB","FX Swap","Spot","EBSD","RFQ","FF0A-0014-0000-1G",,"53157996_15","0100-2800-0003","IS1-1446734757962-9",,"T","S",1000000,"USD","N",52799000.00,"RUB",2016-01-26,2016-01-26,,2016-01-28,-0.098000,52.799000,"52.799000",52.7990,0,"1PSE","Tel Aviv PB LC RFQ Performance","1PDE","RA81",,"RUB",52799000.00,,"PDE1PDE1","SSI",,,,,,"ZRBS","Tel Aviv LPR LP4 SPOT Performanc","LPRD","LPRI",,"USD",1000000,,"LPRDLPRD","SSI",,,,,,
"1PSE/1PDE/FF0A-0014-0000-1G-100000.c2.csv",26 Jan 2016 07:17:38,"FF0A-0014-0000-1G-100002",2016-01-26 07:14:00,"USD/RUB","FX Swap","Broken","EBSD","RFQ","FF0A-0014-0000-1G",,"53157996_15","0100-2800-0003","IS1-1446734757962-9",,"T","B",1000000,"USD","N",52701000.00,"RUB",2016-01-26,2016-01-26,,2016-01-28,-0.098000,52.701000,"52.701000",52.7990,-0.098000,"1PSE","Tel Aviv PB LC RFQ Performance","1PDE","RA81",,"USD",1000000,,"PDE1PDE1","SSI",,,,,,"ZRBS","Tel Aviv LPR LP4 SPOT Performanc","LPRD","LPRI",,"RUB",52701000.00,,"LPRDLPRD","SSI",,,,,,
"1PSE/1PDE/FF0A-0014-0000-1G-1BC000.c2.csv",26 Jan 2016 07:17:38,"FF0A-0014-0000-1G-1BC001",2016-01-26 07:14:00,"USD/RUB","FX Swap","Spot","EBSD","RFQ","FF0A-0014-0000-1G",,"53157996_15","0100-2800-0003","IS1-1446734757962-9",,"T","B",1000000,"USD","N",52799000.00,"RUB",2016-01-26,2016-01-26,,2016-01-28,-0.098000,52.799000,"52.799000",52.7990,0,"1PSE","Tel Aviv PB LC RFQ Performance","1PDE","RA81",,"USD",1000000,,"PDE1PDE1","SSI",,,,,,"RA81","Tel Aviv PC LC RFQ Performance","RA81","LPRI","RA1","RUB",52799000.00,,"RA81RA81","SSI",,,,,,
"1PSE/1PDE/FF0A-0014-0000-1G-1BC000.c2.csv",26 Jan 2016 07:17:38,"FF0A-0014-0000-1G-1BC002",2016-01-26 07:14:00,"USD/RUB","FX Swap","Broken","EBSD","RFQ","FF0A-0014-0000-1G",,"53157996_15","0100-2800-0003","IS1-1446734757962-9",,"T","S",1000000,"USD","N",52701000.00,"RUB",2016-01-26,2016-01-26,,2016-01-28,-0.098000,52.701000,"52.701000",52.7990,-0.098000,"1PSE","Tel Aviv PB LC RFQ Performance","1PDE","RA81",,"RUB",52701000.00,,"PDE1PDE1","SSI",,,,,,"RA81","Tel Aviv PC LC RFQ Performance","RA81","LPRI","RA1","USD",1000000,,"RA81RA81","SSI",,,,,,
"RA81/RA81/FF0A-0014-0000-1G-1CA000.c2.csv",26 Jan 2016 07:17:38,"FF0A-0014-0000-1G-1CA001",2016-01-26 07:14:00,"USD/RUB","FX Swap","Spot","EBSD","RFQ","FF0A-0014-0000-1G",,"53157996_15","0100-2800-0003","IS1-1446734757962-9",,"T","S",1000000,"USD","N",52799000.00,"RUB",2016-01-26,2016-01-26,,2016-01-28,-0.098000,52.799000,"52.799000",52.7990,0,"RA81","Tel Aviv PC LC RFQ Performance","RA81","RA81","RA1","RUB",52799000.00,,"RA81RA81","SSI",,,,,,"LPDE","Tel Aviv SPOT LC RFQ Performance","LPDE","LPRI",,"USD",1000000,,"LPDELPDE","SSI",,,,,,
"RA81/RA81/FF0A-0014-0000-1G-1CA000.c2.csv",26 Jan 2016 07:17:38,"FF0A-0014-0000-1G-1CA002",2016-01-26 07:14:00,"USD/RUB","FX Swap","Broken","EBSD","RFQ","FF0A-0014-0000-1G",,"53157996_15","0100-2800-0003","IS1-1446734757962-9",,"T","B",1000000,"USD","N",52701000.00,"RUB",2016-01-26,2016-01-26,,2016-01-28,-0.098000,52.701000,"52.701000",52.7990,-0.098000,"RA81","Tel Aviv PC LC RFQ Performance","RA81","RA81","RA1","USD",1000000,,"RA81RA81","SSI",,,,,,"LPDE","Tel Aviv SPOT LC RFQ Performance","LPDE","LPRI",,"RUB",52701000.00,,"LPDELPDE","SSI",,,,,,
"4CRJ/4CRJ/FF0A-0014-9999-99-100000.c2.csv",26 Jan 2016 07:17:38,"FF0A-0014-9999-99-100001",2016-01-26 07:14:00,"EUR/JPY","FX Swap","Spot","EBSD","RFQ","FF0A-0014-9999-99",,"46243997_6","0100-2400-0026","LN2-1446727843975-8",,"T","B",1000000,"EUR","N",129399000.00,"JPY",2016-01-26,2016-01-26,,2016-01-28,0.150000,129.399000,"129.399000",129.399,0,"4CRJ","Tel Aviv London Auto RFQ LC 10 S","4CRJ","R4J1",,"EUR",1000000,,"CRJ4CRJ4","SSI",,,,,,"ZSCB","Tel Aviv LPR LP3 SPOT Performanc","LPRC","LPRC",,"JPY",129399000.00,,"LPRCLPRC","SSI",,,,,,
"4CRJ/4CRJ/FF0A-0014-9999-99-100000.c2.csv",26 Jan 2016 07:17:38,"FF0A-0014-9999-99-100002",2016-01-26 07:14:00,"EUR/JPY","FX Swap","1Wk","EBSD","RFQ","FF0A-0014-9999-99",,"46243997_6","0100-2400-0026","LN2-1446727843975-8",,"T","S",1000000,"EUR","N",129549000.00,"JPY",2016-01-26,2016-01-26,,2016-01-28,0.150000,129.549000,"129.549000",129.399,0.150000,"4CRJ","Tel Aviv London Auto RFQ LC 10 S","4CRJ","R4J1",,"JPY",129549000.00,,"CRJ4CRJ4","SSI",,,,,,"ZSCB","Tel Aviv LPR LP3 SPOT Performanc","LPRC","LPRC",,"EUR",1000000,,"LPRCLPRC","SSI",,,,,,
