id,date,CORE,CSV_COMMON,CSV_MYT,JSON_SAPPHIRE
2673,TICKET_ID_WAITING_4KOGAN,0.643,0.823,,2.378
2674,TICKET_ID_WAITING_4KOGAN,0.642,0.822,,2.378
2675,TICKET_ID_WAITING_4KOGAN,0.64,0.82,,2.378
2676,TICKET_ID_WAITING_4KOGAN,0.639,0.82,,2.377
2677,TICKET_ID_WAITING_4KOGAN,0.636,0.82,,2.375
2678,TICKET_ID_WAITING_4KOGAN,0.636,0.818,,2.377
2679,TICKET_ID_WAITING_4KOGAN,0.634,0.818,,2.371
2680,TICKET_ID_WAITING_4KOGAN,0.633,0.817,,2.371
2681,TICKET_ID_WAITING_4KOGAN,0.631,0.816,,2.371
2682,TICKET_ID_WAITING_4KOGAN,0.63,0.815,,2.371
2683,TICKET_ID_WAITING_4KOGAN,0.628,0.814,,2.372
2684,TICKET_ID_WAITING_4KOGAN,0.626,0.811,,2.373
2685,TICKET_ID_WAITING_4KOGAN,0.624,0.809,,2.373
2686,TICKET_ID_WAITING_4KOGAN,0.622,0.809,,2.372
2687,TICKET_ID_WAITING_4KOGAN,0.621,0.809,,2.372
2688,TICKET_ID_WAITING_4KOGAN,0.62,0.809,,2.37
2689,TICKET_ID_WAITING_4KOGAN,0.618,0.807,,2.371
2690,TICKET_ID_WAITING_4KOGAN,0.616,0.807,,2.371
2691,TICKET_ID_WAITING_4KOGAN,0.615,0.805,,2.372
2692,TICKET_ID_WAITING_4KOGAN,0.613,0.805,,2.371
2693,TICKET_ID_WAITING_4KOGAN,0.611,0.804,,2.371
2694,TICKET_ID_WAITING_4KOGAN,0.61,0.802,,2.37
2695,TICKET_ID_WAITING_4KOGAN,0.609,0.802,,2.369
2696,TICKET_ID_WAITING_4KOGAN,0.607,0.801,,2.369
2697,TICKET_ID_WAITING_4KOGAN,0.606,0.801,,2.37
2698,TICKET_ID_WAITING_4KOGAN,0.604,0.801,,2.37
2699,TICKET_ID_WAITING_4KOGAN,0.603,0.799,,2.369
2700,TICKET_ID_WAITING_4KOGAN,0.601,0.798,,2.368
2701,TICKET_ID_WAITING_4KOGAN,0.599,0.798,,2.368
2702,TICKET_ID_WAITING_4KOGAN,0.598,0.796,,2.368
2703,TICKET_ID_WAITING_4KOGAN,0.596,0.795,,2.367
2704,TICKET_ID_WAITING_4KOGAN,0.594,0.794,,2.366
2705,TICKET_ID_WAITING_4KOGAN,0.593,0.794,,2.366
2706,TICKET_ID_WAITING_4KOGAN,0.591,0.792,,2.365
2707,TICKET_ID_WAITING_4KOGAN,0.59,0.792,,2.365
2708,TICKET_ID_WAITING_4KOGAN,0.588,0.791,,2.365
2709,TICKET_ID_WAITING_4KOGAN,0.586,0.789,,2.364
2710,TICKET_ID_WAITING_4KOGAN,0.585,0.788,,2.365
2711,TICKET_ID_WAITING_4KOGAN,0.583,0.788,,2.364
2712,TICKET_ID_WAITING_4KOGAN,0.581,0.788,,2.363
2713,TICKET_ID_WAITING_4KOGAN,0.579,0.787,,2.362
2714,TICKET_ID_WAITING_4KOGAN,0.577,0.786,,2.362
2715,TICKET_ID_WAITING_4KOGAN,0.576,0.784,,2.362
2716,TICKET_ID_WAITING_4KOGAN,0.574,0.784,,2.356
2717,TICKET_ID_WAITING_4KOGAN,0.573,0.783,,2.357
2718,TICKET_ID_WAITING_4KOGAN,0.572,0.783,,2.358
2719,TICKET_ID_WAITING_4KOGAN,0.57,0.782,,2.359
2720,TICKET_ID_WAITING_4KOGAN,0.569,0.781,,2.36
2721,TICKET_ID_WAITING_4KOGAN,0.567,0.78,,2.36
2722,TICKET_ID_WAITING_4KOGAN,0.566,0.779,,2.361
2723,TICKET_ID_WAITING_4KOGAN,0.564,0.778,,2.361
2724,TICKET_ID_WAITING_4KOGAN,0.563,0.776,,2.36
2725,TICKET_ID_WAITING_4KOGAN,0.561,0.776,,2.36
2726,TICKET_ID_WAITING_4KOGAN,0.56,0.776,,2.359
2727,TICKET_ID_WAITING_4KOGAN,0.558,0.775,,2.359
2728,TICKET_ID_WAITING_4KOGAN,0.556,0.775,,2.358
2729,TICKET_ID_WAITING_4KOGAN,0.555,0.773,,2.358
2730,TICKET_ID_WAITING_4KOGAN,0.553,0.772,,2.357
2731,TICKET_ID_WAITING_4KOGAN,0.551,0.772,,2.356
2732,TICKET_ID_WAITING_4KOGAN,0.55,0.771,,2.357
2733,TICKET_ID_WAITING_4KOGAN,0.548,0.771,,2.356
2734,TICKET_ID_WAITING_4KOGAN,0.547,0.769,,2.356
2735,TICKET_ID_WAITING_4KOGAN,0.545,0.769,,2.355
2736,TICKET_ID_WAITING_4KOGAN,0.543,0.767,,2.355
2737,TICKET_ID_WAITING_4KOGAN,0.541,0.761,,2.355
2738,TICKET_ID_WAITING_4KOGAN,0.54,0.762,,2.354
2739,TICKET_ID_WAITING_4KOGAN,0.538,0.763,,2.353
2740,TICKET_ID_WAITING_4KOGAN,0.536,0.762,,2.353
2741,TICKET_ID_WAITING_4KOGAN,0.535,0.762,,2.353
2742,TICKET_ID_WAITING_4KOGAN,0.533,0.762,,2.352
2743,TICKET_ID_WAITING_4KOGAN,0.531,0.762,,2.352
2744,TICKET_ID_WAITING_4KOGAN,0.53,0.76,,2.351
2745,TICKET_ID_WAITING_4KOGAN,0.528,0.759,,2.352
2746,TICKET_ID_WAITING_4KOGAN,0.527,0.759,,2.351
2747,TICKET_ID_WAITING_4KOGAN,0.526,0.759,,2.351
2748,TICKET_ID_WAITING_4KOGAN,0.524,0.758,,2.35
2749,TICKET_ID_WAITING_4KOGAN,0.522,0.757,,2.349
2750,TICKET_ID_WAITING_4KOGAN,0.521,0.756,,2.349
2751,TICKET_ID_WAITING_4KOGAN,0.519,0.754,,2.349
2752,TICKET_ID_WAITING_4KOGAN,0.518,0.754,,2.349
2753,TICKET_ID_WAITING_4KOGAN,0.516,0.752,,2.348
2754,TICKET_ID_WAITING_4KOGAN,0.514,0.752,,2.348
2755,TICKET_ID_WAITING_4KOGAN,0.513,0.751,,2.347
2756,TICKET_ID_WAITING_4KOGAN,0.511,0.748,,2.347
2757,TICKET_ID_WAITING_4KOGAN,0.51,0.748,,2.347
2758,TICKET_ID_WAITING_4KOGAN,0.508,0.747,,2.348
2759,TICKET_ID_WAITING_4KOGAN,0.507,0.745,,2.347
2760,TICKET_ID_WAITING_4KOGAN,0.505,0.745,,2.346
2761,TICKET_ID_WAITING_4KOGAN,0.504,0.743,,2.346
2762,TICKET_ID_WAITING_4KOGAN,0.502,0.742,,2.346
2763,TICKET_ID_WAITING_4KOGAN,0.5,0.742,,2.346
2764,TICKET_ID_WAITING_4KOGAN,0.499,0.74,,2.345
2765,TICKET_ID_WAITING_4KOGAN,0.497,0.739,,2.345
2766,TICKET_ID_WAITING_4KOGAN,0.496,0.738,,2.344
2767,TICKET_ID_WAITING_4KOGAN,0.494,0.738,,2.344
2768,TICKET_ID_WAITING_4KOGAN,0.493,0.736,,2.344
2769,TICKET_ID_WAITING_4KOGAN,0.491,0.735,,2.344
2770,TICKET_ID_WAITING_4KOGAN,0.49,0.734,,2.343
2771,TICKET_ID_WAITING_4KOGAN,0.488,0.732,,2.343
2772,TICKET_ID_WAITING_4KOGAN,0.487,0.732,,2.342
2773,TICKET_ID_WAITING_4KOGAN,0.485,0.731,,2.343
2774,TICKET_ID_WAITING_4KOGAN,0.484,0.73,,2.342
2775,TICKET_ID_WAITING_4KOGAN,0.482,0.728,,2.343
2776,TICKET_ID_WAITING_4KOGAN,0.481,0.727,,2.341
2777,TICKET_ID_WAITING_4KOGAN,0.479,0.728,,2.341
2778,TICKET_ID_WAITING_4KOGAN,0.478,0.726,,2.34
2779,TICKET_ID_WAITING_4KOGAN,0.477,0.725,,2.34
2780,TICKET_ID_WAITING_4KOGAN,0.475,0.725,,2.34
2781,TICKET_ID_WAITING_4KOGAN,0.474,0.723,,2.34
2782,TICKET_ID_WAITING_4KOGAN,0.472,0.722,,2.34
2783,TICKET_ID_WAITING_4KOGAN,0.471,0.722,,2.339
2784,TICKET_ID_WAITING_4KOGAN,0.469,0.72,,2.339
2785,TICKET_ID_WAITING_4KOGAN,0.468,0.72,,2.339
2786,TICKET_ID_WAITING_4KOGAN,0.466,0.717,,2.339
2787,TICKET_ID_WAITING_4KOGAN,0.465,0.716,,2.339
2788,TICKET_ID_WAITING_4KOGAN,0.463,0.716,,2.339
2789,TICKET_ID_WAITING_4KOGAN,0.462,0.715,,2.338
2790,TICKET_ID_WAITING_4KOGAN,0.461,0.714,,2.338
2791,TICKET_ID_WAITING_4KOGAN,0.459,0.714,,2.337
2792,TICKET_ID_WAITING_4KOGAN,0.458,0.713,,2.338
2793,TICKET_ID_WAITING_4KOGAN,0.456,0.713,,2.332
2794,TICKET_ID_WAITING_4KOGAN,0.454,0.712,,2.333
2795,TICKET_ID_WAITING_4KOGAN,0.453,0.71,,2.334
2796,TICKET_ID_WAITING_4KOGAN,0.452,0.708,,2.335
2797,TICKET_ID_WAITING_4KOGAN,0.45,0.707,,2.336
2798,TICKET_ID_WAITING_4KOGAN,0.448,0.707,,2.337
2799,TICKET_ID_WAITING_4KOGAN,0.447,0.705,,2.336
2800,TICKET_ID_WAITING_4KOGAN,0.445,0.705,,2.335
2801,TICKET_ID_WAITING_4KOGAN,0.444,0.703,,2.335
2802,TICKET_ID_WAITING_4KOGAN,0.442,0.703,,2.334
2803,TICKET_ID_WAITING_4KOGAN,0.441,0.702,,2.334
2804,TICKET_ID_WAITING_4KOGAN,0.439,0.7,,2.334
2805,TICKET_ID_WAITING_4KOGAN,0.437,0.7,,2.333
2806,TICKET_ID_WAITING_4KOGAN,0.436,0.698,,2.334
2807,TICKET_ID_WAITING_4KOGAN,0.434,0.698,,2.333
2808,TICKET_ID_WAITING_4KOGAN,0.432,0.697,,2.333
2809,TICKET_ID_WAITING_4KOGAN,0.431,0.696,,2.332
2810,TICKET_ID_WAITING_4KOGAN,0.429,0.696,,2.332
2811,TICKET_ID_WAITING_4KOGAN,0.428,0.694,,2.332
2812,TICKET_ID_WAITING_4KOGAN,0.426,0.694,,2.332
2813,TICKET_ID_WAITING_4KOGAN,0.425,0.693,,2.331
2814,TICKET_ID_WAITING_4KOGAN,0.423,0.692,,2.331
2815,TICKET_ID_WAITING_4KOGAN,0.422,0.691,,2.331
2816,TICKET_ID_WAITING_4KOGAN,0.42,0.689,,2.33
2817,TICKET_ID_WAITING_4KOGAN,0.418,0.688,,2.33
2818,TICKET_ID_WAITING_4KOGAN,0.417,0.688,,2.33
2819,TICKET_ID_WAITING_4KOGAN,0.414,0.686,,2.328
2820,TICKET_ID_WAITING_4KOGAN,0.413,0.685,,2.328
2821,TICKET_ID_WAITING_4KOGAN,0.411,0.683,,2.328
2822,TICKET_ID_WAITING_4KOGAN,0.409,0.683,,2.328
2823,TICKET_ID_WAITING_4KOGAN,0.408,0.682,,2.327
2824,TICKET_ID_WAITING_4KOGAN,0.406,0.68,,2.326
2825,TICKET_ID_WAITING_4KOGAN,0.404,0.68,,2.325
2826,TICKET_ID_WAITING_4KOGAN,0.402,0.678,,2.326
2827,TICKET_ID_WAITING_4KOGAN,0.402,0.677,,2.325
2828,TICKET_ID_WAITING_4KOGAN,0.4,0.677,,2.325
2829,TICKET_ID_WAITING_4KOGAN,0.399,0.676,,2.324
2830,TICKET_ID_WAITING_4KOGAN,0.397,0.676,,2.324
2831,TICKET_ID_WAITING_4KOGAN,0.396,0.673,,2.323
2832,TICKET_ID_WAITING_4KOGAN,0.394,0.673,,2.323
2833,TICKET_ID_WAITING_4KOGAN,0.393,0.673,,2.323
2834,TICKET_ID_WAITING_4KOGAN,0.391,0.671,,2.322
2835,TICKET_ID_WAITING_4KOGAN,0.39,0.67,,2.322
2836,TICKET_ID_WAITING_4KOGAN,0.388,0.668,,2.321
2837,TICKET_ID_WAITING_4KOGAN,0.387,0.668,,2.321
2838,TICKET_ID_WAITING_4KOGAN,0.385,0.667,,2.321
2839,TICKET_ID_WAITING_4KOGAN,0.383,0.666,,2.32
2840,TICKET_ID_WAITING_4KOGAN,0.381,0.665,,2.32
2841,TICKET_ID_WAITING_4KOGAN,0.38,0.663,,2.32
2842,TICKET_ID_WAITING_4KOGAN,0.378,0.663,,2.319
2843,TICKET_ID_WAITING_4KOGAN,0.377,0.662,,2.319
2844,TICKET_ID_WAITING_4KOGAN,0.375,0.66,,2.319
2845,TICKET_ID_WAITING_4KOGAN,0.373,0.66,,2.318
2846,TICKET_ID_WAITING_4KOGAN,0.372,0.658,,2.319
2847,TICKET_ID_WAITING_4KOGAN,0.37,0.658,,2.318
2848,TICKET_ID_WAITING_4KOGAN,0.368,0.658,,2.316
2849,TICKET_ID_WAITING_4KOGAN,0.367,0.656,,2.316
2850,TICKET_ID_WAITING_4KOGAN,0.365,0.654,,2.316
2851,TICKET_ID_WAITING_4KOGAN,0.364,0.653,,2.316
2852,TICKET_ID_WAITING_4KOGAN,0.362,0.651,,2.316
2853,TICKET_ID_WAITING_4KOGAN,0.36,0.649,,2.315
2854,TICKET_ID_WAITING_4KOGAN,0.359,0.648,,2.315
2855,TICKET_ID_WAITING_4KOGAN,0.357,0.648,,2.315
2856,TICKET_ID_WAITING_4KOGAN,0.356,0.647,,2.314
2857,TICKET_ID_WAITING_4KOGAN,0.354,0.645,,2.314
2858,TICKET_ID_WAITING_4KOGAN,0.353,0.644,,2.314
2859,TICKET_ID_WAITING_4KOGAN,0.351,0.643,,2.314
2860,TICKET_ID_WAITING_4KOGAN,0.35,0.641,,2.313
2861,TICKET_ID_WAITING_4KOGAN,0.349,0.642,,2.313
2862,TICKET_ID_WAITING_4KOGAN,0.347,0.64,,2.312
2863,TICKET_ID_WAITING_4KOGAN,0.345,0.639,,2.313
2864,TICKET_ID_WAITING_4KOGAN,0.344,0.639,,2.312
2865,TICKET_ID_WAITING_4KOGAN,0.342,0.636,,2.311
2866,TICKET_ID_WAITING_4KOGAN,0.341,0.635,,2.311
2867,TICKET_ID_WAITING_4KOGAN,0.339,0.635,,2.31
2868,TICKET_ID_WAITING_4KOGAN,0.338,0.635,,2.31
2869,TICKET_ID_WAITING_4KOGAN,0.336,0.64,,2.311
2870,TICKET_ID_WAITING_4KOGAN,0.335,0.639,,2.31
2871,TICKET_ID_WAITING_4KOGAN,0.333,0.638,,2.309
2872,TICKET_ID_WAITING_4KOGAN,0.332,0.637,,2.309
2873,TICKET_ID_WAITING_4KOGAN,0.329,0.635,,2.308
2874,TICKET_ID_WAITING_4KOGAN,0.328,0.635,,2.307
2875,TICKET_ID_WAITING_4KOGAN,0.326,0.633,,2.307
2876,TICKET_ID_WAITING_4KOGAN,0.325,0.633,,2.307
2877,TICKET_ID_WAITING_4KOGAN,0.323,0.632,,2.307
2878,TICKET_ID_WAITING_4KOGAN,0.322,0.629,,2.306
2879,TICKET_ID_WAITING_4KOGAN,0.321,0.628,,2.306
2880,TICKET_ID_WAITING_4KOGAN,0.319,0.628,,2.305
2881,TICKET_ID_WAITING_4KOGAN,0.318,0.627,,2.306
2882,TICKET_ID_WAITING_4KOGAN,0.316,0.627,,2.306
2883,TICKET_ID_WAITING_4KOGAN,0.315,0.625,,2.305
2884,TICKET_ID_WAITING_4KOGAN,0.313,0.625,,2.305
2885,TICKET_ID_WAITING_4KOGAN,0.312,0.623,,2.304
2886,TICKET_ID_WAITING_4KOGAN,0.31,0.623,,2.304
2887,TICKET_ID_WAITING_4KOGAN,0.309,0.622,,2.303
2888,TICKET_ID_WAITING_4KOGAN,0.307,0.621,,2.303
2889,TICKET_ID_WAITING_4KOGAN,0.306,0.621,,2.303
2890,TICKET_ID_WAITING_4KOGAN,0.304,0.618,,2.302
2891,TICKET_ID_WAITING_4KOGAN,0.302,0.618,,2.302
2892,TICKET_ID_WAITING_4KOGAN,0.301,0.618,,2.301
2893,TICKET_ID_WAITING_4KOGAN,0.299,0.615,,2.3
2894,TICKET_ID_WAITING_4KOGAN,0.297,0.615,,2.3
2895,TICKET_ID_WAITING_4KOGAN,0.296,0.614,,2.299
2896,TICKET_ID_WAITING_4KOGAN,0.295,0.612,,2.296
2897,TICKET_ID_WAITING_4KOGAN,0.293,0.612,,2.297
2898,TICKET_ID_WAITING_4KOGAN,0.292,0.611,,2.297
2899,TICKET_ID_WAITING_4KOGAN,0.29,0.609,,2.297
2900,TICKET_ID_WAITING_4KOGAN,0.288,0.608,,2.295
2901,TICKET_ID_WAITING_4KOGAN,0.287,0.607,,2.295
2902,TICKET_ID_WAITING_4KOGAN,0.286,0.606,,2.296
2903,TICKET_ID_WAITING_4KOGAN,0.284,0.605,,2.296
2904,TICKET_ID_WAITING_4KOGAN,0.282,0.604,,2.295
2905,TICKET_ID_WAITING_4KOGAN,0.281,0.603,,2.295
2906,TICKET_ID_WAITING_4KOGAN,0.279,0.602,,2.295
2907,TICKET_ID_WAITING_4KOGAN,0.277,0.601,,2.294
2908,TICKET_ID_WAITING_4KOGAN,0.275,0.599,,2.294
2909,TICKET_ID_WAITING_4KOGAN,0.274,0.6,,2.292
2910,TICKET_ID_WAITING_4KOGAN,0.272,0.598,,2.293
2911,TICKET_ID_WAITING_4KOGAN,0.27,0.597,,2.291
2912,TICKET_ID_WAITING_4KOGAN,0.269,0.597,,2.291
2913,TICKET_ID_WAITING_4KOGAN,0.267,0.596,,2.29
2914,TICKET_ID_WAITING_4KOGAN,0.265,0.596,,2.29
2915,TICKET_ID_WAITING_4KOGAN,0.264,0.594,,2.289
2916,TICKET_ID_WAITING_4KOGAN,0.262,0.594,,2.289
2917,TICKET_ID_WAITING_4KOGAN,0.261,0.594,,2.289
2918,TICKET_ID_WAITING_4KOGAN,0.259,0.592,,2.288
2919,TICKET_ID_WAITING_4KOGAN,0.257,0.591,,2.288
2920,TICKET_ID_WAITING_4KOGAN,0.256,0.589,,2.287
2921,TICKET_ID_WAITING_4KOGAN,0.254,0.589,,2.286
2922,TICKET_ID_WAITING_4KOGAN,0.253,0.587,,2.286
2923,TICKET_ID_WAITING_4KOGAN,0.251,0.586,,2.285
2924,TICKET_ID_WAITING_4KOGAN,0.249,0.586,,2.286
2925,TICKET_ID_WAITING_4KOGAN,0.248,0.584,,2.285
2926,TICKET_ID_WAITING_4KOGAN,0.247,0.582,,2.284
2927,TICKET_ID_WAITING_4KOGAN,0.245,0.583,,2.283
2928,TICKET_ID_WAITING_4KOGAN,0.244,0.581,,2.284
2929,TICKET_ID_WAITING_4KOGAN,0.242,0.58,,2.282
2930,TICKET_ID_WAITING_4KOGAN,0.24,0.578,,2.282
2931,TICKET_ID_WAITING_4KOGAN,0.239,0.578,,2.282
2932,TICKET_ID_WAITING_4KOGAN,0.236,0.577,,2.282
2933,TICKET_ID_WAITING_4KOGAN,0.236,0.575,,2.28
2934,TICKET_ID_WAITING_4KOGAN,0.233,0.575,,2.28
2935,TICKET_ID_WAITING_4KOGAN,0.232,0.573,,2.28
2936,TICKET_ID_WAITING_4KOGAN,0.23,0.573,,2.279
2937,TICKET_ID_WAITING_4KOGAN,0.229,0.571,,2.279
2938,TICKET_ID_WAITING_4KOGAN,0.227,0.57,,2.279
2939,TICKET_ID_WAITING_4KOGAN,0.226,0.57,,2.278
2940,TICKET_ID_WAITING_4KOGAN,0.224,0.569,,2.278
2941,TICKET_ID_WAITING_4KOGAN,0.223,0.568,,2.277
2942,TICKET_ID_WAITING_4KOGAN,0.221,0.568,,2.278
2943,TICKET_ID_WAITING_4KOGAN,0.22,0.566,,2.277
2944,TICKET_ID_WAITING_4KOGAN,0.219,0.565,,2.277
2945,TICKET_ID_WAITING_4KOGAN,0.217,0.563,,2.277
2946,TICKET_ID_WAITING_4KOGAN,0.216,0.563,,2.276
2947,TICKET_ID_WAITING_4KOGAN,0.214,0.562,,2.275
2948,TICKET_ID_WAITING_4KOGAN,0.213,0.561,,2.276
2949,TICKET_ID_WAITING_4KOGAN,0.211,0.56,,2.276
2950,TICKET_ID_WAITING_4KOGAN,0.21,0.558,,2.274
2951,TICKET_ID_WAITING_4KOGAN,0.207,0.557,,2.273
2952,TICKET_ID_WAITING_4KOGAN,0.206,0.557,,2.271
2953,TICKET_ID_WAITING_4KOGAN,0.204,0.554,,2.272
2954,TICKET_ID_WAITING_4KOGAN,0.202,0.553,,2.271
2955,TICKET_ID_WAITING_4KOGAN,0.201,0.552,,2.271
2956,TICKET_ID_WAITING_4KOGAN,0.199,0.552,,2.271
2957,TICKET_ID_WAITING_4KOGAN,0.198,0.551,,2.27
2958,TICKET_ID_WAITING_4KOGAN,0.196,0.549,,2.27
2959,TICKET_ID_WAITING_4KOGAN,0.195,0.548,,2.27
2960,TICKET_ID_WAITING_4KOGAN,0.194,0.547,,2.27
2961,TICKET_ID_WAITING_4KOGAN,0.192,0.546,,2.269
2962,TICKET_ID_WAITING_4KOGAN,1.192,0.544,,2.262
2963,TICKET_ID_WAITING_4KOGAN,1.185,0.543,,2.262
2964,TICKET_ID_WAITING_4KOGAN,1.18,0.543,,2.258
2965,TICKET_ID_WAITING_4KOGAN,1.178,0.542,,2.257
2966,TICKET_ID_WAITING_4KOGAN,1.176,0.541,,2.256
2967,TICKET_ID_WAITING_4KOGAN,1.175,0.54,,2.256
2968,TICKET_ID_WAITING_4KOGAN,1.173,0.539,,2.255
2969,TICKET_ID_WAITING_4KOGAN,1.169,0.539,,2.253
2970,TICKET_ID_WAITING_4KOGAN,1.165,0.537,,2.249
2971,TICKET_ID_WAITING_4KOGAN,1.163,0.536,,2.249
2972,TICKET_ID_WAITING_4KOGAN,1.16,0.535,,2.248
2973,TICKET_ID_WAITING_4KOGAN,1.16,0.534,,2.247
2974,TICKET_ID_WAITING_4KOGAN,1.158,0.532,,2.247
2975,TICKET_ID_WAITING_4KOGAN,1.155,0.531,,2.244
2976,TICKET_ID_WAITING_4KOGAN,1.154,0.531,,2.245
2977,TICKET_ID_WAITING_4KOGAN,1.152,0.531,,2.244
2978,TICKET_ID_WAITING_4KOGAN,1.151,0.528,,2.244
2979,TICKET_ID_WAITING_4KOGAN,1.149,0.528,,2.243
2980,TICKET_ID_WAITING_4KOGAN,1.147,0.526,,2.242
2981,TICKET_ID_WAITING_4KOGAN,1.144,0.526,,2.24
2982,TICKET_ID_WAITING_4KOGAN,1.143,0.523,,2.24
2983,TICKET_ID_WAITING_4KOGAN,1.142,0.519,,2.241
2984,TICKET_ID_WAITING_4KOGAN,1.14,0.519,,2.24
2985,TICKET_ID_WAITING_4KOGAN,1.139,0.518,,2.24
2986,TICKET_ID_WAITING_4KOGAN,1.137,0.516,,2.239
2987,TICKET_ID_WAITING_4KOGAN,1.136,0.514,,2.239
2988,TICKET_ID_WAITING_4KOGAN,1.134,0.512,,2.239
2989,TICKET_ID_WAITING_4KOGAN,1.133,0.512,,2.238
2990,TICKET_ID_WAITING_4KOGAN,1.132,0.511,,2.238
2991,TICKET_ID_WAITING_4KOGAN,1.13,0.511,,2.238
2992,TICKET_ID_WAITING_4KOGAN,1.129,0.51,,2.237
2993,TICKET_ID_WAITING_4KOGAN,1.127,0.505,,2.237
2994,TICKET_ID_WAITING_4KOGAN,1.126,0.504,,2.237
2995,TICKET_ID_WAITING_4KOGAN,1.125,0.504,,2.237
2996,TICKET_ID_WAITING_4KOGAN,1.123,0.503,,2.237
2997,TICKET_ID_WAITING_4KOGAN,1.122,0.501,,2.236
2998,TICKET_ID_WAITING_4KOGAN,1.12,0.5,,2.236
2999,TICKET_ID_WAITING_4KOGAN,1.12,0.499,,2.235
3000,TICKET_ID_WAITING_4KOGAN,1.119,0.499,,2.235
3001,TICKET_ID_WAITING_4KOGAN,1.117,0.499,,2.235
3002,TICKET_ID_WAITING_4KOGAN,1.115,0.498,,2.235
3003,TICKET_ID_WAITING_4KOGAN,1.114,0.497,,2.233
3004,TICKET_ID_WAITING_4KOGAN,1.112,0.496,,2.233
3005,TICKET_ID_WAITING_4KOGAN,1.111,0.496,,2.232
3006,TICKET_ID_WAITING_4KOGAN,1.109,0.495,,2.232
3007,TICKET_ID_WAITING_4KOGAN,1.108,0.494,,2.232
3008,TICKET_ID_WAITING_4KOGAN,1.106,0.493,,2.232
3009,TICKET_ID_WAITING_4KOGAN,1.105,0.492,,2.231
3010,TICKET_ID_WAITING_4KOGAN,1.103,0.497,,2.23
3011,TICKET_ID_WAITING_4KOGAN,1.102,0.495,,2.23
3012,TICKET_ID_WAITING_4KOGAN,1.1,0.494,,2.229
3013,TICKET_ID_WAITING_4KOGAN,1.098,0.492,,2.229
3014,TICKET_ID_WAITING_4KOGAN,1.097,0.492,,2.228
3015,TICKET_ID_WAITING_4KOGAN,1.095,0.491,,2.228
3016,TICKET_ID_WAITING_4KOGAN,1.094,0.491,,2.227
3017,TICKET_ID_WAITING_4KOGAN,1.092,0.49,,2.227
3018,TICKET_ID_WAITING_4KOGAN,1.091,0.489,,2.226
3019,TICKET_ID_WAITING_4KOGAN,1.089,0.488,,2.226
3020,TICKET_ID_WAITING_4KOGAN,1.088,0.488,,2.226
3021,TICKET_ID_WAITING_4KOGAN,1.086,0.487,,2.226
3022,TICKET_ID_WAITING_4KOGAN,1.085,0.486,,2.225
3023,TICKET_ID_WAITING_4KOGAN,1.083,0.484,,2.224
3024,TICKET_ID_WAITING_4KOGAN,1.081,0.483,,2.225
3025,TICKET_ID_WAITING_4KOGAN,1.08,0.482,,2.224
3026,TICKET_ID_WAITING_4KOGAN,1.078,0.482,,2.224
3027,TICKET_ID_WAITING_4KOGAN,1.077,0.48,,2.223
3028,TICKET_ID_WAITING_4KOGAN,1.076,0.479,,2.223
3029,TICKET_ID_WAITING_4KOGAN,1.074,0.479,,2.222
3030,TICKET_ID_WAITING_4KOGAN,1.073,0.477,,2.222
3031,TICKET_ID_WAITING_4KOGAN,1.071,0.477,,2.222
3032,TICKET_ID_WAITING_4KOGAN,1.069,0.476,,2.221
3033,TICKET_ID_WAITING_4KOGAN,1.068,0.475,,2.221
3034,TICKET_ID_WAITING_4KOGAN,1.066,0.475,,2.22
3035,TICKET_ID_WAITING_4KOGAN,1.065,0.473,,2.22
3036,TICKET_ID_WAITING_4KOGAN,1.063,0.472,,2.22
3037,TICKET_ID_WAITING_4KOGAN,1.062,0.472,,2.219
3038,TICKET_ID_WAITING_4KOGAN,1.06,0.471,,2.219
3039,TICKET_ID_WAITING_4KOGAN,1.059,0.47,,2.218
3040,TICKET_ID_WAITING_4KOGAN,1.057,0.47,,2.218
3041,TICKET_ID_WAITING_4KOGAN,1.056,0.47,,2.217
3042,TICKET_ID_WAITING_4KOGAN,1.055,0.469,,2.218
3043,TICKET_ID_WAITING_4KOGAN,1.053,0.467,,2.217
3044,TICKET_ID_WAITING_4KOGAN,1.051,0.465,,2.216
3045,TICKET_ID_WAITING_4KOGAN,1.05,0.464,,2.216
3046,TICKET_ID_WAITING_4KOGAN,1.048,0.463,,2.215
3047,TICKET_ID_WAITING_4KOGAN,1.047,0.463,,2.215
3048,TICKET_ID_WAITING_4KOGAN,1.045,0.461,,2.214
3049,TICKET_ID_WAITING_4KOGAN,1.044,0.461,,2.215
3050,TICKET_ID_WAITING_4KOGAN,1.042,0.46,,2.215
3051,TICKET_ID_WAITING_4KOGAN,1.041,0.46,,2.214
3052,TICKET_ID_WAITING_4KOGAN,1.039,0.458,,2.214
3053,TICKET_ID_WAITING_4KOGAN,1.038,0.458,,2.213
3054,TICKET_ID_WAITING_4KOGAN,1.035,0.457,,2.211
3055,TICKET_ID_WAITING_4KOGAN,1.033,0.456,,2.21
3056,TICKET_ID_WAITING_4KOGAN,1.031,0.455,,2.21
3057,TICKET_ID_WAITING_4KOGAN,1.03,0.454,,2.209
3058,TICKET_ID_WAITING_4KOGAN,1.028,0.453,,2.209
3059,TICKET_ID_WAITING_4KOGAN,1.027,0.452,,2.208
