ALGO_TYPE,ASSET_BASE,ASSET_COUNTER,AUDIT_ID,DOMAIN_ID,ECN,ECP_ACCOUNT,ECP_CLIENT,ECP_FLOOR,ECP_FLOOR_KEY,ECP_INSTITUTION,ECP_INSTITUTION_KEY,ECP_LEI,ECP_ORDER_ID,ECP_ROLE,ECP_TRADER,EFP_ACCOUNT,EFP_CLIENT,EFP_EBS_ORDER_ID,EFP_EXEC_SIDE,EFP_FLOOR,EFP_FLOOR_KEY,EFP_INSTITUTION,EFP_INSTITUTION_KEY,EFP_LEI,EFP_ORDER_ID,EFP_ROLE,EFP_TRADER,END_DATE,EXEC_ID,IND_UNSOLICITED,INSTR_PRODUCT_TYPE,INSTR_SEC_ID,INSTR_SYMBOL,IS_TERM_CCY,MARKET_SEGMENT,ORD_EXPOSURE,ORD_PX_PD,ORD_PX_PD_EXP,ORD_PX_SWAP_POINTS,ORD_PX_SWAP_POINTS_EXP,ORD_QUOTE_ID,ORD_QUOTE_REQUEST_ID,ORD_SIDE,ORD_SUBMITTER_TYPE,ORD_TIME_IN_FORCE,ORD_TYPE,PX_SWAP_POINTS,PX_SWAP_POINTS_EXP,SOURCE_ID,SPOT_SETTL_DATE,TRADE_DATE,TXN_TIME
4,EUR,AUD,11,0,2,PL01,,PL01,4243,PL01,1112,,,C,,LCPJ,,0100-1F00-002C,T,LCPJ,3877,LCPJ,944,,NOSced69fd7-e7d1-4478-af06-e3fe79da7c50,E,MT7,1452643200000,FF0A-0012-0000-2D,1,0,2228354,EUR/AUD,0,4,,,,,,,1,0,,1,0,,,1,1452816000000,1452643200000,1452694367504
4,EUR,AUD,40,0,2,PL01,,PL01,4243,PL01,1112,,,C,,LCPJ,,0100-1F00-002D,T,LCPJ,3877,LCPJ,944,,NOSced69fd7-e7d1-4478-af06-e3fe79da7c51,E,MT7,1452643200000,FF0A-0012-0000-2E,1,0,2228354,EUR/AUD,0,4,,,,,,,2,0,Manual,1,0,,,1,1452816000000,1452643200000,1452695635849
4,EUR,JPY,5,0,2,LPRE,,LPRE,4077,ZCBK,927,,,E,,LCLH,,0100-2700-0007,T,LCLH,4397,LCLH,1166,,LN2-1446733008758-5,E,LN2,1452643200000,FF0A-0014-0000-1A,1,2,335016427554,EUR/JPY,0,4,,,,,,,51590569985,0,,1,0,,,1,1452816000000,1452643200000,1452694367388
4,EUR,JPY,34,0,2,LPRE,,LPRE,4077,ZCBK,927,,,E,,LCLH,,0100-2700-0008,T,LCLH,4397,LCLH,1166,,LN2-1446733008758-6,E,LN2,1452643200000,FF0A-0014-0000-1B,1,2,335016427554,EUR/JPY,0,4,,,,,,,51590569986,0,Manual,1,0,,,1,1452816000000,1452643200000,1452695635698
4,EUR,USD,0,0,2,LPRL,,R4LA,4199,LPRL,888,,,C,,LCRI,,0100-0A00-0013,T,LCRI,4160,LCRI,909,,NOS-e3cafd0d-8fb3-4737-a4af-ad83d3b5e332,E,MYT,1452643200000,A7E8-2770-E32E-3A,1,2,2223335,EUR/USD,0,4,,,,,,,4,0,,1,0,,,1,1452816000000,1452643200000,1452694367246
4,EUR,CHF,24,0,2,LPRG,,LPRG,4079,ZCSF,963,,,E,,LCRI,,0100-2400-002F,T,LCRI,4160,LCRI,909,,LN2-1446729754415-3,E,LN7,1452643200000,FF0A-0014-0000-10,1,3,218424959893274658,EUR/CHF,0,4,,,,19995000,-8,,47262048257,1,,1,0,19995000,-8,1,1452816000000,1452643200000,1452694367684
4,EUR,USD,29,0,2,LPRL,,R4LA,4199,LPRL,888,,,C,,LCRI,,0100-0A00-0014,T,LCRI,4160,LCRI,909,,NOS-e3cafd0d-8fb3-4737-a4af-ad83d3b5e334,E,MYT,1452643200000,A7E8-2770-E32E-3B,1,2,2223335,EUR/USD,0,4,,,,,,,5,0,Manual,1,0,,,1,1452816000000,1452643200000,1452695635396
4,EUR,CHF,53,0,2,LPRG,,LPRG,4079,ZCSF,963,,,E,,LCRI,,0100-2400-002G,T,LCRI,4160,LCRI,909,,LN2-1446729754415-4,E,LN7,1452643200000,FF0A-0014-0000-11,1,3,218424959893274658,EUR/CHF,0,4,,,,19995000,-8,,47262048258,1,Manual,1,0,19995000,-8,1,1452816000000,1452643200000,1452695636165
4,EUR,JPY,20,0,2,LPRD,,LPRD,4076,ZRBS,926,,,E,,R4J2,,0100-2400-0024,T,R4J2,4195,R4J2,893,,LN2-1446727831927-6,C,L14,1452643200000,FF0A-0014-0000-07,1,3,19703626335879202,EUR/JPY,0,4,,,,-50000,-6,,47262048001,0,,1,0,-50000,-6,1,1452816000000,1452643200000,1452694367648
4,AUD,USD,21,0,2,PL02,,PL02,4244,PL02,1113,,,C,,LCPK,,0500-6000-000D,T,LCPK,3896,LCPK,945,,NOS-24b5b405-e3e0-4f80-8ff0-746c28ec7674,E,M12,1452643200000,7E4B-D159-2E3F-51,1,3,1114448,AUD/USD,0,4,,,,20015,-5,,2,0,,1,0,50000,-8,1,1452816000000,1452643200000,1452694367658
4,EUR,JPY,49,0,2,LPRD,,LPRD,4076,ZRBS,926,,,E,,R4J2,,0100-2400-0025,T,R4J2,4195,R4J2,893,,LN2-1446727831927-7,C,L14,1452643200000,FF0A-0014-0000-98,1,3,19703626335879202,EUR/JPY,0,4,,,,-50000,-6,,47262048002,0,Manual,1,0,-50000,-6,1,1452816000000,1452643200000,1452695636083
4,AUD,USD,50,0,2,PL02,,PL02,4244,PL02,1113,,,C,,LCPK,,0500-6000-000E,T,LCPK,3896,LCPK,945,,NOS-24b5b405-e3e0-4f80-8ff0-746c28ec7675,E,M12,1452643200000,7E4B-D159-2E3F-52,1,3,1114448,AUD/USD,0,4,,,,20015,-5,,3,0,Manual,1,0,50000,-8,1,1452816000000,1452643200000,1452695636103
4,USD,CAD,28,0,2,LPRL,,LPRL,4165,LPRL,888,,,E,,LCLA,,0500-6000-000D,T,LCLA,3946,LCLA,905,,NOS-24b5b405-e3e0-4f80-8ff0-746c28ec7674,E,MYT,1452643200000,E330-E7B0-C26B-52,1,3,1114448,USD/CAD,0,4,,,,20015,-5,,2,0,,1,0,50000,-8,1,1452816000000,1452643200000,1452694367713
4,USD,CAD,57,0,2,LPRL,,LPRL,4165,LPRL,888,,,E,,LCLA,,0500-6000-000E,T,LCLA,3946,LCLA,905,,NOS-24b5b405-e3e0-4f80-8ff0-746c28ec7675,E,MYT,1452643200000,E330-E7B0-C26B-53,1,3,1114448,USD/CAD,0,4,,,,20015,-5,,3,0,Manual,1,0,50000,-8,1,1452816000000,1452643200000,1452695636214
4,EUR,CHF,25,0,2,LPRH,,LPRH,4080,LPRH,1221,,,E,,LCRJ,,0100-2400-002E,T,LCRJ,4161,LCRJ,910,,LN2-1446729733199-2,E,LN8,1452643200000,FF0A-0014-0000-0F,1,3,18577357061521442,EUR/CHF,0,4,,,,105000,-8,,47262048257,0,,1,0,105000,-8,1,1452816000000,1452643200000,1452694367690
4,EUR,CHF,54,0,2,LPRH,,LPRH,4080,LPRH,1221,,,E,,LCRJ,,0100-2400-002F,T,LCRJ,4161,LCRJ,910,,LN2-1446729733199-3,E,LN8,1452643200000,FF0A-0014-0000-0G,1,3,18577357061521442,EUR/CHF,0,4,,,,105000,-8,,47262048258,0,Manual,1,0,105000,-8,1,1452816000000,1452643200000,1452695636181
4,EUR,JPY,19,0,2,LPRC,,LPRC,4075,ZSCB,961,,,E,,R4J1,,0100-2400-0025,T,R4J1,4194,R4J1,892,,LN2-1446727843975-7,C,L12,1452643200000,FF0A-0014-0000-08,1,3,19703626335879202,EUR/JPY,0,4,,,,150000,-6,,47262048001,1,,1,0,150000,-6,1,1452816000000,1452643200000,1452694367638
4,EUR,JPY,48,0,2,LPRC,,LPRC,4075,ZSCB,961,,,E,,R4J1,,0100-2400-0026,T,R4J1,4194,R4J1,892,,LN2-1446727843975-8,C,L12,1452643200000,FF0A-0014-9999-99,1,3,19703626335879202,EUR/JPY,0,4,,,,150000,-6,,47262048002,1,Manual,1,0,150000,-6,1,1452816000000,1452643200000,1452695636065
4,EUR,USD,1,0,2,LPRK,,R4KA,4201,LPRK,887,,,C,,RA78,,0100-2400-001E,T,RA78,4370,RA78,1053,,IS1-1446726366281-1,C,IS1,1452643200000,FF0A-0014-0000-04,1,2,8599306274,EUR/USD,0,4,,,,,,,47295611649,0,,1,0,,,1,1452816000000,1452643200000,1452694367300
4,USD,CNH,51,0,2,PL21,,PL21,4263,PL21,1132,,,C,,LCPN,,0100-2400-0029,T,LCPN,3915,LCPN,948,,LN2-1446728773277-11,E,LN9,1452643200000,FF0A-0014-0000-0C,1,3,38280974798520349,USD/CNH,1,4,,,,20100000,-8,,47262048002,1,Manual,1,0,20100000,-8,1,1452816000000,1452643200000,1452695636119
4,USD,JPY,32,0,2,LPRM,,R4MA,4200,LPRM,889,,,C,,LCPN,,0100-2700-0010,T,LCPN,3915,LCPN,948,,LN2-1446733626696-7,E,LN2,1452643200000,FF0A-0014-0000-1C,1,2,3332903600157,USD/JPY,0,4,,,,,,,51590569986,0,Manual,1,0,,,1,1452816000000,1452643200000,1452695635633
4,USD,CNH,22,0,2,PL21,,PL21,4263,PL21,1132,,,C,,LCPN,,0100-2400-0028,T,LCPN,3915,LCPN,948,,LN2-1446728773277-10,E,LN9,1452643200000,FF0A-0014-0000-0B,1,3,38280974798520349,USD/CNH,1,4,,,,20100000,-8,,47262048001,1,,1,0,20100000,-8,1,1452816000000,1452643200000,1452694367668
4,USD,JPY,3,0,2,LPRM,,R4MA,4200,LPRM,889,,,C,,LCPN,,0100-2700-0009,T,LCPN,3915,LCPN,948,,LN2-1446733626696-6,E,LN2,1452643200000,FF0A-0014-0000-1B,1,2,3332903600157,USD/JPY,0,4,,,,,,,51590569985,0,,1,0,,,1,1452816000000,1452643200000,1452694367364
4,USD,JPY,33,0,2,LPRJ,,R4JA,4198,LPRJ,886,,,C,,PL22,,0100-2400-0028,T,PL22,4264,PL22,1133,,LN2-1446727896679-0,C,LN2,1452643200000,FF0A-0014-0000-0B,1,2,575534596125,USD/JPY,0,4,,,,,,,47262048002,1,Manual,1,0,,,1,1452816000000,1452643200000,1452695635650
4,USD,JPY,4,0,2,LPRJ,,R4JA,4198,LPRJ,886,,,C,,PL22,,0100-2400-0027,T,PL22,4264,PL22,1133,,LN2-1446727896678-9,C,LN2,1452643200000,FF0A-0014-0000-0A,1,2,575534596125,USD/JPY,0,4,,,,,,,47262048001,1,,1,0,,,1,1452816000000,1452643200000,1452694367375
4,EUR,JPY,56,0,2,LPRH,,LPRH,4080,LPRH,1221,,,E,,LCPI,,0100-2100-0021,T,LCPI,3876,LCPI,943,,BE1-1446557363592-3,E,MT7,1452643200000,FF0A-0012-0000-87,1,3,19703626335879202,EUR/JPY,0,4,,,,-50000,-6,,47262052610,0,Manual,1,0,-50000,-6,1,1452816000000,1452643200000,1452695636204
4,EUR,JPY,55,0,2,LPRG,,LPRG,4079,ZCSF,963,,,E,,LCPH,,0100-2000-00C8,T,LCPH,3875,LCPH,942,,AG1-1446537157344-16,E,MT6,1452643200000,FF0A-0012-0000-62,1,3,218424959893602338,EUR/JPY,0,4,,,,150000,-6,,47262039810,1,Manual,1,0,150000,-6,1,1452816000000,1452643200000,1452695636196
4,EUR,GBP,45,0,2,LPRG,,LPRG,4079,ZCSF,963,,,E,,LCPH,,0100-1F00-000G,T,LCPH,3875,LCPH,942,,NOS88d9159c-2dac-4ddc-853d-3f1a6ba035df,E,MT1,1452643200000,FF0A-0012-0000-25,1,0,2228359,EUR/GBP,0,4,,,,,,,3,0,Manual,1,0,,,1,1452816000000,1452643200000,1452695636010
4,EUR,USD,31,0,2,LPRM,,R4MA,4200,LPRM,889,,,C,,RA77,,0100-2500-0003,T,RA77,4369,RA77,1052,,LN2-1446730510994-3,C,LN2,1452643200000,FF0A-0014-0000-14,1,2,1683636551714,EUR/USD,0,4,,,,,,,51557007106,1,Manual,1,0,,,1,1452816000000,1452643200000,1452695635559
4,EUR,JPY,27,0,2,LPRH,,LPRH,4080,LPRH,1221,,,E,,LCPI,,0100-2100-0020,T,LCPI,3876,LCPI,943,,BE1-1446557363592-2,E,MT7,1452643200000,FF0A-0012-0000-86,1,3,19703626335879202,EUR/JPY,0,4,,,,-50000,-6,,47262052609,0,,1,0,-50000,-6,1,1452816000000,1452643200000,1452694367706
4,EUR,JPY,26,0,2,LPRG,,LPRG,4079,ZCSF,963,,,E,,LCPH,,0100-2000-00C7,T,LCPH,3875,LCPH,942,,AG1-1446537157344-15,E,MT6,1452643200000,FF0A-0012-0000-61,1,3,218424959893602338,EUR/JPY,0,4,,,,150000,-6,,47262039809,1,,1,0,150000,-6,1,1452816000000,1452643200000,1452694367699
4,EUR,GBP,16,0,2,LPRG,,LPRG,4079,ZCSF,963,,,E,,LCPH,,0100-1F00-000F,T,LCPH,3875,LCPH,942,,NOS88d9159c-2dac-4ddc-853d-3f1a6ba035de,E,MT1,1452643200000,FF0A-0012-0000-24,1,0,2228359,EUR/GBP,0,4,,,,,,,2,0,,1,0,,,1,1452816000000,1452643200000,1452694367610
4,EUR,USD,2,0,2,LPRM,,R4MA,4200,LPRM,889,,,C,,RA77,,0100-2500-0002,T,RA77,4369,RA77,1052,,LN2-1446730510994-2,C,LN2,1452643200000,FF0A-0014-0000-13,1,2,1683636551714,EUR/USD,0,4,,,,,,,51557007105,1,,1,0,,,1,1452816000000,1452643200000,1452694367326
4,EUR,JPY,35,0,2,LPRF,,LPRF,4078,ZJPM,962,,,E,,LCLI,,0100-2500-0006,T,LCLI,4398,LCLI,1167,,LN2-1446731537258-5,E,LN0,1452643200000,FF0A-0014-0000-17,1,2,8598913058,EUR/JPY,0,4,,,,,,,51557007106,1,Manual,1,0,,,1,1452816000000,1452643200000,1452695635718
4,EUR,JPY,6,0,2,LPRF,,LPRF,4078,ZJPM,962,,,E,,LCLI,,0100-2500-0005,T,LCLI,4398,LCLI,1167,,LN2-1446731537258-4,E,LN0,1452643200000,FF0A-0014-0000-16,1,2,8598913058,EUR/JPY,0,4,,,,,,,51557007105,1,,1,0,,,1,1452816000000,1452643200000,1452694367418
4,EUR,USD,30,0,2,LPRK,,R4KA,4201,LPRK,887,,,C,,RA78,,0100-2400-001F,T,RA78,4370,RA78,1053,,IS1-1446726366281-2,C,IS1,1452643200000,FF0A-0014-0000-05,1,2,8599306274,EUR/USD,0,4,,,,,,,47295611650,0,Manual,1,0,,,1,1452816000000,1452643200000,1452695635469
4,USD,RUB,18,0,2,LPRI,,R1DC,4086,ZRBS,926,,,C,,RA81,,0100-2800-0002,T,RA81,4373,RA81,1056,,IS1-1446734757962-8,C,RA1,1452643200000,FF0A-0014-0000-1F,1,3,1209498352892084253,USD/RUB,0,4,,,,102000,-6,,47262043649,0,,1,0,-98000,-6,1,1452816000000,1452643200000,1452694367628
4,USD,RUB,47,0,2,LPRI,,R1DC,4086,ZRBS,926,,,C,,RA81,,0100-2800-0003,T,RA81,4373,RA81,1056,,IS1-1446734757962-9,C,RA1,1452643200000,FF0A-0014-0000-1G,1,3,1209498352892084253,USD/RUB,0,4,,,,102000,-6,,47262043650,0,Manual,1,0,-98000,-6,1,1452816000000,1452643200000,1452695636050
