ALGO_TYPE,AUDIT_ID,CCY_CONTRA,CCY_DEALT,COMPOSITE,CP_ACCOUNT,CP_CLIENT,CP_FLOOR,CP_FLOOR_KEY,CP_INSTITUTION,CP_INSTITUTION_KEY,CP_LEI,CP_ROLE,CP_SI_BANK,CP_SI_BANK_ACC,CP_SI_BANK_BIC,CP_SI_BANK_CITYCODE,CP_SI_BANK_LOCATION,CP_SI_CCY,CP_SI_TYPE,CP_TRADER,DATE_MATURITY,DATE_SETTLEMENT,DOMAIN_ID,ECN,EFP_EBS_ORDER_ID,EFP_EXEC_SIDE,EFP_ORDER_ID,END_DATE,EXEC_ID,FP_ACCOUNT,FP_CLIENT,FP_EXEC_SIDE,FP_FLOOR,FP_FLOOR_KEY,FP_INSTITUTION,FP_INSTITUTION_KEY,FP_LEI,FP_ROLE,FP_SIDE,FP_SI_BANK,FP_SI_BANK_ACC,FP_SI_BANK_BIC,FP_SI_BANK_CITYCODE,FP_SI_BANK_LOCATION,FP_SI_CCY,FP_SI_TYPE,FP_TRADER,GENERATION,ID,INSTR_PRODUCT_TYPE,INSTR_SEC_ID,INSTR_SYMBOL,IS_TERM_CCY,LEG_TYPE,MARKET_SEGMENT,PX_ALLIN,PX_BD_BASE,PX_BD_ECOM,PX_BD_TRADER,PX_BD_VENUE,PX_EFFECTIVE,PX_EFFECTIVE_EXP,PX_EXP,PX_FWDP_ALLIN,PX_FWDP_BD_BASE,PX_FWDP_BD_ECOM,PX_FWDP_BD_TRADER,PX_FWDP_BD_VENUE,PX_FWDP_EXP,PX_PRIME_SPREAD,PX_PRIME_SPREAD_EXP,PX_SPOT_ALLIN,PX_SPOT_BD_BASE,PX_SPOT_BD_ECOM,PX_SPOT_BD_TRADER,PX_SPOT_BD_VENUE,PX_SPOT_EXP,PX_SWAP_POINTS,PX_SWAP_POINTS_EXP,QTY_CNTR,QTY_CNTR_EXP,QTY_DEALT,QTY_DEALT_EXP,SPOT_SETTL_DATE,TENOR_TYPE,TENOR_VALUE,TICKET_TYPE,TRADE_DATE,TXN_TIME,VC_PX_ALLIN,VC_PX_EFFECTIVE,VC_PX_FWDP_ALLIN,VC_PX_PRIME_SPREAD,VC_PX_SWAP_POINTS,VC_QTY_CNTR,VC_QTY_DEALT
1,16,RUB,USD,0,LPRC,,LPRC,4075,ZSCB,961,,E,,,LPRCLPRC,,,RUB,0,,,1452643200000,0,2,0100-2400-0014,T,LN2-1446722296089-3,1452643200000,FF64-0E70-0003-00,3CRE,,T,3CRE,4172,3CRE,1083,,B,0,,,CRE3CRE3,,,USD,0,,0,FF64-0E70-0003-00-100000,0,1900685,USD/RUB,0,0,2,528604,0,0,0,0,528604,-4,-4,,,,,,,,,,,,,,,,,5286040000,-2,1000000,0,1452816000000,12,1,0,1452643200000,1452680473443,0.528604E2,0.528604E2,,,,0.528604E8,0.1E7
1,4,GBP,EUR,0,LPRH,,LPRH,4080,LPRH,1221,,E,,,LPRHLPRH,,,EUR,0,,,1452643200000,0,2,0100-3300-0003,T,LN2-1447148910874-3,1452643200000,FF64-0E72-0003-00,LCPI,,T,LCPI,3876,LCPI,943,,E,1,,,LCPILCPI,,,GBP,0,MT2,0,FF64-0E72-0003-00-100000,0,2228359,EUR/GBP,0,0,2,135979,0,0,0,0,135979,-5,-5,,,,,,,,,,,,,,,,,135979000,-2,1000000,0,1452816000000,12,1,0,1452643200000,1452680473571,0.135979E1,0.135979E1,,,,0.135979E7,0.1E7
1,17,RUB,USD,0,LCRE,,LCRE,4156,LCRE,1111,,A,,,LCRELCRE,,,USD,0,,,1452643200000,0,2,0100-2400-0015,T,LN2-1446722297770-4,1452643200000,FF64-0E70-0004-00,R3E2,,T,R3E2,4185,R3E2,1098,,C,1,,,R3E2R3E2,,,RUB,0,LN6,0,FF64-0E70-0004-00-1CA000,0,1900685,USD/RUB,0,0,2,527502,0,0,0,0,527502,-4,-4,,,,,,,,,,,,,,,,,5275020000,-2,1000000,0,1452816000000,12,1,2,1452643200000,1452680473451,0.527502E2,0.527502E2,,,,0.527502E8,0.1E7
1,15,JPY,GBP,0,RB01,,RB01,4392,RB01,1075,,C,,,RB01RB01,,,JPY,0,LN2,,1452643200000,0,2,0100-2400-0017,T,LN2-1446723330227-2,1452643200000,FF64-0E70-0006-00,1PSE,,M,1PDE,4237,1PSE,968,,B,0,,,PDE1PDE1,,,GBP,0,,0,FF64-0E70-0006-00-1BC000,0,852105,GBP/JPY,0,0,2,180129,0,0,0,0,180129,-3,-3,,,,,,,,,,,,,,,,,180129000,0,1000000,0,1452816000000,12,1,1,1452643200000,1452680473435,0.180129E3,0.180129E3,,,,0.180129E9,0.1E7
1,15,JPY,GBP,0,LPLK,,LPLK,4494,LPLK,1228,,A,,,LPLKLPLK,,,GBP,0,,,1452643200000,0,2,0100-2400-0017,T,LN2-1446723330227-2,1452643200000,FF64-0E70-0006-00,1PSE,,T,1PDE,4237,1PSE,968,,B,1,,,PDE1PDE1,,,JPY,0,,0,FF64-0E70-0006-00-100000,0,852105,GBP/JPY,0,0,2,180129,0,0,0,0,180129,-3,-3,,,,,,,,,,,,,,,,,180129000,0,1000000,0,1452816000000,12,1,0,1452643200000,1452680473435,0.180129E3,0.180129E3,,,,0.180129E9,0.1E7
1,14,JPY,GBP,0,RA99,,RA99,4391,RA99,1074,,C,,,RA99RA99,,,GBP,0,LN2,,1452643200000,0,2,0100-2400-0016,T,LN2-1446723245475-1,1452643200000,FF64-0E70-0005-00,1PSE,,M,1PDE,4237,1PSE,968,,B,1,,,PDE1PDE1,,,JPY,0,,0,FF64-0E70-0005-00-1BC000,0,852105,GBP/JPY,0,0,2,180177,0,0,0,0,180177,-3,-3,,,,,,,,,,,,,,,,,180177000,0,1000000,0,1452816000000,12,1,1,1452643200000,1452680473425,0.180177E3,0.180177E3,,,,0.180177E9,0.1E7
1,0,CHF,USD,0,LPRP,,LPRP,4169,LPRP,973,,A,,,LPRPLPRP,,,USD,0,,,1452643200000,0,2,0100-2400-0013,T,LN2-1446721464277-2,1452643200000,FF64-0E70-0002-00,LCPO,,T,LCPO,3916,LCPO,949,,E,1,,,LCPOLCPO,,,CHF,0,LN4,0,FF64-0E70-0002-00-100000,0,1900676,USD/CHF,0,0,2,99008,0,0,0,0,99008,-5,-5,,,,,,,,,,,,,,,,,99008000,-2,1000000,0,1452816000000,12,1,0,1452643200000,1452680473478,0.99008E0,0.99008E0,,,,0.99008E6,0.1E7
4,5,RUB,USD,0,LPRD,,LPRD,4076,ZRBS,926,,A,,,LPRDLPRD,,,RUB,0,,,1452643200000,0,2,0100-2800-0002,T,IS1-1446734757962-8,1452643200000,FF0A-0014-0000-1F,1PSE,,T,1PDE,4237,1PSE,968,,B,0,,,PDE1PDE1,,,USD,0,,0,FF0A-0014-0000-1F-100002,3,1209498352892084253,USD/RUB,0,2,4,52701000,0,0,0,0,52701000,-6,-6,-98000,0,0,0,0,-6,,,527990,0,0,0,0,-4,-98000,-6,5270100000,-2,1,6,1452816000000,20,0,0,1452643200000,1452680473585,0.52701E2,0.52701E2,-0.98E-1,,-0.98E-1,0.52701E8,0.1E7
4,5,RUB,USD,0,RA81,,RA81,4373,RA81,1056,,C,,,RA81RA81,,,RUB,0,RA1,,1452643200000,0,2,0100-2800-0002,T,IS1-1446734757962-8,1452643200000,FF0A-0014-0000-1F,1PSE,,M,1PDE,4237,1PSE,968,,B,0,,,PDE1PDE1,,,USD,0,,0,FF0A-0014-0000-1F-1BC001,3,1209498352892084253,USD/RUB,0,1,4,52799000,0,0,0,0,52799000,-6,-6,0,0,0,0,0,-6,,,527990,0,0,0,0,-4,-98000,-6,5279900000,-2,1,6,1452816000000,12,1,1,1452643200000,1452680473585,0.52799E2,0.52799E2,0.0,,-0.98E-1,0.52799E8,0.1E7
4,5,RUB,USD,0,RA81,,RA81,4373,RA81,1056,,C,,,RA81RA81,,,USD,0,RA1,,1452643200000,0,2,0100-2800-0002,T,IS1-1446734757962-8,1452643200000,FF0A-0014-0000-1F,1PSE,,M,1PDE,4237,1PSE,968,,B,1,,,PDE1PDE1,,,RUB,0,,0,FF0A-0014-0000-1F-1BC002,3,1209498352892084253,USD/RUB,0,2,4,52701000,0,0,0,0,52701000,-6,-6,-98000,0,0,0,0,-6,,,527990,0,0,0,0,-4,-98000,-6,5270100000,-2,1,6,1452816000000,20,0,1,1452643200000,1452680473585,0.52701E2,0.52701E2,-0.98E-1,,-0.98E-1,0.52701E8,0.1E7
4,6,JPY,EUR,0,LCRJ,,LCRJ,4161,LCRJ,910,,A,,,LCRJLCRJ,,,JPY,0,,,1452643200000,0,2,0100-2400-0025,T,LN2-1446727843975-7,1452643200000,FF0A-0014-0000-08,R4J1,,T,R4J1,4194,R4J1,892,,C,0,,,R4J1R4J1,,,EUR,0,L12,0,FF0A-0014-0000-08-1CA001,3,19703626335879202,EUR/JPY,0,1,4,129399000,0,0,0,0,129399000,-6,-6,0,0,0,0,0,-6,,,129399,0,0,0,0,-3,150000,-6,12939900000,-2,1,6,1452816000000,12,1,2,1452643200000,1452680473593,0.129399E3,0.129399E3,0.0,,0.15E0,0.129399E9,0.1E7
4,6,JPY,EUR,0,LCRJ,,LCRJ,4161,LCRJ,910,,A,,,LCRJLCRJ,,,EUR,0,,,1452643200000,0,2,0100-2400-0025,T,LN2-1446727843975-7,1452643200000,FF0A-0014-0000-08,R4J1,,T,R4J1,4194,R4J1,892,,C,1,,,R4J1R4J1,,,JPY,0,L12,0,FF0A-0014-0000-08-1CA002,3,19703626335879202,EUR/JPY,0,2,4,129549000,0,0,0,0,129549000,-6,-6,150000,0,0,0,0,-6,,,129399,0,0,0,0,-3,150000,-6,12954900000,-2,1,6,1452816000000,3,1,2,1452643200000,1452680473593,0.129549E3,0.129549E3,0.15E0,,0.15E0,0.129549E9,0.1E7
4,6,JPY,EUR,0,LPRC,,LPRC,4075,ZSCB,961,,E,,,LPRCLPRC,,,JPY,0,,,1452643200000,0,2,0100-2400-0025,T,LN2-1446727843975-7,1452643200000,FF0A-0014-0000-08,4CRJ,,T,4CRJ,4178,4CRJ,875,,B,0,,,CRJ4CRJ4,,,EUR,0,,0,FF0A-0014-0000-08-100001,3,19703626335879202,EUR/JPY,0,1,4,129399000,0,0,0,0,129399000,-6,-6,0,0,0,0,0,-6,,,129399,0,0,0,0,-3,150000,-6,12939900000,-2,1,6,1452816000000,12,1,0,1452643200000,1452680473593,0.129399E3,0.129399E3,0.0,,0.15E0,0.129399E9,0.1E7
4,6,JPY,EUR,0,LPRC,,LPRC,4075,ZSCB,961,,E,,,LPRCLPRC,,,EUR,0,,,1452643200000,0,2,0100-2400-0025,T,LN2-1446727843975-7,1452643200000,FF0A-0014-0000-08,4CRJ,,T,4CRJ,4178,4CRJ,875,,B,1,,,CRJ4CRJ4,,,JPY,0,,0,FF0A-0014-0000-08-100002,3,19703626335879202,EUR/JPY,0,2,4,129549000,0,0,0,0,129549000,-6,-6,150000,0,0,0,0,-6,,,129399,0,0,0,0,-3,150000,-6,12954900000,-2,1,6,1452816000000,3,1,0,1452643200000,1452680473593,0.129549E3,0.129549E3,0.15E0,,0.15E0,0.129549E9,0.1E7
4,6,JPY,EUR,0,R4J1,,R4J1,4194,R4J1,892,,C,,,R4J1R4J1,,,EUR,0,L12,,1452643200000,0,2,0100-2400-0025,T,LN2-1446727843975-7,1452643200000,FF0A-0014-0000-08,4CRJ,,M,4CRJ,4178,4CRJ,875,,B,1,,,CRJ4CRJ4,,,JPY,0,,0,FF0A-0014-0000-08-1BC001,3,19703626335879202,EUR/JPY,0,1,4,129399000,0,0,0,0,129399000,-6,-6,0,0,0,0,0,-6,,,129399,0,0,0,0,-3,150000,-6,12939900000,-2,1,6,1452816000000,12,1,1,1452643200000,1452680473593,0.129399E3,0.129399E3,0.0,,0.15E0,0.129399E9,0.1E7
4,6,JPY,EUR,0,R4J1,,R4J1,4194,R4J1,892,,C,,,R4J1R4J1,,,JPY,0,L12,,1452643200000,0,2,0100-2400-0025,T,LN2-1446727843975-7,1452643200000,FF0A-0014-0000-08,4CRJ,,M,4CRJ,4178,4CRJ,875,,B,0,,,CRJ4CRJ4,,,EUR,0,,0,FF0A-0014-0000-08-1BC002,3,19703626335879202,EUR/JPY,0,2,4,129549000,0,0,0,0,129549000,-6,-6,150000,0,0,0,0,-6,,,129399,0,0,0,0,-3,150000,-6,12954900000,-2,1,6,1452816000000,3,1,1,1452643200000,1452680473593,0.129549E3,0.129549E3,0.15E0,,0.15E0,0.129549E9,0.1E7
4,7,JPY,EUR,0,LPRD,,LPRD,4076,ZRBS,926,,E,,,LPRDLPRD,,,EUR,0,,,1452643200000,0,2,0100-2400-0024,T,LN2-1446727831927-6,1452643200000,FF0A-0014-0000-07,4CRJ,,T,4CRJ,4178,4CRJ,875,,B,1,,,CRJ4CRJ4,,,JPY,0,,0,FF0A-0014-0000-07-100001,3,19703626335879202,EUR/JPY,0,1,4,129211000,0,0,0,0,129211000,-6,-6,0,0,0,0,0,-6,,,129211,0,0,0,0,-3,-50000,-6,12921100000,-2,1,6,1452816000000,12,1,0,1452643200000,1452680473602,0.129211E3,0.129211E3,0.0,,-0.5E-1,0.129211E9,0.1E7
4,7,JPY,EUR,0,LPRD,,LPRD,4076,ZRBS,926,,E,,,LPRDLPRD,,,JPY,0,,,1452643200000,0,2,0100-2400-0024,T,LN2-1446727831927-6,1452643200000,FF0A-0014-0000-07,4CRJ,,T,4CRJ,4178,4CRJ,875,,B,0,,,CRJ4CRJ4,,,EUR,0,,0,FF0A-0014-0000-07-100002,3,19703626335879202,EUR/JPY,0,2,4,129161000,0,0,0,0,129161000,-6,-6,-50000,0,0,0,0,-6,,,129211,0,0,0,0,-3,-50000,-6,12916100000,-2,1,6,1452816000000,3,1,0,1452643200000,1452680473602,0.129161E3,0.129161E3,-0.5E-1,,-0.5E-1,0.129161E9,0.1E7
4,7,JPY,EUR,0,R4J2,,R4J2,4195,R4J2,893,,C,,,R4J2R4J2,,,JPY,0,L14,,1452643200000,0,2,0100-2400-0024,T,LN2-1446727831927-6,1452643200000,FF0A-0014-0000-07,4CRJ,,M,4CRJ,4178,4CRJ,875,,B,0,,,CRJ4CRJ4,,,EUR,0,,0,FF0A-0014-0000-07-1BC001,3,19703626335879202,EUR/JPY,0,1,4,129211000,0,0,0,0,129211000,-6,-6,0,0,0,0,0,-6,,,129211,0,0,0,0,-3,-50000,-6,12921100000,-2,1,6,1452816000000,12,1,1,1452643200000,1452680473602,0.129211E3,0.129211E3,0.0,,-0.5E-1,0.129211E9,0.1E7
4,5,RUB,USD,0,LPRD,,LPRD,4076,ZRBS,926,,A,,,LPRDLPRD,,,USD,0,,,1452643200000,0,2,0100-2800-0002,T,IS1-1446734757962-8,1452643200000,FF0A-0014-0000-1F,1PSE,,T,1PDE,4237,1PSE,968,,B,1,,,PDE1PDE1,,,RUB,0,,0,FF0A-0014-0000-1F-100001,3,1209498352892084253,USD/RUB,0,1,4,52799000,0,0,0,0,52799000,-6,-6,0,0,0,0,0,-6,,,527990,0,0,0,0,-4,-98000,-6,5279900000,-2,1,6,1452816000000,12,1,0,1452643200000,1452680473585,0.52799E2,0.52799E2,0.0,,-0.98E-1,0.52799E8,0.1E7
4,8,USD,AUD,0,LPRN,,LPRN,4167,LPRN,971,,A,,,LPRNLPRN,,,USD,0,,,1452643200000,0,2,0500-6000-000D,T,NOS-24b5b405-e3e0-4f80-8ff0-746c28ec7674,1452643200000,7E4B-D159-2E3F-51,LCPK,,T,LCPK,3896,LCPK,945,,E,0,,,LCPKLCPK,,,AUD,0,M12,0,7E4B-D159-2E3F-51-100002,3,1114448,AUD/USD,0,2,4,107620000,0,0,0,0,107620000,-8,-8,50,0,0,0,0,-5,,,10757,0,0,0,0,-4,50000,-8,118382000,-2,11,5,1452816000000,3,1,0,1452643200000,1452680473610,0.10762E1,0.10762E1,0.5E-3,,0.5E-3,0.118382E7,0.11E7
4,8,USD,AUD,0,LPRN,,LPRN,4167,LPRN,971,,A,,,LPRNLPRN,,,AUD,0,,,1452643200000,0,2,0500-6000-000D,T,NOS-24b5b405-e3e0-4f80-8ff0-746c28ec7674,1452643200000,7E4B-D159-2E3F-51,LCPK,,T,LCPK,3896,LCPK,945,,E,1,,,LCPKLCPK,,,USD,0,M12,0,7E4B-D159-2E3F-51-100001,3,1114448,AUD/USD,0,1,4,107570000,0,0,0,0,107570000,-8,-8,0,0,0,0,0,-4,,,10757,0,0,0,0,-4,50000,-8,118327000,-2,11,5,1452816000000,12,0,0,1452643200000,1452680473610,0.10757E1,0.10757E1,0.0,,0.5E-3,0.118327E7,0.11E7
4,7,JPY,EUR,0,LCRJ,,LCRJ,4161,LCRJ,910,,A,,,LCRJLCRJ,,,JPY,0,,,1452643200000,0,2,0100-2400-0024,T,LN2-1446727831927-6,1452643200000,FF0A-0014-0000-07,R4J2,,T,R4J2,4195,R4J2,893,,C,0,,,R4J2R4J2,,,EUR,0,L14,0,FF0A-0014-0000-07-1CA002,3,19703626335879202,EUR/JPY,0,2,4,129161000,0,0,0,0,129161000,-6,-6,-50000,0,0,0,0,-6,,,129211,0,0,0,0,-3,-50000,-6,12916100000,-2,1,6,1452816000000,3,1,2,1452643200000,1452680473602,0.129161E3,0.129161E3,-0.5E-1,,-0.5E-1,0.129161E9,0.1E7
4,7,JPY,EUR,0,LCRJ,,LCRJ,4161,LCRJ,910,,A,,,LCRJLCRJ,,,EUR,0,,,1452643200000,0,2,0100-2400-0024,T,LN2-1446727831927-6,1452643200000,FF0A-0014-0000-07,R4J2,,T,R4J2,4195,R4J2,893,,C,1,,,R4J2R4J2,,,JPY,0,L14,0,FF0A-0014-0000-07-1CA001,3,19703626335879202,EUR/JPY,0,1,4,129211000,0,0,0,0,129211000,-6,-6,0,0,0,0,0,-6,,,129211,0,0,0,0,-3,-50000,-6,12921100000,-2,1,6,1452816000000,12,1,2,1452643200000,1452680473602,0.129211E3,0.129211E3,0.0,,-0.5E-1,0.129211E9,0.1E7
4,11,JPY,USD,0,PL22,,PL22,4264,PL22,1133,,C,,,PL22PL22,,,JPY,0,LN2,,1452643200000,0,2,0100-2400-0027,T,LN2-1446727896678-9,1452643200000,FF0A-0014-0000-0A,LPRP,,M,1PRP,4240,LPRP,973,,B,0,,,PRP1PRP1,,,USD,0,,0,FF0A-0014-0000-0A-1BC000,2,575534596125,USD/JPY,0,0,4,119970000,0,0,0,0,119970000,-6,-6,0,0,0,0,0,-6,,,119970,0,0,0,0,-3,,,11997000000,-2,1,6,1452816000000,3,2,1,1452643200000,1452680473395,0.11997E3,0.11997E3,0.0,,,0.11997E9,0.1E7
4,11,JPY,USD,0,LPRJ,,LPRJ,4163,LPRJ,886,,A,,,LPRJLPRJ,,,USD,0,,,1452643200000,0,2,0100-2400-0027,T,LN2-1446727896678-9,1452643200000,FF0A-0014-0000-0A,LPRP,,T,1PRP,4240,LPRP,973,,B,1,,,PRP1PRP1,,,JPY,0,,0,FF0A-0014-0000-0A-100000,2,575534596125,USD/JPY,0,0,4,119970000,0,0,0,0,119970000,-6,-6,0,0,0,0,0,-6,,,119970,0,0,0,0,-3,,,11997000000,-2,1,6,1452816000000,3,2,0,1452643200000,1452680473395,0.11997E3,0.11997E3,0.0,,,0.11997E9,0.1E7
